system,product,event_type,event_date,body,outcome,detail,amount,currency,stated_reason_verbatim,source_doc,source_url,fetched_date,status,notes
China,Glybera,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Strimvelis,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Zalmoxis,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Alofisel,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Ebvallo,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",regulatory-approval,2021-09-06,NMPA,approved,"Second CAR-T approved in China, first domestically developed Class 1 biologic CAR-T; adults with r/r LBCL after two or more lines of systemic therapy (conditional). Later indications per the 2025 commercial list: r/r FL (grade 1-3a, refractory or relapsed within 24 months after 2L+, conditional) and r/r MCL after BTKi-containing 2L+",,,三线及以上LBCL领域的CAR-T细胞治疗，已上市的产品还有2021年9月6日获批的瑞基奥仑赛,"NHSA 2023 NRDL application form for 阿基仑赛注射液 (Fosun Kite), section 同疾病治疗领域内药品上市情况",https://www.nhsa.gov.cn/attach/Ypsn2023/YPSW202300359/YPSW202300359-W1.pdf,2026-09-06,verified-from-source,Date read from an NHSA-hosted sponsor document rather than NMPA. JW's own approval press release URL (jwtherapeutics.com/cn/media/press-release/jw-therapeutics-announces-nmpa-approval-...) returned 404 and the English media index shows no items before 2025. FL and MCL approval dates not found; indication texts verified from the commercial-list attachment (https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf). 21jingji 2021 notes the NDA was filed 2020-06-29.
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",regulatory-approval,2025-05-28,NMPA / CDE,stated,Supplemental BLA accepted for second-line treatment of r/r LBCL ineligible for autologous stem-cell transplant; Breakthrough Therapy Designation for the same setting granted 2025-01-10,,,NMPA acceptance of supplemental BLA for second-line treatment,JW Therapeutics media index (press releases 2025-01-10 and 2025-05-28),https://www.jwtherapeutics.com/en/media/,2026-09-06,verified-from-source,Titles read from the JW media index; individual releases not opened. Macao approval 2025-06-04 also listed.
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",price,2021-09,JW Therapeutics (list price),stated,"List price 1.29 million CNY per infusion, the highest of the five commercial-list CAR-Ts",1290000,CNY,药明巨诺的瑞基奥仑赛注射液定价最高，达到129万元/针,第一财经 via 新浪财经 2025-12-07 CAR-T药进入商保创新药目录,https://finance.sina.cn/2025-12-07/detail-infzxzyh4702076.d.html,2026-09-06,provisional-from-snippet,Gloss: JW's relma-cel has the highest list price at 1.29 million CNY per infusion. Launch-date pricing not read from a sponsor document; same figure in 摩熵医药 2024-10-08 and guancha 2025-11-05.
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",reimbursement-decision,2022,NHSA (NRDL 2022 to 2024),not listed,"Passed NRDL formal review in 2022, 2023 and 2024 (third pass in 2024) without admission",,,一针120万元的阿基仑赛注射液和一针129万元的瑞基奥仑赛注射液目前已是第三次通过初审,摩熵医药 2024-10-08,https://www.pharnexcloud.com/zixun/sx_8571,2026-09-06,provisional-from-snippet,See Yikaida rows for the same source. NHSA lists not read directly.
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",reimbursement-decision,2025-12-05,NHSA and MOHRSS (医保发〔2025〕33号),listed,"Entry 12 of the 商业健康保险创新药品目录（2025年）; holder 上海药明巨诺生物科技有限公司; three indications (LBCL, FL, MCL); valid 2026-01-01 to 2027-12-31. Not in the basic NRDL 2025.",,,12 瑞基奥仑赛注射液 倍诺达 …上海药明巨诺生物科技有限公司 …2026年1月1日至2027年12月31日,"商业健康保险创新药品目录（2025年）, attachment 2 to 医保发〔2025〕33号",https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf,2026-09-06,verified-from-source,"JW press release 2025-12-07 (https://www.jwtherapeutics.com/en/media/press-release/20251207/): Carteyva (Relmacabtagene Autoleucel Injection), has been successfully included in the first edition of the National Healthcare Security Administration (NHSA)'s Commercial Health Insurance Innovative Drug Directory."
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",insurance-coverage,2023-06-30,"JW Therapeutics (interim report, as summarised)",covered,Listed in 62 commercial insurance products and 91 local-government supplementary medical insurance plans as of June 2023; insured share of infused patients rose from 18.75% (H1 2022) to 49.41% (H1 2023),,,截至2023年6月，瑞基奥仑赛列入62个商业险产品及91个地方政府补充医疗险计划，完成回输患者的保险获益比例由2022年上半年的18.75%提高至2023年上半年的49.41%,药智头条 via 中国医药创新促进会 2024-01-19 (citing 药明巨诺报告),https://www.phirda.com/artilce_34006.html,2026-09-06,provisional-from-snippet,Gloss as in detail. JW HKEX interim report 2023 not read (HKEX document URLs not resolvable from here).
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",insurance-coverage,2025-12-07,JW Therapeutics (press release),covered,Included in over 100 inclusive supplementary health insurance (Huiminbao) plans and nearly 100 major medical insurance plans before the national commercial list,,,over 100 Inclusive Supplementary Health Insurance plans and nearly 100 Major Medical Insurance plans,JW Therapeutics press release 2025-12-07,https://www.jwtherapeutics.com/en/media/press-release/20251207/,2026-09-06,verified-from-source,"Also covered by Shanghai Huhuibao CAR-T benefit (insurer claims guide 2024, see Yikaida row)."
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",patient-count,2023-06-30,"JW Therapeutics (interim report, as summarised)",stated,259 prescriptions written cumulatively by June 2023,259,prescriptions,晚于阿基仑赛近3个月在国内获批上市的瑞基奥仑赛，在市场推广上也有着相同的命运，截至2023年6月，共开具处方259张。,药智头条 via 中国医药创新促进会 2024-01-19 (citing 药明巨诺报告),https://www.phirda.com/artilce_34006.html,2026-09-06,provisional-from-snippet,"Gloss: relma-cel, approved almost three months after axi-cel, had 259 prescriptions written by June 2023. Prescriptions, not infusions. JW annual reports 2021-2025 on HKEX not read; JW website carries no cumulative patient or centre count in the items read."
China,"Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Therapeutics 药明巨诺)",delivery-site,,JW Therapeutics,not-found,"Number of authorised treatment centres not found in the JW pages read (press release 2025-12-07, media index); JW annual reports on HKEX not accessible from this environment",,,,JW Therapeutics media index,https://www.jwtherapeutics.com/en/media/,2026-09-06,not-found,Huhuibao claims guide confirms certified Shanghai hospitals exist for this product without a count.
China,"Fucaso (福可苏, 伊基奥仑赛注射液, equecabtagene autoleucel; IASO Bio 驯鹿生物 / Innovent)",regulatory-approval,2023-06,NMPA,approved,First BCMA CAR-T approved in China (fully human anti-BCMA; CT103A / IBI326); adults with RRMM after 3 or more prior lines including a PI and an IMiD,,,"today announced that China National Medical Products Administration (NMPA) has approved the New Drug Application (NDA) for FUCASO (Equecabtagene Autoleucel, co-developed and co-commercialized by IASO Bio and Innovent, IASO Bio R&D code: CT103A, Innovent R&D code: IBI326), the world's first fully-human anti-B cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T-cell therapy for the treatment of relapsed and/or refractory multiple myeloma (R/R MM) who received ≥3 lines of prior therapies containing at least one proteasome inhibitor and an immunomodulatory agent.","IASO Bio / Innovent press release, dateline SHANGHAI, NANJING, CHINA, AND SAN JOSE, Calif., July 3, 2023",https://en.iasobio.com/info.php?id=224,2026-09-06,verified-from-source,Sponsor release is dated 2023-07-03; trade sources date the NMPA approval to June 2023 (凯莱英药闻 2024-03-01: 伊基奥仑赛于2023年6月在国内获批上市). Day not verified because NMPA pages were blocked; month recorded.
China,"Fucaso (福可苏, 伊基奥仑赛注射液, equecabtagene autoleucel; IASO Bio 驯鹿生物 / Innovent)",price,2023,IASO / Innovent (list price),stated,List price 1.166 million CNY per infusion,1166000,CNY,驯鹿生物/信达生物的伊基奥仑赛注射液（商品名：福可苏）价格为116.6万元/针,摩熵医药 2024-10-08,https://www.pharnexcloud.com/zixun/sx_8571,2026-09-06,provisional-from-snippet,"Gloss: Fucaso list price 1.166 million CNY per infusion; same in guancha 2025-11-05. No cut of this product's list price to about 999,000 CNY was found in the sources consulted; 99.9万 is the list price of 纳基奥仑赛 (Juventas), the lowest-priced CAR-T in China."
China,"Fucaso (福可苏, 伊基奥仑赛注射液, equecabtagene autoleucel; IASO Bio 驯鹿生物 / Innovent)",reimbursement-decision,2025-12-05,NHSA and MOHRSS (医保发〔2025〕33号),listed,Entry 13 of the 商业健康保险创新药品目录（2025年）; holder 南京驯鹿生物医药有限公司; RRMM after at least 3 prior lines; valid 2026-01-01 to 2027-12-31. Not in the basic NRDL 2025.,,,13 伊基奥仑赛注射液 福可苏 用于治疗复发或难治性多发性骨髓瘤成人患者，既往经过至少3线治疗后进展(至少使用过一种蛋白酶体抑制剂及免疫调节剂)。南京驯鹿生物医药有限公司 …2026年1月1日至2027年12月31日,"商业健康保险创新药品目录（2025年）, attachment 2 to 医保发〔2025〕33号",https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf,2026-09-06,verified-from-source,Fucaso was not among the 4 CAR-T products that passed 2024 NRDL formal review per 摩熵医药 2024-10-08.
China,"Fucaso (福可苏, 伊基奥仑赛注射液, equecabtagene autoleucel; IASO Bio 驯鹿生物 / Innovent)",delivery-site,,IASO Bio / Innovent,not-found,Treatment-centre and cumulative patient counts not found on the IASO news index (only a 2026-08-21 TGA acceptance item shown); Innovent HKEX reports not read,,,,IASO Bio news index,https://www.iasobio.com/en/news,2026-09-06,not-found,
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",regulatory-approval,2023-11-07,NMPA,approved,First fully domestically originated CD19 CAR-T (CNCT19); adults with r/r B-cell acute lymphoblastic leukaemia; NDA accepted 2022 and placed in priority review 2022-12-22,,,2023年11月7日 首个中国原研CD19 CAR-T产品源瑞达®（纳基奥仑赛注射液）获批上市，为复发难治B细胞急性淋巴细胞白血病患者带来突破性治疗选择,Juventas (合源生物) product page and milestone timeline,http://www.juventas.cn/category.php?id=10,2026-09-06,verified-from-source,"Gloss: 7 Nov 2023, first China-originated CD19 CAR-T approved for r/r B-ALL. 医药魔方 2023-11-08 reports the same approval."
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",regulatory-approval,2025-11,NMPA,approved,Second indication approved: r/r large B-cell lymphoma (lymphoma sBLA accepted 2024-09-26); paediatric B-ALL sBLA accepted 2026-05,,,2025年11月 源瑞达®（纳基奥仑赛注射液）淋巴瘤适应症上市获批，中国原研CAR-T开启双适应症新时代,Juventas milestone timeline,http://www.juventas.cn/category.php?id=10,2026-09-06,verified-from-source,"Gloss: November 2025, lymphoma indication approved, giving the product two indications. Day not given on the page."
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",price,2023-11,Juventas (list price),stated,"List price 999,000 CNY per bag, the lowest-priced CAR-T in China",999000,CNY,合源生物的纳基奥仑赛注射液以99.9万元/支的定价成为目前国内价格最低的CAR-T药物，在商保目录谈判中率先取得突破。,观察者网 2025-11-05,https://www.guancha.cn/economy/2025_11_05_795888.shtml,2026-09-06,provisional-from-snippet,"Gloss: priced at 999,000 CNY per bag, the lowest CAR-T price in China, first to reach agreement in the commercial-list negotiation. Same figure in 摩熵医药 2024-10-08 and Yicai 2025-12-07."
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",reimbursement-decision,2024-07,NHSA (NRDL 2024),not listed,Passed 2024 NRDL formal review for the first time; not admitted,,,而另两款药物泽沃基奥仑赛注射液和纳基奥仑赛注射液则是第一次通过初审,摩熵医药 2024-10-08,https://www.pharnexcloud.com/zixun/sx_8571,2026-09-06,provisional-from-snippet,Gloss: zevor-cel and inati-cel passed formal review for the first time in 2024.
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",reimbursement-decision,2025-12-05,NHSA and MOHRSS (医保发〔2025〕33号),listed,Entry 11 of the 商业健康保险创新药品目录（2025年）; holder 合源生物科技股份有限公司; adult r/r B-ALL; valid 2026-01-01 to 2027-12-31. Not in the basic NRDL 2025.,,,11 纳基奥仑赛注射液 源瑞达 适用于成人复发或难治性B细胞急性淋巴细胞白血病。合源生物科技股份有限公司 …2026年1月1日至2027年12月31日,"商业健康保险创新药品目录（2025年）, attachment 2 to 医保发〔2025〕33号",https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf,2026-09-06,verified-from-source,Juventas timeline: 2025年12月 源瑞达®（纳基奥仑赛注射液）成功纳入国家医保局商保创新药品目录. Note the list carries only the B-ALL indication although the lymphoma indication was approved in Nov 2025.
China,"Yuanruida (源瑞达, 纳基奥仑赛注射液, inaticabtagene autoleucel; Juventas 合源生物)",delivery-site,,Juventas,not-found,Juventas page links to a certified-institution list (查看认证医疗机构名单) but states no count; no cumulative patient number found,,,查看认证医疗机构名单,Juventas product page,http://www.juventas.cn/category.php?id=10,2026-09-06,not-found,"Pivotal B-ALL study ran at 10 Chinese centres (在中国10家临床中心开展), a trial figure not a commercial one."
China,"Saikaize (赛恺泽, 泽沃基奥仑赛注射液, zevorcabtagene autoleucel; CARsgen 科济药业 / Huadong Medicine)",regulatory-approval,2024-03-01,NMPA,approved,"Fifth CAR-T approved in China, second BCMA CAR-T (CT053); adults with RRMM progressing after at least 3 prior lines including a PI and an IMiD; Huadong Medicine holds mainland commercialisation rights (Jan 2023 deal: 2亿 upfront, up to 10.25亿 milestones)",,,2024年3月1日，科济药业宣布，国家药品监督管理局（“NMPA”）已经正式批准赛恺泽®（泽沃基奥仑赛注射液，产品编号：CT053）的新药上市申请（“NDA”），用于治疗复发或难治性多发性骨髓瘤成人患者，既往经过至少3线治疗后进展（至少使用过一种蛋白酶体抑制剂及免疫调节剂）,CARsgen press release 2024-03-01 (English) and 凯莱英药闻 via 中国医药创新促进会 2024-03-01,https://www.carsgen.com/en/news/20240301/,2026-09-06,verified-from-source,Date recorded is the sponsor announcement date; the NMPA approval date itself (reported elsewhere as late February 2024) could not be read because NMPA pages were blocked. Marketing-authorisation holder on the 2025 commercial list is 恺兴生命科技（上海）有限公司 (CARsgen subsidiary). Chinese source: https://www.phirda.com/artilce_34315.html
China,"Saikaize (赛恺泽, 泽沃基奥仑赛注射液, zevorcabtagene autoleucel; CARsgen 科济药业 / Huadong Medicine)",price,2024,CARsgen / Huadong (list price),stated,List price 1.15 million CNY per infusion,1150000,CNY,科济药业的泽沃基奥仑赛注射液115万元/针,观察者网 2025-11-05,https://www.guancha.cn/economy/2025_11_05_795888.shtml,2026-09-06,provisional-from-snippet,Gloss: zevor-cel 1.15 million CNY per infusion.
China,"Saikaize (赛恺泽, 泽沃基奥仑赛注射液, zevorcabtagene autoleucel; CARsgen 科济药业 / Huadong Medicine)",reimbursement-decision,2025-12-05,NHSA and MOHRSS (医保发〔2025〕33号),listed,Entry 14 of the 商业健康保险创新药品目录（2025年）; holder 恺兴生命科技（上海）有限公司; RRMM after at least 3 prior lines; valid 2026-01-01 to 2027-12-31. Not in the basic NRDL 2025; had passed 2024 NRDL formal review (first time) without admission.,,,14 泽沃基奥仑赛注射液 赛恺泽 用于治疗复发或难治性多发性骨髓瘤成人患者，既往经过至少3线治疗后进展(至少使用过一种蛋白酶体抑制剂及免疫调节剂)。恺兴生命科技（上海）有限公司 …2026年1月1日至2027年12月31日,"商业健康保险创新药品目录（2025年）, attachment 2 to 医保发〔2025〕33号",https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf,2026-09-06,verified-from-source,
China,"Saikaize (赛恺泽, 泽沃基奥仑赛注射液, zevorcabtagene autoleucel; CARsgen 科济药业 / Huadong Medicine)",insurance-coverage,2024,沪惠保 (Shanghai Huhuibao) 2024 edition,covered,Named in the Huhuibao 2024 CAR-T drug benefit alongside 阿基仑赛 and 瑞基奥仑赛,,,恺兴生命科技（上海）有限公司泽沃基奥仑赛注射液,2024版“沪惠保”-理赔须知,https://mcdpro.cbit.com.cn/hhb/static-file/cms/tk/site/mcdpro.cbit.com.cn/hhb/static-file/SXYHB/shanghailanmu/962775525124734976.html,2026-09-06,verified-from-source,
China,"Kailimei (恺力美, 舒瑞基奥仑赛注射液, satricabtagene autoleucel; CARsgen 科济药业)",regulatory-approval,2026-06-22,NMPA,approved,"World's first CAR-T approved for a solid tumour: Claudin18.2-positive, HER2-negative advanced gastric / gastro-oesophageal junction adenocarcinoma after failure of at least two prior lines; NDA accepted June 2025",,,2026年6月22日，由上海生物制药企业科济药业控股有限公司（以下简称“科济药业”）自主研发的Claudin18.2自体人源化CAR-T细胞治疗产品“恺力美®”（舒瑞基奥仑赛注射液）正式获得国家药品监督管理局批准上市。,澎湃新闻 2026-06-22 全球首款实体瘤CAR-T细胞治疗产品在中国获批上市; CARsgen press release 2026-06-22,https://www.thepaper.cn/newsDetail_forward_33428016,2026-09-06,verified-from-source,"CARsgen release (https://www.carsgen.com/en/news/20260622/): the New Drug Application of satricabtagene autoleucel (satri-cel) was approved for the treatment of patients with Claudin18.2-positive, HER2-negative advanced gastric/gastroesophageal junction adenocarcinoma (G/GEJA) who have failed at least two prior lines of therapy."
China,"Kailimei (恺力美, 舒瑞基奥仑赛注射液, satricabtagene autoleucel; CARsgen 科济药业)",price,2026-06,CARsgen (list price as reported),stated,"Reported list price 990,000 CNY per dose",990000,CNY,"official price of 990,000 yuan per dose",Yahoo Taiwan / CARsgen HK announcement pointer (search snippet only),https://tw.stock.yahoo.com/news/%E7%A7%91%E6%BF%9F%E8%97%A5%E6%A5%AD%E5%85%A8%E7%90%83%E9%A6%96%E6%AC%BE%E6%B2%BB%E7%99%82%E5%AF%A6%E9%AB%94%E7%98%A4%E7%9A%84car-t%E7%B4%B0%E8%83%9E%E6%B2%BB%E7%99%82%E7%94%A2%E5%93%81%E6%84%B7%E5%8A%9B%E7%BE%8E-%E7%8D%B2%E6%89%B9%E4%B8%8A%E5%B8%82-114200700.html,2026-09-06,provisional-from-snippet,Price seen only in a search-result summary; the page was not read. Confirm from CARsgen HKEX announcement or Huadong pricing notice.
China,"Kailimei (恺力美, 舒瑞基奥仑赛注射液, satricabtagene autoleucel; CARsgen 科济药业)",delivery-site,2026-07,"Shanghai hospitals (Renji, Changhai, others) as reported",stated,"First commercial apheresis procedures in July 2026 at several Shanghai hospitals, including the first foreign patient (New Zealand) on 2026-07-06",,,全球首款实体瘤CAR-T细胞治疗产品于2026年6月22日在中国获批上市以来，目前已经在上海多家医院开展国内首批临床应用，受益患者中不仅有国内患者，也有外籍患者。,澎湃新闻 via 新浪财经 2026-07-14,https://finance.sina.com.cn/jjxw/2026-07-14/doc-inihuxfw5137061.shtml,2026-09-06,verified-from-source,"Gloss: since approval on 22 June 2026 the product has entered first clinical use at several Shanghai hospitals, including foreign patients. No centre count or price in this article."
China,"Xinjiuning (信玖凝, 波哌达可基注射液, dalnacogene ponparvovec, BBM-H901; Belief BioMed 信念医药 / Takeda China)",regulatory-approval,2025-04-10,NMPA,approved,"China's first haemophilia B gene therapy (rAAV-FIX, single intravenous dose); adults with moderate to severe haemophilia B; Takeda China commercialises in mainland China, Hong Kong and Macau",,,"BBM-H901 (generic name: Dalnacogene Ponparvovec Injection), has been officially approved by the National Medical Products Administration (NMPA) for the treatment of adult patients with moderate to severe hemophilia B","Belief BioMed and Takeda China joint press release, PR Newswire, SHANGHAI, April 10, 2025",https://www.prnewswire.com/news-releases/belief-biomed-and-takeda-china-jointly-announced-bbm-h901-dalnacogene-ponparvovec-injection-chinas-first-hemophilia-b-gene-therapy-was-officially-approved-302425572.html,2026-09-06,verified-from-source,"Belief BioMed news 2025-11-20 (https://www.beliefbiomed.com/en/newsd-850.html) restates: In April 2025, BBM-H901 was officially approved for marketing by the NMPA. 医药魔方 H1-2025 round-up also dates it April 2025. No price, launch or centre information found; Macao approval announced separately (PR Newswire 302718629)."
China,"Xinjiuning (信玖凝, 波哌达可基注射液, dalnacogene ponparvovec, BBM-H901; Belief BioMed 信念医药 / Takeda China)",price,,Belief BioMed / Takeda China,not-found,No China list price found in the sponsor releases read,,,,Belief BioMed press releases,https://www.prnewswire.com/news-releases/belief-biomed-and-takeda-china-jointly-announced-bbm-h901-dalnacogene-ponparvovec-injection-chinas-first-hemophilia-b-gene-therapy-was-officially-approved-302425572.html,2026-09-06,not-found,
China,Donaperminogene seltoplasmid injection (NL003; Beijing Northland Biotech 北京诺思兰德),regulatory-approval,2026-05-28,NMPA,approved,Class 1 innovative naked-plasmid HGF gene therapy (intramuscular) for ulcers caused by critical limb ischaemia; NDA submitted 2024; phase 3 HOPE-CLTI-2 at 23 vascular surgery centres,,,"On May 28, 2026, China's National Medical Products Administration (NMPA) officially approved Donaperminogene seltoplasmid injection, a Class 1 innovative drug developed by Beijing Northland Biotech Co., Ltd., for the treatment of ulcers caused by Critical Limb Ischemia (CLI).",DengYueMed blog 2026-06-01 China's Innovative Gene Therapy Approved for Market,https://dengyuemed.github.io/regulatory/2026/06/01/china-first-cli-gene-therapy-approved/,2026-09-06,provisional-from-snippet,"Wholesaler blog, not a primary source; confirm from NMPA or Northland (诺思兰德, NEEQ 430047) announcement. Included because it is a 2026 NMPA gene-therapy approval outside the task's named list."
China,"BRL-101 (BRL Medicine 邦耀生物, CRISPR ex vivo for beta-thalassaemia)",not-found,,NMPA,not-found,No NMPA approval record found (2024 to 2026),,,,2025 H1 approvals round-up (医药魔方 2025-07-21) and 2026 expected approvals (医药魔方 2025-12-22),https://bydrug.pharmcube.com/news/detail/d5843e54ebfbcafa283b1017842ced4b,2026-09-06,not-found,No NMPA approval found in the H1-2025 and 2026 approval round-ups or by search; status in September 2026 unknown.
China,"NR082 (Neurophth 纽福斯, AAV for ND4-LHON)",not-found,,NMPA,not-found,No NMPA approval record found (2024 to 2026),,,,2025 H1 approvals round-up (医药魔方 2025-07-21) and 2026 expected approvals (医药魔方 2025-12-22),https://bydrug.pharmcube.com/news/detail/d5843e54ebfbcafa283b1017842ced4b,2026-09-06,not-found,No NMPA approval found in the round-ups or by search.
China,Frontera Therapeutics gene therapy programmes,not-found,,NMPA,not-found,No NMPA approval record found (2024 to 2026),,,,2025 H1 approvals round-up (医药魔方 2025-07-21) and 2026 expected approvals (医药魔方 2025-12-22),https://bydrug.pharmcube.com/news/detail/d5843e54ebfbcafa283b1017842ced4b,2026-09-06,not-found,No NMPA approval found; company not named in any approval round-up consulted.
China,"Shanghai Vitalgen (本导基因) gene therapy programmes (e.g. VGB-R04 haemophilia B, VGR-R01)",not-found,,NMPA,not-found,No NMPA approval record found (2024 to 2026),,,,2025 H1 approvals round-up (医药魔方 2025-07-21) and 2026 expected approvals (医药魔方 2025-12-22),https://bydrug.pharmcube.com/news/detail/d5843e54ebfbcafa283b1017842ced4b,2026-09-06,not-found,No NMPA approval found in the round-ups or by search.
China,CAR-T class,reimbursement-decision,2025-11-02,NHSA (first 商保创新药目录 price consultation),stated,"First-ever commercial-insurance innovative-drug price consultation, day 4 of the 2025 negotiations, with five CAR-T makers (Fosun Kite, JW, IASO, Juventas, CARsgen); expert panel included insurers for the first time",,,11月2日，北京国家医保谈判现场迎来历史性一刻。在2025年医保谈判第四日，复星凯特、药明巨诺、驯鹿生物、合源生物、科济药业五家CAR-T药企代表陆续入场，参与首次设立的“商保创新药目录价格协商”。,观察者网 2025-11-05,https://www.guancha.cn/economy/2025_11_05_795888.shtml,2026-09-06,provisional-from-snippet,"Gloss as in detail. Same article: 患者自费负担有望从百万元级别降至四万元左右 (out-of-pocket hoped to fall to about 40,000 CNY, an expectation, not a decision). 121 drugs passed formal review for the commercial list and 534 for the basic list (中国医药报 2025-08-12, https://m.cnpharm.com/c/2025-08-12/1077975.shtml)."
China,CAR-T class,reimbursement-decision,2025-12-05,NHSA and MOHRSS,not listed,"No CAR-T in the basic NRDL 2025 (2,800-plus entries, no 奥仑赛 entry); five CAR-Ts placed on the separate commercial list instead. Stated industry reason for repeated NRDL failure: the informal price rule that drugs above 500,000 CNY a year are not negotiated and above 300,000 not admitted",,,过往数年，CAR-T细胞治疗产品多次冲击医保谈判失败。业内普遍认为，这与国家医保谈判“50万不谈，30万不进”的规则有关。,第一财经 via 新浪财经 2025-12-07; basic NRDL 2025 attachment (grep),https://finance.sina.cn/2025-12-07/detail-infzxzyh4702076.d.html,2026-09-06,provisional-from-snippet,"Gloss: for years CAR-T failed the NRDL negotiations; industry attributes this to the rule 'above 500k not negotiated, above 300k not admitted'. The absence from the basic list is verified from the attachment (https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651387946.pdf); the reason is press attribution, not an NHSA statement. Same article: a CAR-T company said the commercial-list price cut was 不低于15%, larger than Huiminbao discounts."
China,system,policy-statement,2025-07-10,NHSA,stated,"Work plan for the 2025 adjustment of the basic drug list and, for the first time, a Commercial Health Insurance Innovative Drug List; online applications 2025-07-11 to 07-20",,,现将《2025年国家基本医疗保险、生育保险和工伤保险药品目录及商业健康保险创新药品目录调整工作方案》《…申报指南》《谈判药品续约规则》以及《非独家药品竞价规则》正式公布。,国家医疗保障局公告 2025-07-10 (索引号 2025-04-00037),https://www.nhsa.gov.cn/art/2025/7/10/art_109_17198.html,2026-09-06,verified-from-source,"Gloss: NHSA publishes the 2025 work plan, application guide, renewal rules and bidding rules covering both the basic list and the new commercial innovative-drug list."
China,system,policy-statement,2025-12-05,NHSA and MOHRSS,stated,"Notice 医保发〔2025〕33号 issuing the NRDL 2025 and the first 商业健康保险创新药品目录（2025年）; effective 2026-01-01; 19 drugs on the commercial list (5 CAR-T, rare-disease and Alzheimer drugs)",19,drugs,新版药品目录自2026年1月1日起正式执行，《国家基本医疗保险、工伤保险和生育保险药品目录（2024年）》（医保发〔2024〕33号）同时废止。,国家医保局 人力资源社会保障部关于印发《国家基本医疗保险、生育保险和工伤保险药品目录》以及《商业健康保险创新药品目录》（2025年）的通知,https://www.gov.cn/zhengce/zhengceku/202512/content_7050533.htm,2026-09-06,verified-from-source,Gloss: new lists in force from 1 Jan 2026. Commercial list entries are valid 2026-01-01 to 2027-12-31. nhsa.gov.cn copy is https://www.nhsa.gov.cn/art/2025/12/7/art_104_18970.html (timed out); gov.cn copy read.
