"system","product","event_type","event_date","body","outcome","detail","amount","currency","stated_reason_verbatim","source_doc","source_url","fetched_date","status","notes"
"Singapore","Kymriah","hta-guidance","2024-08-01","MOH Drug Advisory Committee / ACE","recommended","Tisagenlecleucel for adult r/r DLBCL after two or more lines: recommended for the MOH CTGTP List from 1 Aug 2024 (DAC March 2024); budget impact SG$3-5m year 1 to SG$5-10m year 5.","","SGD","""Approximately 300 patients are diagnosed with DLBCL each year in Singapore. Although many patients can be cured with first-line multi-agent immunochemotherapy, 30-40% experience relapse or have primary refractory disease"" ""the annual cost impact to the public healthcare system was estimated to be between SG$3 million and SG$5 million in the first year to between SG$5 million and SG$10 million in the fifth year"" ""the Committee concluded that tisagenlecleucel was superior in terms of effectiveness compared with salvage chemotherapy but the magnitude of the treatment effect remained uncertain. In terms of safety, the Committee considered tisagenlecleucel to be inferior to salvage chemotherapy.""","ACE Technology Guidance: Tisagenlecleucel for relapsed or refractory DLBCL after two or more lines of systemic therapy, published 1 Aug 2024","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/tisagenlecleucel-for-relapsed-or-refractory-diffuse-large-b-cell-lymphoma-after-two-or-more-lines-of-systemic-therapy/","2026-09-06","verified-from-source","Guidance PDF: https://isomer-user-content.by.gov.sg/68/0be2d3ca-8012-469e-831f-1406870af7b4/tisagenlecleucel-for-relapsed-or-refractory-dlbcl-after-two-or-more-lines-of-systemic-therapy-(1-aug-24).pdf"
"Singapore","Kymriah","subsidy-listing","2024-08-01","Ministry of Health","subsidised","First product on the MOH CTGTP List (r/r B-cell ALL ages 2-25; r/r DLBCL age 18+), means-tested subsidy up to 75% capped at $150,000 per treatment course.","150000","SGD","""The first CTGTP to be listed on the Ministry of Health's (MOH) CTGTP list is tisagenlecleucel (Kymriah), for the treatment of relapsed/refractory B-cell acute lymphoblastic leukaemia, and relapsed/refractory diffuse large B-cell lymphoma. Over time, more CTGTPs will be added to the list.""","MOH press release 15 Oct 2024; MOH CTGTP List (as of 1 Aug 2025)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","verified-from-source",""
"Singapore","Kymriah","insurance-coverage","2025-10","MediShield Life","covered","MediShield Life claim limit $141,000 per treatment; MediSave withdrawal limit $4,680 per treatment (benefits page last updated 3 June 2026).","141000","SGD","""Tisagenlecleucel (Kymriah) ... $141,000 per treatment ... $4,680 per treatment""","MOH: MediShield Life Benefits","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/medishield-life/medishield-life-benefits/","2026-09-06","verified-from-source",""
"Singapore","Kymriah","price","2025-09-12","The Straits Times via SGH","stated","Reported price per treatment.","481000","SGD","""Both are reportedly sold in Singapore at approximately US$375,000 (S$481,000) per treatment.""","The Straits Times, 12 Sep 2025","https://www.sgh.com.sg/news/patient-care/second-cell--tissue-and-gene-therapy-product-for-aggressive-bloo","2026-09-06","provisional-from-snippet",""
"Singapore","Yescarta","regulatory-registration","2023-03","Health Sciences Authority","registered","HSA marketing authorisation for Yescarta (axicabtagene ciloleucel) for adult r/r LBCL after two or more lines, reported as March 2023.","","","""March 2023: HSA granted marketing authorization for Yescarta (axicabtagene ciloleucel)"" (article summary)","BioPharma APAC: Gilead Sciences Singapore discusses access and affordability of CAR T-cell therapy, 19 Jun 2023","https://biopharmaapac.com/news/68/3266/gilead-sciences-singapore-discusses-access-and-affordability-of-car-t-cell-therapy-in-singapore-and-beyond.html","2026-09-06","provisional-from-snippet","Press; listed among five approved Class 2 CTGTPs as of April 2024 (Regen Ther 2025). HSA register date not retrievable."
"Singapore","Yescarta","hta-guidance","2024-09-13","MOH Drug Advisory Committee / ACE","not recommended","Axicabtagene for r/r LBCL after two or more lines (3L) and for 2L transplant-intended DLBCL/HGBCL: DAC July 2024 meeting recommended against listing on pricing grounds (company-led submission).","","","""Based on the evidence submitted, the Committee recommended not including axicabtagene on the MOH CTGTP List for relapsed or refractory DLBCL after two or more lines of systemic therapy. The decision was based on unacceptable pricing proposal by the company."" ""the proposed price of axicabtagene was higher than tisagenlecleucel on a per infusion basis. Hence, the Committee agreed that further price reduction is needed to improve the cost effectiveness of axicabtagene to an acceptable range.""","ACE Technology Guidance: Axicabtagene ciloleucel for r/r LBCL after two or more lines (first published 13 Sep 2024; updated 4 Jun 2025), paras 4.x and 6.1","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/axicabtagene-ciloleucel--for-relapsed-or-refractory-large-b-cell-lymphoma-after-two-or-more-lines-of-systemic-therapy/","2026-09-06","verified-from-source","Web page shows publication date 13 September 2024, last updated 4 June 2025. Same July 2024 negative recommendation for 2L: 'The decision was based on the unacceptable pricing proposal by the company.'"
"Singapore","Yescarta","hta-guidance","2025-02-17","MOH Drug Advisory Committee / ACE","recommended","Axicabtagene 2L (DLBCL/HGBCL relapsing within 12 months of or refractory to first-line chemoimmunotherapy, intended for transplant): updated recommendation November 2024 after revised price proposal; listing from 1 April 2025; budget impact SG$5-10m year 1 to >SG$10m year 5.","","SGD","""Following a negative recommendation based on an unacceptable pricing proposal at the July 2024 meeting, the company of axicabtagene submitted a revised proposal. The Committee noted that the revised proposal resulted in improved cost effectiveness and was adequate to provide budget certainty for MOH."" ""the annual cost impact to the public healthcare system would increase from between SG$5 million and SG$10 million in the first year, to more than SG$10 million in the fifth year""","ACE Technology Guidance: Axicabtagene ciloleucel for second-line relapsed or refractory large B-cell lymphoma, published 17 Feb 2025","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/axicabtagene-ciloleucel--for-second-line-relapsed-or-refractory-large-b-cell-lymphoma/","2026-09-06","verified-from-source","Guidance PDF: https://isomer-user-content.by.gov.sg/68/0fb2f952-d83c-4309-9548-aeb6c3f04e14/axicabtagene-ciloleucel-for-second-line-relapsed-or-refractory-large-b-cell-lymphoma-(updated-17-feb-2025).pdf"
"Singapore","Yescarta","hta-guidance","2025-06-04","MOH Drug Advisory Committee / ACE","recommended","Axicabtagene 3L (r/r LBCL after two or more lines incl. DLBCL, PMBCL, HGBCL, DLBCL from FL): updated recommendation November 2024; listing from 1 August 2025; budget impact SG$1-3m year 1 to SG$5-10m year 5.","","SGD","""Therefore, the Committee recommended axicabtagene ciloleucel suspension for intravenous infusion to be included on the MOH CTGTP List, for treating patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy"" ""the annual cost impact to the public healthcare system would increase from between SG$1 million and SG$3 million in the first year, to between SG$5 million and SG$10 million in the fifth year""","ACE Technology Guidance: Axicabtagene ciloleucel for r/r LBCL after two or more lines of systemic therapy, published 4 Jun 2025","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/axicabtagene-ciloleucel--for-relapsed-or-refractory-large-b-cell-lymphoma-after-two-or-more-lines-of-systemic-therapy/","2026-09-06","verified-from-source","Guidance PDF: https://isomer-user-content.by.gov.sg/68/c7a1c654-5f1c-4902-8eff-bed94ef388c0/Axicabtagene%20ciloleucel%20for%20relapsed%20or%20refractory%20large%20B-cell%20lymphoma%20after%20two%20or%20more%20lines%20of%20systemic%20therapy%20(Updated%204%20Jun%202025).pdf"
"Singapore","Yescarta","subsidy-listing","2025-04-01","Ministry of Health","subsidised","Added to MOH CTGTP List for 2L DLBCL/HGBCL (transplant-intended) from 1 April 2025; means-tested subsidy up to 75% capped at $150,000.","150000","SGD","""Axicabtagene ciloleucel suspension for intravenous infusion is recommended for inclusion on the MOH Cell, Tissue and Gene Therapy Product (CTGTP) List for the abovementioned indication from 1 April 2025.""","ACE guidance 17 Feb 2025; MOH CTGTP List (as of 1 Aug 2025)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","verified-from-source",""
"Singapore","Yescarta","subsidy-listing","2025-08-01","Ministry of Health","subsidised","Added to MOH CTGTP List for 3L r/r LBCL from 1 August 2025 after a price reduction; MOH list page last updated 1 Aug 2025.","150000","SGD","""the Ministry of Health (MOH) confirmed that it has added Yescarta to its Cell, Tissue and Gene Therapy Product (CTGTP) List for specific clinical uses. This comes after a price reduction by the drug manufacturer."" ""At its July 2024 meeting, the MOH Drug Advisory Committee had recommended not to list Yescarta due to an 'unacceptable pricing proposal'.""","ACE guidance 4 Jun 2025; MOH CTGTP List; The Straits Times 12 Sep 2025 via SGH","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","verified-from-source",""
"Singapore","Yescarta","insurance-coverage","2025-10","MediShield Life","covered","MediShield Life claim limit $141,000 per treatment; MediSave withdrawal limit $4,680 per treatment.","141000","SGD","""Axicabtagene ciloleucel (Yescarta) ... $141,000 per treatment ... $4,680 per treatment""","MOH: MediShield Life Benefits","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/medishield-life/medishield-life-benefits/","2026-09-06","verified-from-source",""
"Singapore","Yescarta","eligible-estimate","2025-09-12","Ministry of Health (via The Straits Times)","stated","MOH estimate of patients who may benefit from Yescarta each year; budget impact figures submitted by manufacturer.","20-30","patients/year","""Approximately 300 patients here are diagnosed with diffuse LBCL each year. MOH estimates that each year, 20 to 30 patients may benefit from Yescarta."" ""the impact to the public healthcare system of including Yescarta on the list could be up to $13 million in the first year, and possibly more than $20 million each year by its fifth year of inclusion.""","The Straits Times, 12 Sep 2025 via SGH","https://www.sgh.com.sg/news/patient-care/second-cell--tissue-and-gene-therapy-product-for-aggressive-bloo","2026-09-06","provisional-from-snippet",""
"Singapore","Yescarta","price","2025-09-12","The Straits Times via SGH","stated","Reported price per treatment.","481000","SGD","""Both are reportedly sold in Singapore at approximately US$375,000 (S$481,000) per treatment.""","The Straits Times, 12 Sep 2025","https://www.sgh.com.sg/news/patient-care/second-cell--tissue-and-gene-therapy-product-for-aggressive-bloo","2026-09-06","provisional-from-snippet",""
"Singapore","Zolgensma","regulatory-registration","","Health Sciences Authority","registered","Onasemnogene abeparvovec is HSA-registered: listed among five approved Class 2 CTGTPs as of April 2024 (Regen Ther 2025); ACE evaluated it 'in line with its registered indication' (2025). On 22 March 2023 MOH told Parliament risdiplam was the only HSA-registered SMA treatment, so registration falls between March 2023 and July 2024 (first DAC meeting). Exact date not retrievable.","","","MOH 22 Mar 2023: ""Risdiplam is the only treatment option registered with and approved by HSA."" ACE 16 Sep 2025: ""Clinical and economic evidence for onasemnogene abeparvovec was considered in line with its registered indication."" Mothership 24 Mar 2026: Zolgensma has been ""fully approved by the Health Sciences Authority (HSA)""","Regen Ther 2025 (PMC12019077); ACE guidance 16 Sep 2025; MOH reply 22 Mar 2023","https://pmc.ncbi.nlm.nih.gov/articles/PMC12019077/","2026-09-06","provisional-from-snippet","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Zolgensma","hta-guidance","2025-09-16","MOH Drug Advisory Committee / Health Technology Advisory Council / ACE","not recommended","Not recommended for the MOH CTGTP List (SMA, children under 2 with Type 1 SMA or up to three SMN2 copies); DAC July 2024 and March 2025, HTAC May 2025; cost-minimisation against risdiplam; about three babies born with SMA per year; cost impact SG$5-10m per year for three patients per year.","","SGD","""This is because the current available evidence is insufficient to show that onasemnogene abeparvovec provides superior long-term efficacy compared to risdiplam, the subsidised disease-modifying treatment for SMA. Given the current uncertainty in its superiority to risdiplam and its higher treatment cost, it is deemed that the cost-effectiveness of onasemnogene abeparvovec is unfavourable when compared to risdiplam at this time."" ""The CMA results showed that, at the price proposed by the company, onasemnogene abeparvovec had a higher treatment cost than risdiplam."" ""the price-volume agreement (PVA) proposed by the company for onasemnogene abeparvovec was inadequate to manage the uncertainty of the overall budget impact."" ""the cost impact to the public healthcare system was estimated to be between SG$5 million and SG$10 million per year in the first five years of including onasemnogene abeparvovec on the MOH Cell, Tissue and Gene Therapy Product (CTGTP) List for the treatment of SMA, benefitting three patients each year.""","ACE Technology Guidance: Onasemnogene abeparvovec for treating spinal muscular atrophy, published 16 Sep 2025","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/onasemnogene-abeparvovec-for-treating-spinal-muscular-atrophy/","2026-09-06","verified-from-source","Guidance PDF: https://isomer-user-content.by.gov.sg/68/a59e2e11-0bb7-4d24-bca5-134fa2a9b32f/Guidance_Onasemnogene%20abeparvovec%20for%20treating%20spinal%20muscular%20atrophy%20(16%20Sep%202025).pdf . HTAC: 'onasemnogene abeparvovec offered meaningful treatment benefit for children with SMA compared to the natural history of the disease. However, they had concerns that the long-term efficacy of onasemnogene abeparvovec was uncertain'. Plain English summary: 'If your child needs onasemnogene abeparvovec for this condition, you can speak to a medical social worker to find out if there is financial assistance available'."
"Singapore","Zolgensma","eligible-estimate","2025-09-16","ACE","stated","Local incidence and expected treated numbers.","3","patients/year","""In Singapore, about three babies are born with SMA each year.""","ACE Technology Guidance: Onasemnogene abeparvovec, 16 Sep 2025, para 2.1","https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/onasemnogene-abeparvovec-for-treating-spinal-muscular-atrophy/","2026-09-06","verified-from-source","MOH 22 Mar 2023: 'about 40 to 50 persons in Singapore diagnosed with Spinal Muscular Atrophy (SMA)'; risdiplam 'costs around $375,000 a year in our public healthcare institutions'."
"Singapore","Zolgensma","price","2026-03-24","Mothership (press, quoting MOH spokesperson)","stated","Reported price of Zolgensma in Singapore and MOH position on coverage; about two to three new SMA cases annually; two families crowdfunding S$2.4 million each.","2400000","SGD","MOH: ""it is not cost-effective compared to Risdiplam. This means that the additional cost is not worth any marginal benefits.""; Zolgensma is ""not eligible for subsidies, MediShield Life and MediSave coverage""","Mothership.sg, 24 Mar 2026: 2 S'porean couples are seeking a S$2.4 million cure for their babies","https://mothership.sg/2026/03/babies-million-dollar-treatment-why/","2026-09-06","provisional-from-snippet","Press pointer; The Online Citizen 22 Mar 2026 also reports S$2.4 million raised for one baby (fetch blocked, 403)."
"Singapore","Zolgensma","subsidy-listing","2024-03-06","Ministry of Health","not recommended","No Rare Disease Fund listing or MOH subsidy found for Zolgensma; MOH COS 2024 reply says a CTGTP for SMA was under clinical and cost-effectiveness review and interim support is discretionary (MediFund / Rare Disease Fund).","","","""In the interim, those who face concerns may apply for discretionary funding support through MediFund or the Rare Disease Fund.""","MOH COS 2024, Rahayu Mahzam speech para 48","https://www.moh.gov.sg/newsroom/speech-by-mdm-rahayu-mahzam-senior-parliamentary-secretary-ministry-of-health-at-the-ministry-of-health-committee-of-supply-debate-2024-on-wednesday-6-march-2024/","2026-09-06","verified-from-source","Risdiplam (comparator) subsidised via Medication Assistance Fund from 1 Aug 2024 (MOH reply 2 Jul 2024, https://www.moh.gov.sg/newsroom/subsidy-listing-of-risdiplam/) and on MediShield Life ($7,400 per month claim limit)."
"Singapore","Luxturna","regulatory-registration","","Health Sciences Authority","registered","Voretigene neparvovec listed among the five Class 2 CTGTPs approved in Singapore as of April 2024; registration date not retrievable.","","","""Five Class 2 CTGTPs"" approved as of April 2024: ""Kymriah, Luxturna, Yescarta, Zolgensma, and SpheChon"" (as summarised from the report)","Regen Ther 2025 (PMC12019077)","https://pmc.ncbi.nlm.nih.gov/articles/PMC12019077/","2026-09-06","provisional-from-snippet","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly. No ACE guidance, MOH CTGTP List entry, MediShield Life entry or Rare Disease Fund listing found for Luxturna."
"Singapore","Luxturna","not-found","","Ministry of Health / ACE","not-found","No funding, HTA, price or delivery record for voretigene neparvovec found on moh.gov.sg, ace-hta.gov.sg (sitemap grep), or hospital sites.","","","","ACE sitemap; MOH CTGTP List; MOH MediShield Life Benefits","https://www.ace-hta.gov.sg/sitemap.xml","2026-09-06","not-found",""
"Singapore","Elevidys","special-access","2025-03-24","Health Sciences Authority","stated","Elevidys (delandistrogene moxeparvovec) is unregistered in Singapore but supplied locally under HSA's Special Access Route; HSA safety advisory after a US fatal acute liver failure case. Local patient numbers not stated.","","","""Elevidys is not registered in Singapore but is available locally for patients under HSA's Special Access Route.""","HSA announcement: Elevidys (delandistrogene moxeparvovec) - acute liver failure following Elevidys treatment, 24 Mar 2025","https://www.hsa.gov.sg/announcements/elevidys---delandistrogene-moxeparvovec---acute-liver-failure-following-elevidys--treatment/","2026-09-06","verified-from-source","Follow-up HSA announcement 23 Jun 2025 (discontinuation of dosing in non-ambulatory patients): https://www.hsa.gov.sg/announcements/elevidys---delandistrogene-moxeparvovec---discontinuation-of-dosing-in-non-ambulatory-patients-following-a-second-overseas-case-of-fatal-acute-liver-failure/"
"Singapore","Carvykti","regulatory-registration","","Health Sciences Authority","stated","Search-engine summary of a 2025 Cytotherapy review states Carvykti is among imported CGTs available in Singapore; not among the five Class 2 CTGTPs listed as approved as of April 2024; registration status and date unverified (article blocked, HTTP 403).","","","""imported CGTs, including KYMRIAH, Carvykti and AAV-based products such as ZOLGENSMA and LUXTURNA are available in Singapore"" (search snippet)","Cell and gene therapy approvals in Asia: regulatory landscape, access and affordability, Cytotherapy 2025 (S1465-3249(25)00810-2)","https://www.isct-cytotherapy.org/article/S1465-3249(25)00810-2/fulltext","2026-09-06","provisional-from-snippet","Both fulltext and PDF URLs returned 403 to WebFetch and curl; Europe PMC shows no open-access version (PMID 41015945). HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Abecma","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Adstiladrin","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Amtagvi","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Aucatzyl","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Beqvez / Durveqtix","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Breyanzi","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Casgevy","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Encelto","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Genglycos","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Hemgenix","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Imlygic","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
