hcpcs,product,short_description,dosage_unit,asp_file_quarter,payment_limit_usd,implied_asp_usd,units_per_treatment,implied_asp_per_treatment_usd,file_url,status,notes
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2025Q1,565623.836,533607.39,1,533607.39,https://www.cms.gov/files/zip/january-2025-asp-pricing-file-03/11/25-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2025Q2,578771.123,546010.49,1,546010.49,https://www.cms.gov/files/zip/april-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2025Q3,578324.579,545589.23,1,545589.23,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2025Q4,591726.201,558232.27,1,558232.27,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2026Q1,566531.304,534463.49,1,534463.49,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2026Q2,614180.808,579415.86,1,579415.86,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2042,Kymriah,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,2026Q3,611693.171,577069.03,1,577069.03,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
J3391,Lenmeldy / Libmeldy,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3391 effective 2025-07-01 but not listed in any CMS ASP/payment limit file examined (5 files: 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
J3398,Luxturna,,,2026Q3,,,300,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3398 effective 2019-01-01 but not listed in any CMS ASP/payment limit file examined (25 files: 2019Q1, 2020Q1, 2021Q1, 2021Q2, 2021Q3, 2021Q4, 2022Q1, 2022Q2, 2022Q3, 2022Q4, 2023Q1, 2023Q2, 2023Q3, 2023Q4, 2024Q1, 2024Q2, 2024Q3, 2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: code is per 1 billion vector genomes; dose 1.5 x 10^11 vg per eye = 150 units per eye, bilateral course = 300 units"
J3394,Lyfgenia,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3394 effective 2024-07-01 but not listed in any CMS ASP/payment limit file examined (9 files: 2024Q3, 2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
J3406,Omisirge,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3406 effective 2026-10-01 but not listed in any CMS ASP/payment limit file examined (0 files: none yet published for the code effective quarter); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per therapeutic dose; code effective 1 October 2026, after the latest available payment limit file"
J3404,Papzimeos,,,2026Q3,,,4,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3404 effective 2026-04-01 but not listed in any CMS ASP/payment limit file examined (2 files: 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per therapeutic dose; label regimen is four subcutaneous doses (weeks 0, 2, 6 and 12), so one course = 4 units; unsure, check label"
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2011Q3,32860.000,31000.00,3,93000.00,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/July_2011_ASP_Pricing_File.zip,verified-from-source,"CMS note: Added July 2011; first ASP-file listing; code effective 2011-07-01; implied_asp = payment_limit/1.06 (derived); units: code is per infusion; a course is three infusions about two weeks apart, so one course = 3 units"
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2012Q1,32860.000,31000.00,3,93000.00,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/Jan_2012_ASP_Pricing_File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2013Q1,32560.449,30717.40,3,92152.21,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/Jan-2013-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2014Q1,33480.933,31585.79,3,94757.36,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/Jan-14-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2015Q1,34775.984,32807.53,3,98422.60,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/2015-January-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),2016Q1,36413.474,34352.33,3,103057.00,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/downloads/2016-January-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2017Q1,37941.905,35794.25,3,107382.75,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/Downloads/2017-January-ASP-Pricing-Files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2018Q1,39924.058,37664.21,3,112992.62,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/Downloads/2018-January-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2019Q1,42616.294,40204.05,3,120612.15,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Part-B-Drugs/McrPartBDrugAvgSalesPrice/Downloads/2019-January-ASP-Pricing-File.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2020Q1,45942.628,43342.10,3,130026.31,https://www.cms.gov/files/zip/january-2020-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2021Q1,49649.408,46839.06,3,140517.19,https://www.cms.gov/files/zip/january-2021-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2021Q2,51363.252,48455.90,3,145367.69,https://www.cms.gov/files/zip/april-2021-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2021Q3,51712.975,48785.83,3,146357.48,https://www.cms.gov/files/zip/july-2021-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2021Q4,53017.576,50016.58,3,150049.74,https://www.cms.gov/files/zip/october-2021-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2022Q1,52421.579,49454.32,3,148362.96,https://www.cms.gov/files/zip/january-2022-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2022Q2,52916.501,49921.23,3,149763.68,https://www.cms.gov/files/zip/april-2022-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2022Q3,55114.745,51995.04,3,155985.13,https://www.cms.gov/files/zip/july-2022-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2022Q4,53505.534,50476.92,3,151430.76,https://www.cms.gov/files/zip/october-2022-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2023Q1,53981.464,50925.91,3,152777.73,https://www.cms.gov/files/zip/january-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2023Q2,53630.369,50594.69,3,151784.06,https://www.cms.gov/files/zip/april-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2023Q3,53062.441,50058.91,3,150176.72,https://www.cms.gov/files/zip/july-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2023Q4,53472.873,50446.11,3,151338.32,https://www.cms.gov/files/zip/october-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2024Q1,53426.656,50402.51,3,151207.52,https://www.cms.gov/files/zip/january-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2024Q2,55453.567,52314.69,3,156944.06,https://www.cms.gov/files/zip/april-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2024Q3,55512.784,52370.55,3,157111.65,https://www.cms.gov/files/zip/july-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2024Q4,55015.225,51901.16,3,155703.47,https://www.cms.gov/files/zip/october-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2025Q1,55536.498,52392.92,3,157178.77,https://www.cms.gov/files/zip/january-2025-asp-pricing-file-03/11/25-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2025Q2,57017.103,53789.72,3,161369.16,https://www.cms.gov/files/zip/april-2025-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2025Q3,55945.971,52779.22,3,158337.65,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2025Q4,55272.324,52143.70,3,156431.11,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2026Q1,54404.108,51324.63,3,153973.89,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2026Q2,56269.192,53084.14,3,159252.43,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2043,Provenge,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),2026Q3,55932.427,52766.44,3,158299.32,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J1412,Roctavian,,,2026Q3,,,,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J1412 effective 2024-01-01 but not listed in any CMS ASP/payment limit file examined (11 files: 2024Q1, 2024Q2, 2024Q3, 2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: code is per ml (2 x 10^13 vg/ml); dose 6 x 10^13 vg/kg = 3 ml (3 units) per kg body weight, so units per course depend on weight (about 225 for 75 kg); left blank"
J3402,Ryoncil,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,2025Q4,205640.000,194000.00,8,1552000.00,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,"CMS note: Added October 2025; first ASP-file listing; code effective 2025-10-01; implied_asp = payment_limit/1.06 (derived); units: per therapeutic dose = one infusion; label regimen is twice weekly for 4 weeks = 8 infusions; first-listed payment limit 205640.000 / 1.06 = 194000.00 exactly, consistent with a per-infusion WAC-based initial limit"
J3402,Ryoncil,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,2026Q1,201669.021,190253.79,8,1522030.35,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3402,Ryoncil,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,2026Q2,202713.584,191239.23,8,1529913.84,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3402,Ryoncil,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,2026Q3,203659.763,192131.85,8,1537054.82,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3387,Skysona,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3387 effective 2026-01-01 but not listed in any CMS ASP/payment limit file examined (3 files: 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2023Q2,448752.402,423351.32,1,423351.32,https://www.cms.gov/files/zip/april-2023-asp-pricing-file.zip,verified-from-source,"CMS note: Added April 2023; first ASP-file listing; code effective 2021-04-01; not listed in earlier files checked (2021Q2, 2021Q3, 2021Q4, 2022Q1, 2022Q2, 2022Q3, 2022Q4, 2023Q1); implied_asp = payment_limit/1.06 (derived); units: per therapeutic dose = one infusion course"
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2023Q3,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/july-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2023Q4,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/october-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2024Q1,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/january-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2024Q2,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/april-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2024Q3,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/july-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2024Q4,460530.402,434462.64,1,434462.64,https://www.cms.gov/files/zip/october-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2025Q1,488051.510,460425.95,1,460425.95,https://www.cms.gov/files/zip/january-2025-asp-pricing-file-03/11/25-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2025Q2,489399.157,461697.32,1,461697.32,https://www.cms.gov/files/zip/april-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2025Q3,489720.000,462000.00,1,462000.00,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2025Q4,489304.608,461608.12,1,461608.12,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2026Q1,489450.202,461745.47,1,461745.47,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2026Q2,489290.601,461594.91,1,461594.91,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2053,Tecartus,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,2026Q3,510103.919,481230.11,1,481230.11,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2057,Tecelra,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,2025Q3,770620.000,727000.00,1,727000.00,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,CMS note: Added July 2025; first ASP-file listing; code effective 2025-04-01; not listed in earlier files checked (2025Q2); implied_asp = payment_limit/1.06 (derived); units: per therapeutic dose = one infusion course
Q2057,Tecelra,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,2025Q4,770620.000,727000.00,1,727000.00,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2057,Tecelra,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,2026Q1,770620.000,727000.00,1,727000.00,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2057,Tecelra,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,2026Q2,770620.000,727000.00,1,727000.00,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2057,Tecelra,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,2026Q3,813967.375,767893.75,1,767893.75,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2024Q2,1007.636,950.60,,,https://www.cms.gov/files/zip/april-2024-asp-pricing-file.zip,verified-from-source,"CMS note: Updated July 2024; first ASP-file listing; code effective 2024-01-01; not listed in earlier files checked (2024Q1); implied_asp = payment_limit/1.06 (derived); units: code is per 0.1 ml of topical gel; weekly application with quantity depending on wound area, chronic use; units per course left blank"
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2024Q3,996.939,940.51,,,https://www.cms.gov/files/zip/july-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2024Q4,996.961,940.53,,,https://www.cms.gov/files/zip/october-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2025Q1,1016.784,959.23,,,https://www.cms.gov/files/zip/january-2025-asp-pricing-file-03/11/25-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2025Q2,1016.669,959.12,,,https://www.cms.gov/files/zip/april-2025-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2025Q3,1037.118,978.41,,,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2025Q4,1025.436,967.39,,,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2026Q1,1014.786,957.35,,,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2026Q2,1004.582,947.72,,,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3401,Vyjuvek,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,2026Q3,1032.437,974.00,,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
J3386,Waskyra,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3386 effective 2026-07-01 but not listed in any CMS ASP/payment limit file examined (1 files: 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2023Q2,449245.861,423816.85,1,423816.85,https://www.cms.gov/files/zip/april-2023-asp-pricing-file.zip,verified-from-source,"CMS note: Added April 2023; first ASP-file listing; code effective 2018-04-01; not listed in earlier files checked (2019Q1, 2020Q1, 2021Q1, 2021Q2, 2021Q3, 2021Q4, 2022Q1, 2022Q2, 2022Q3, 2022Q4, 2023Q1); implied_asp = payment_limit/1.06 (derived); units: per therapeutic dose = one infusion course"
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2023Q3,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/july-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2023Q4,449341.851,423907.41,1,423907.41,https://www.cms.gov/files/zip/october-2023-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2024Q1,449440.000,424000.00,1,424000.00,https://www.cms.gov/files/zip/january-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2024Q2,459381.446,433378.72,1,433378.72,https://www.cms.gov/files/zip/april-2024-asp-pricing-file.zip,verified-from-source,implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2024Q3,489136.910,461449.92,1,461449.92,https://www.cms.gov/files/zip/july-2024-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2024Q4,489455.958,461750.90,1,461750.90,https://www.cms.gov/files/zip/october-2024-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
