product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes
Elevidys,DMD_4plus,eligible patients,France,gatekeeper_eligible,,,,patients,,,,,,not-found,No HAS avis located (see England row).
Skysona,CALD,"boys 4-17 years of age with early, active cerebral adrenoleukodystrophy (CALD)",US,label_indication,,,,,2022,2023-03-27,boys 4-17 years of age with early active cerebral adrenoleukodystrophy (CALD),bluebird bio Form 10-K for FY2022 (filed 27 Mar 2023),https://www.sec.gov/Archives/edgar/data/1293971/000129397123000007/blue-20221231.htm,verified-from-source,"FDA accelerated approval 16 Sep 2022 'to slow the progression of neurologic dysfunction'. EU label (2021, later withdrawn) additionally required no matched HSC donor."
Skysona,CALD,CALD patients in the US potentially addressable by SKYSONA,US,company_addressable,,40,,patients,2022,2023-03-27,approximately 40 estimated to have CALD,"bluebird bio Form 10-K for FY2022 (filed 27 Mar 2023): 'approximately 22,000 patients living with beta-thalassemia, CALD and SCD in the United States may potentially be addressable by ZYNTEGLO, SKYSONA and lovo-cel ... 40 estimated to have CALD'",https://www.sec.gov/Archives/edgar/data/1293971/000129397123000007/blue-20221231.htm,verified-from-source,"Phrased as 'patients living with' but CALD progresses within months, so effectively an annual addressable count. The FY2023/FY2024 10-Ks were not fetched."
Skysona,CALD,boys born each year who will go on to develop CALD,US,annual_incident_eligible,,50,,patients per year,2022,2022-09-17,"In the U.S., an estimated 50 boys are born each year who will go on to develop CALD.","BioPharma Dive, Bluebird wins FDA approval of gene therapy for rare brain disorder, 17 Sep 2022",https://www.biopharmadive.com/news/bluebird-bio-skysona-fda-accelerated-approval-cald-gene-therapy/631797/,verified-from-source,Same article: 'Bluebird expects to treat about 10 annually.' and 'Skysona is for children aged four to 17 years old who are in the early stages of the disease.'
Skysona,CALD,patients bluebird expects to treat per year,US,company_addressable,,10,,patients per year,2022,2022-09-17,Bluebird expects to treat about 10 annually.,"BioPharma Dive, 17 Sep 2022",https://www.biopharmadive.com/news/bluebird-bio-skysona-fda-accelerated-approval-cald-gene-therapy/631797/,verified-from-source,"Company expectation, not eligibility; early-active-CALD-with-no-matched-donor subset of the ~40-50 incident cases."
Skysona,CALD,ALD incidence and CALD proportion (trade press),US,annual_incident_eligible,,40,,patients per year,2022,2022-09,"ALD affects about 1 in 21,000 newborn males in the U.S., and 4 in 10 are expected to develop the cerebral form, which translates into about 40 cases per year in the U.S.","Trade-press coverage of the Skysona FDA approval (Sept 2022), via WebSearch snippet; originating outlet (FiercePharma or Managed Healthcare Executive) not identified",,provisional-from-snippet,Snippet only. Consistent with bluebird's 40.
Skysona,CALD,expected childhood cerebral ALD cases per year among US newborns (ACHDNC evidence review model),US,gatekeeper_eligible,32,46,68,patients per year,2016,2016,"screening all 4 million US newborns annually would identify approximately 143 males with ABCD1 mutations (range: 64-211), with an estimated 46 cases of CCALD expected (range: 32-68), compared to 46 CCALD cases (range: 32-66) through usual clinical detection","Kemper AR, et al. Newborn screening for X-linked adrenoleukodystrophy: evidence summary and advisory committee recommendation. Genet Med 2017;19(1):121-126 (PMC5182180)",https://pmc.ncbi.nlm.nih.gov/articles/PMC5182180/,verified-from-source,"Federal (HRSA/ACHDNC) modelling; treated here as the US gatekeeper-type epidemiological estimate. Same source: incidence 'approximately 1 in 42,000 males' (Bezman minimum estimate) and 'between 31 and 57% of hemizygous males' develop CCALD; onset 2-10 years. 143 males per 2 million male births implies about 1 in 14,000 male births (my arithmetic)."
Skysona,CALD,X-ALD incidence (both sexes),US,incidence_rate,,6.8,,cases per 100000 births,2016,2016,"X-linked adrenoleukodystrophy (X-ALD) has an approximate incidence of 1 in 14,700 births","HRSA newborn screening evidence review (X-ALD), via WebSearch snippet; also cited in Illinois NBS experience (PMC8788425)",https://newbornscreening.hrsa.gov/conditions/x-linked-adrenoleukodystrophy,provisional-from-snippet,"1 in 14,700 = 6.8 per 100,000 (my conversion). Population base: all births. Snippet also gives 1 in 17,000 births and 1 in 21,000 males as alternative estimates; 'approximately one-third of affected males develop childhood cerebral ALD'."
Skysona,CALD,boys developing CALD per year (label-eligible flow before donor/stage restrictions),US,annual_incident_eligible,14,,70,patients per year,2023,2026-09-04,,Derived from CDC 2023 births and Kemper 2016 / HRSA incidence,https://pmc.ncbi.nlm.nih.gov/articles/PMC5182180/,derived,"Derived: low = 1,838,760 male births / 42,000 (Kemper 'minimum' incidence) = 44 hemizygous boys x 31% = 14; high = 3,591,328 / 14,700 = 244 ALD births, half male = 122 x 57% = 70. Kemper's own model output (32-68) sits inside this range; company figures 40-50."
Skysona,CALD,boys developing CALD per year,England,annual_incident_eligible,2,,11,patients per year,2023,2026-09-04,,Derived from ONS 2023 births and Kemper/HRSA incidence,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2023,derived,"Derived: 563,561 x 0.512 = 288,543 male births / 42,000 = 7 x 31% = 2; 563,561 / 14,700 = 38 ALD births, half male = 19 x 57% = 11. Skysona is not marketed in the UK/EU (bluebird withdrew from Europe in 2021), so this is an epidemiological pool, not a commercial one."
Skysona,CALD,boys developing CALD per year,EU,annual_incident_eligible,13,,69,patients per year,2024,2026-09-04,,Derived from Eurostat 2024 births and Kemper/HRSA incidence,https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Fertility_statistics,derived,"Derived: 3,550,000 x 0.512 = 1,817,600 male births / 42,000 = 43 x 31% = 13; 3,550,000 / 14,700 = 242, half male = 121 x 57% = 69. EU marketing authorisation for Skysona was withdrawn after bluebird's 2021 exit (not verified here)."
Skysona,CALD,eligible patients (NICE / G-BA / HAS),England,gatekeeper_eligible,,,,patients per year,,,,,,not-found,"No NICE HST, G-BA Beschluss or HAS avis for elivaldogene autotemcel located (searches for G-BA 'Elivaldogen-Autotemcel' returned no procedure before the search budget ran out). bluebird withdrew from Europe in 2021."
Lenmeldy,MLD_early,"pre-symptomatic late infantile (PSLI), pre-symptomatic early juvenile (PSEJ) or early symptomatic early juvenile (ESEJ) MLD",US,label_indication,,,,,2024,2025-12-16,"pre-symptomatic late infantile (PSLI), pre-symptomatic early juvenile (PSEJ) or early symptomatic early juvenile (ESEJ)","Orchard Therapeutics press release, MLD added to the US Recommended Uniform Screening Panel, 16 Dec 2025 (GlobeNewswire)",https://www.globenewswire.com/news-release/2025/12/16/3206511/0/en/Orchard-Therapeutics-Celebrates-Addition-of-Metachromatic-Leukodystrophy-to-the-U-S-Recommended-Uniform-Screening-Panel.html,verified-from-source,"FDA approval of Lenmeldy 18 Mar 2024. EU Libmeldy label (G-BA English TrG): children with LI or EJ MLD without clinical manifestations, and children with EJ MLD with early clinical manifestations who still walk independently, before onset of cognitive decline."
Lenmeldy,MLD_early,MLD incidence (assumed),US,incidence_rate,,1,,cases per 100000 live births,2021,2023-09-14,"we used inputs for the number of live births in the US per year (2021 estimate of 3,659,289) and an incidence of 1/100,000 live births resulting in 37 individuals born with MLD in the US per year or 185 individuals over five years.","ICER, Atidarsagene Autotemcel for Metachromatic Leukodystrophy: Evidence Report, 14 Sep 2023, section 7 (Final Evidence Report issued 30 Oct 2023)",https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,verified-from-source,"Population base: live births (2021 US births 3,659,289 per CDC provisional)."
Lenmeldy,MLD_early,individuals born with MLD per year (all subtypes),US,annual_incident_eligible,,37,,patients per year,2021,2023-09-14,"an incidence of 1/100,000 live births resulting in 37 individuals born with MLD in the US per year or 185 individuals over five years","ICER MLD Evidence Report, 14 Sep 2023, section 7",https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,verified-from-source,All subtypes; late infantile 40-60% (74-111 of 185 over five years) and early juvenile 35% (65) per manufacturer estimates cited by ICER.
Lenmeldy,MLD_early,"eligible US patients over five years (family-history detection, no newborn screening)",US,gatekeeper_eligible,58,,70,patients per 5 years,2023,2023-09-14,"The manufacturer estimated that 32% of patients (LI: 24 to 36; EJ-PS: 21) will be detected based on a family history (i.e., children of parents who have already had an affected child), and 20% (13) of patients who are early symptomatic will be diagnosed with enough time to be eligible for treatment. Applying these sources results in estimates of 58 to 70 eligible patients in the US over five years. We used the upper end of this range, 70 patients over five years. For the purposes of this analysis, we will assume that 20% of these patients would initiate treatment in each of the five years, or 14 patients per year.","ICER MLD Evidence Report, 14 Sep 2023, section 7 (p.38-39)",https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,verified-from-source,Per year: 58/5 = 12 to 70/5 = 14 (ICER uses 14). Supplement F of the same PDF repeats the paragraph but prints '34 patients per year' - inconsistent with 70 x 20% = 14; treated as a typo. ICER: 'the number of eligible patients is likely to be higher in the presence of a newborn screening program'.
Lenmeldy,MLD_early,"eligible US patients per year (ICER, pre-newborn-screening)",US,gatekeeper_eligible,12,14,14,patients per year,2023,2023-09-14,,"ICER MLD Evidence Report, 14 Sep 2023, section 7 - per-year conversion",https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,derived,"Derived: 58-70 over five years / 5 = 11.6-14; ICER's own annual figure is 14. MLD was added to the US RUSP in Dec 2025, so eligible counts from 2026 should move toward the LI+EJ share of the 37 born per year (about 28-35 per year) as state screening rolls out."
Lenmeldy,MLD_early,MLD incidence range (world),Global,incidence_rate,0.6,,2.5,cases per 100000 people,2023,2023-09-14,"it is estimated that one in 40,000 to 160,000 people are diagnosed with MLD across the world.","ICER MLD Evidence Report, 14 Sep 2023, Background (p.1)",https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,verified-from-source,"1 in 160,000 = 0.6 and 1 in 40,000 = 2.5 per 100,000 (my conversion). ICER also notes higher incidence in Habbanite Jews (1 in 75), western US Navajos (1 in 6,400) and Israeli Arabs (1 in 8,000)."
Lenmeldy,MLD_early,MLD incidence (company),Global,incidence_rate,,1,,cases per 100000 live births,2025,2025-12-16,"approximately one in every 100,000 live births","Orchard Therapeutics press release, 16 Dec 2025",https://www.globenewswire.com/news-release/2025/12/16/3206511/0/en/Orchard-Therapeutics-Celebrates-Addition-of-Metachromatic-Leukodystrophy-to-the-U-S-Recommended-Uniform-Screening-Panel.html,verified-from-source,
Lenmeldy,MLD_early,MLD incidence observed in newborn-screening pilots (company),Global,incidence_rate,,2,,cases per 100000 live births,2023,2023,"Newborn screening data suggests an incidence rate of approximately one in 50,000 live births, which is higher than previous medical literature estimates. Four confirmed cases of MLD were identified following the screening of approximately 150,000 newborns globally as of June 30, 2023.","Orchard Therapeutics press release, International Neonatal Screening Day (June/July 2023), via WebSearch snippet",https://ir.orchard-tx.com/news-releases/news-release-details/orchard-therapeutics-celebrates-global-progress-toward-advancing,provisional-from-snippet,"Fetch of the release timed out; snippet only. 4/150,000 = 1 in 37,500 (my arithmetic) - the release rounds to 1 in 50,000. Supports a higher incident flow once screening is universal."
Lenmeldy,MLD_early,babies born with MLD per year (all subtypes),US,annual_incident_eligible,22,,90,patients per year,2023,2026-09-04,,Derived from CDC 2023 births and incidence range,https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: 3,591,328 / 160,000 = 22; / 100,000 = 36; / 50,000 = 72; / 40,000 = 90."
Lenmeldy,MLD_early,label-eligible patients per year (pre-screening detection rates),US,annual_incident_eligible,7,,34,patients per year,2023,2026-09-04,,Derived from birth range and ICER eligibility fraction,https://icer.org/wp-content/uploads/2023/03/ICER_MLD_Evidence-Report_For-Publication_09142023.pdf,derived,"Derived: ICER eligible 58-70 of 185 born = 31-38% (family-history plus timely ESEJ diagnosis); 22 x 0.31 = 7 to 90 x 0.38 = 34. With universal newborn screening the fraction rises toward the LI+EJ share (75-95% per ICER's manufacturer inputs), i.e. up to about 17-85 per year."
Libmeldy,MLD_early,MLD incidence,UK,incidence_rate,,2.5,,cases per 100000 live births,2023,2023,"MLD is a rare, autosomal recessive, lysosomal storage disease with an estimated incidence of 1 case in 40 000 live births.","Horgan C, et al. A retrospective cohort study of Libmeldy (atidarsagene autotemcel) for MLD: What we have accomplished and what opportunities lie ahead. JIMD Reports 2023;64(5):346-352",https://pmc.ncbi.nlm.nih.gov/articles/PMC10494509/,verified-from-source,"1 in 40,000 = 2.5 per 100,000 (my conversion)."
Libmeldy,MLD_early,UK MLD patients referred for Libmeldy in the first year of NHS reimbursement,UK,prevalent_eligible,,17,,patients referred per year,2022,2023,"In the 1 year period, from February 2022 to February 2023, since Libmeldy received approval for NHS reimbursement, 17 UK patients with MLD have been discussed with the team at RMCH for consideration of HSC-GT treatment.","Horgan C, et al. JIMD Reports 2023;64(5):346-352",https://pmc.ncbi.nlm.nih.gov/articles/PMC10494509/,verified-from-source,"Referrals (all subtypes and stages), not eligible patients. Royal Manchester Children's Hospital is the sole UK treatment centre."
Libmeldy,MLD_early,UK patients meeting NICE HST18 / label eligibility and treated in the first year,UK,annual_incident_eligible,,4,,patients per year,2022,2023,"Four patients (21%), including 1 patient who was screened at birth due to a previously affected sibling and weighed approximately 5 kg at the time of leukapheresis, met eligibility criteria ... Thirteen out of the 17 patients were ineligible on screening, including 10 patients with late infantile disease who were symptomatic on eligibility assessment, one with early juvenile disease and cognitive decline (full-scale intelligence quotient (FSIQ) 70), 1 with late juvenile disease and cognitive decline (FSIQ 51), and a further symptomatic patient with adult-onset disease.","Horgan C, et al. JIMD Reports 2023;64(5):346-352",https://pmc.ncbi.nlm.nih.gov/articles/PMC10494509/,verified-from-source,"Observed real-world eligible flow (Feb 2022-Feb 2023) without newborn screening. Eligibility per NICE/label: asymptomatic LI or EJ, or early-symptomatic EJ still walking independently before cognitive decline."
Libmeldy,MLD_early,eligible patients per year (NICE HST18),England,gatekeeper_eligible,,,,patients per year,2022,2022-02,,"NICE HST18, Atidarsagene autotemcel for treating metachromatic leukodystrophy (final guidance early 2022; NHS England commercial agreement announced 7 Feb 2022)",https://www.nice.org.uk/guidance/hst18,not-found,"nice.org.uk returned HTTP 403 (overview, chapter 2 'The condition'); the AWTTC (Wales) page carries no numbers. NICE's own eligible-per-year statement therefore not captured. Search snippet of HST18 gave no count."
Libmeldy,MLD_early,babies born with MLD per year and label-eligible flow,England,annual_incident_eligible,1,,5,patients per year,2023,2026-09-04,,"Derived from ONS 2023 births, incidence range and ICER eligibility fraction",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2023,derived,"Derived: 563,561 / 160,000 = 3.5 to / 40,000 = 14 MLD births per year; x 31-38% (ICER pre-screening eligible fraction) = 1.1-5.4, i.e. 1-5 eligible per year. Matches the 4 treated in the first NHS year (Horgan 2023). With newborn screening (not yet UK policy) the pool would approach 3-13 per year."
Libmeldy,MLD_early,"GKV target population: (a) children with LI or EJ MLD without clinical manifestations; (b) children with EJ MLD with early clinical manifestations who can still walk independently, before cognitive decline",Germany,gatekeeper_eligible,1,,3,patients (GKV) per year,2021,2021-11-04,ca. 1-3 Patientinnen und Patienten,"G-BA Beschluss AM-RL Anlage XII Atidarsagen autotemcel (Metachromatische Leukodystrophie mit biallelischer Mutation im ARSA-Gen), 4 Nov 2021, section 2",https://www.g-ba.de/downloads/39-261-5103/2021-11-04_AM-RL-XII_Atidarsagen-autotemcel_D-678.pdf,verified-from-source,"English Tragende Gruende, section 2.2: 'The calculation of the SHI target population refers exclusively to children with MLD who are born each year, thus falling newly into the SHI target population. Under this assumption, the stated range of the SHI target population is plausible overall in the order of magnitude'. Resolution time-limited to 1 Jul 2024 (extended by later Beschluss, 2024)."
Libmeldy,MLD_early,population cible (HAS),France,gatekeeper_eligible,,,,patients per year,2021,2021-04-21,,"HAS Commission de la Transparence, avis LIBMELDY (21 Apr 2021); later avis for the 30 months-6 years population (p_3602613)",https://www.has-sante.fr/jcms/p_3379875/fr/libmeldy-atidarsagene-autotemcel-leucodystrophie-metachromatique,not-found,HAS server aborted every fetch. Snippet: favourable opinion 21 Apr 2021 for asymptomatic children with the late infantile form (onset before 30 months) or early juvenile form (onset 30 months to 6 years inclusive); the population-cible number was not captured.
Libmeldy,MLD_early,babies born with MLD per year and label-eligible flow,EU,annual_incident_eligible,7,,34,patients per year,2024,2026-09-04,,"Derived from Eurostat 2024 births, incidence range and ICER eligibility fraction",https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Fertility_statistics,derived,"Derived: 3,550,000 / 160,000 = 22 to / 40,000 = 89 MLD births per year; x 31-38% = 7-34 label-eligible per year without newborn screening."
Libmeldy,MLD_early,eligible patients per year (CDA-AMC / PBAC),Canada,gatekeeper_eligible,,,,patients per year,,,,,,not-found,No Canadian or Australian review located before the search budget ran out; Libmeldy's Health Canada / TGA status not verified.
Kebilidi,AADC,"adult and pediatric patients with AADC deficiency (US, accelerated approval)",US,label_indication,,,,,2024,2025-02,"FDA granted accelerated approval of our gene therapy for the treatment of children and adults with AADC deficiency, which is marketed with the brand name Kebilidi",PTC Therapeutics Form 10-K for FY2024 (filed Feb 2025),https://www.sec.gov/Archives/edgar/data/1070081/000107008125000012/tmb-20241231x10k.htm,verified-from-source,FDA approval 13 Nov 2024. US label has no age floor or severity qualifier in the company wording (FDA label: 'adult and pediatric patients with AADC deficiency'). 10-K filing date approx. Feb 2025.
Upstaza,AADC,"patients aged 18 months and older with a clinically, molecularly and genetically confirmed diagnosis of AADC deficiency with a severe phenotype (EU)",Germany,label_indication,,,,,2022,2023-02-02,"Patientinnen und Patienten im Alter ab 18 Monate mit einer klinisch, molekularbiologisch und genetisch bestaetigten Diagnose eines Aromatische-L-Aminosaeure-Decarboxylase-(AADC)-Mangels mit einem schweren Phaenotyp","G-BA Beschluss Eladocagene Exuparvovec, 2 Feb 2023 (in Zusammenfassende Dokumentation, published 3 Apr 2023)",https://www.g-ba.de/downloads/40-268-9399/2023-02-02_AM-RL-XII_Eladocagene%20Exuparvovec_D-856_ZD.pdf,verified-from-source,EU approval July 2022; UK (MHRA) Nov 2022 with the same 18-months-and-older scope (PTC 10-K).
Kebilidi,AADC,AADC deficiency patients worldwide (company),Global,company_addressable,,5000,,patients,2024,2025-02,"The prevalence of AADC deficiency has been estimated to be approximately 5,000 patients worldwide, with a live-birth incidence of up to 1 in 40,000 worldwide.",PTC Therapeutics Form 10-K for FY2024,https://www.sec.gov/Archives/edgar/data/1070081/000107008125000012/tmb-20241231x10k.htm,verified-from-source,Company prevalence estimate; PTC also says the condition 'remains largely undiagnosed or misdiagnosed and may be confused with cerebral palsy'. No US-specific count in the 10-K.
Kebilidi,AADC,"AADC deficiency live-birth incidence, upper estimate (company)",Global,incidence_rate,,2.5,,cases per 100000 live births,2024,2025-02,"a live-birth incidence of up to 1 in 40,000 worldwide",PTC Therapeutics Form 10-K for FY2024,https://www.sec.gov/Archives/edgar/data/1070081/000107008125000012/tmb-20241231x10k.htm,verified-from-source,"1 in 40,000 = 2.5 per 100,000 (my conversion). Upper bound."
Upstaza,AADC,"GKV target population (prevalent, aged 18 months+, severe phenotype)",Germany,gatekeeper_eligible,4,,30,patients (GKV),2023,2023-02-02,ca. 4 - 30 Patientinnen und Patienten,"G-BA Beschluss Eladocagene Exuparvovec, 2 Feb 2023, section 2 (Zusammenfassende Dokumentation p.6)",https://www.g-ba.de/downloads/40-268-9399/2023-02-02_AM-RL-XII_Eladocagene%20Exuparvovec_D-856_ZD.pdf,verified-from-source,"Prevalent pool, not annual. G-BA's TrG: lower bound derived from Manegold et al. 2009 (9 known German cases across major neuropaediatric centres) and judged an underestimate; upper bound (from gene-defect frequency and birth-prevalence approaches) judged plausible. biopku database listed 4 German patients (born back to 1973)."
Upstaza,AADC,AADC deficiency prevalence (SMC ultra-orphan criterion),Scotland,prevalence_rate,,2,,cases per 100000 (upper bound),2023,2023-09-11,"The prevalence of AADC deficiency is estimated to be <=1 in 50,000.","Scottish Medicines Consortium, eladocagene exuparvovec (Upstaza) ultra-orphan assessment, validated 4 Aug 2023, published 11 Sep 2023",https://scottishmedicines.org.uk/media/7822/umar-eladocagene-exuparvovec-upstaza-final-august-2023-for-website.pdf,verified-from-source,"<=1 in 50,000 = <=2 per 100,000 (my conversion)."
Upstaza,AADC,predicted birth rate of AADC deficiency in the EU,EU,incidence_rate,,0.85,,cases per 100000 births,2023,2023-09-11,"The global incidence of AADC deficiency is unknown but the predicted birth rates of children with AADC deficiency is 1 in 118,000 births in the European Union; the condition appears to be more prevalent in certain Asian populations, such as in Taiwan and Japan.","SMC, eladocagene exuparvovec (Upstaza), Aug/Sep 2023, p.2",https://scottishmedicines.org.uk/media/7822/umar-eladocagene-exuparvovec-upstaza-final-august-2023-for-website.pdf,verified-from-source,"1 in 118,000 = 0.85 per 100,000 (my conversion). NHS Wales PP281 (Feb 2024) cites the same figure: 'The predicted birth rate is approximately 1 in 118,000 in the European Union'."
Upstaza,AADC,known patients with AADC deficiency (all phenotypes),UK,prevalent_eligible,8,,12,patients,2023,2023-09-11,Clinical experts consulted by SMC advised that there are currently no known patients with AADC deficiency in Scotland; it is estimated that there are between 8 to 12 patients with AADC deficiency in the UK.,"SMC, eladocagene exuparvovec (Upstaza), Aug/Sep 2023, p.2",https://scottishmedicines.org.uk/media/7822/umar-eladocagene-exuparvovec-upstaza-final-august-2023-for-website.pdf,verified-from-source,"Prevalent diagnosed pool, all ages/phenotypes; SMC notes about 80% of patients have the severe phenotype, so the label-eligible (severe, 18 months+) UK pool is roughly 6-10 (my arithmetic)."
Upstaza,AADC,estimated prevalence in the US based on CSF analysis and genetic testing,US,incidence_rate,1,,3,cases per 100000 live newborns,2024,2024-02,"AADC deficiency is an extremely rare disorder; there are less than 150 patients reported in the literature. AADC deficiency however, is probably underdiagnosed. The estimated prevalence in the U.S. based on cerebrospinal fluid (CSF) analysis and genetic testing is roughly 1-3 in 100,000 live newborns. The predicted birth rate is approximately 1 in 118,000 in the European Union","NHS Wales Joint Commissioning Committee, Specialised Services Policy Position Statement PP281, Eladocagene exuparvovec for treating AADC deficiency in people aged 18 months and over, Feb 2024, p.7",https://jcc.nhs.wales/clinical-policies/children-services/eladocagene-exuparvovec-for-treating-aromatic-l-amino-acid-decarboxylase-deficiency-in-people-aged-18-months-and-over-policy-position-statement-pp281-february-2024-pdf/,verified-from-source,Population base: live newborns.
Upstaza,AADC,AADC deficiency incidence by region (literature digest),US,incidence_rate,1.1,,2.4,cases per 100000 births,,,"The incidence of AADC deficiency is estimated to range from 1 in 42,000-90,000 in the United States to 1 in 116,000 in Europe, and 1 in 162,000 in Japan.","AADC Insights (aadcinsights.eu) publication digest, Prevalence of AADC deficiency, via WebSearch snippet",https://aadcinsights.eu/resources/aadc-deficiency-publication-digests/prevalence-of-aadc-deficiency/,provisional-from-snippet,"Site fetch failed (TLS certificate mismatch); snippet only, underlying paper not identified. 1 in 90,000 = 1.1 and 1 in 42,000 = 2.4 per 100,000 (my conversion). Same digest: Japan 1 in 162,000 (0.62 per 100,000); Taiwan founder variant IVS6+4A>T predicted 1 in 32,000."
Upstaza,AADC,AADC deficiency incidence (literature digest),Japan,incidence_rate,,0.62,,cases per 100000 births,,,"1 in 162,000 in Japan","AADC Insights publication digest, via WebSearch snippet",https://aadcinsights.eu/resources/aadc-deficiency-publication-digests/prevalence-of-aadc-deficiency/,provisional-from-snippet,"Snippet only. Japanese births not retrieved, so no derived count."
Upstaza,AADC,AADC deficiency carrier frequency (gnomAD),Global,prevalence_rate,,0.17,,percent carriers,2023,2023-06,"The worldwide carrier frequency of AADC deficiency was 0.17%; the highest frequency was observed in East Asians at 0.78%, and the lowest was in Latinos at 0.07%.","Carrier frequency and incidence of aromatic L-amino acid decarboxylase deficiency: a gnomAD-based study. Pediatric Research 2023 (PubMed 37286773), via WebSearch snippet",https://pubmed.ncbi.nlm.nih.gov/37286773/,provisional-from-snippet,Nature.com redirected to an auth page and PubMed showed only a cookie wall; snippet only. Incidence figures from this paper were not captured.
Kebilidi,AADC,babies born with AADC deficiency per year (all phenotypes),US,annual_incident_eligible,30,,108,patients per year,2023,2026-09-04,,Derived from CDC 2023 births and incidence range,https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: 3,591,328 / 118,000 (EU predicted rate, SMC) = 30; x 1-3 per 100,000 (NHS Wales, US estimate) = 36-108; / 40,000 (PTC upper bound) = 90. US label has no severity restriction; roughly 80% severe (SMC) if a severe-only pool is wanted (24-86)."
Upstaza,AADC,"babies born with AADC deficiency per year, and severe-phenotype flow",EU,annual_incident_eligible,24,,71,patients per year,2024,2026-09-04,,"Derived from Eurostat 2024 births, SMC/PTC incidence and SMC severe share",https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Fertility_statistics,derived,"Derived: 3,550,000 / 118,000 = 30 to / 40,000 = 89 born per year; x 80% severe phenotype (SMC) = 24-71 label-eligible flow (18 months+ so entry lags birth by 1.5 years)."
Upstaza,AADC,"babies born with AADC deficiency per year, and severe-phenotype flow",England,annual_incident_eligible,4,,11,patients per year,2023,2026-09-04,,"Derived from ONS 2023 births, SMC/PTC incidence and SMC severe share",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2023,derived,"Derived: 563,561 / 118,000 = 4.8 to / 40,000 = 14 born per year; x 80% severe = 4-11. Compare SMC's prevalent UK pool of 8-12 diagnosed patients (all ages), which implies most incident cases are undiagnosed or the true incidence is at the low end."
Upstaza,AADC,eligible patients per year (NICE HST26),England,gatekeeper_eligible,,,,patients per year,2023,2023-03,,"NICE HST26, Eladocagene exuparvovec for treating aromatic L-amino acid decarboxylase deficiency (recommended March 2023 for people aged 18 months and over with severe AADC deficiency)",https://www.nice.org.uk/guidance/hst26,not-found,"nice.org.uk returned HTTP 403; NICE's eligible-per-year statement not captured. Note: the guidance number is HST26, not HST30. NHS Wales PP281 (Feb 2024) adopts the NICE criteria but gives no Welsh count."
Upstaza,AADC,population cible (HAS),France,gatekeeper_eligible,,,,patients,2023,2023,,"HAS Commission de la Transparence, avis UPSTAZA (2023; listed in the CT 2023 activity report)",https://www.has-sante.fr/jcms/p_3402378/fr/upstaza-eladocagene-exuparvovec-deficit-en-decarboxylase-d-acide-l-amine-aromatique,not-found,HAS server aborted every fetch; number not captured.
Kebilidi,AADC,eligible patients per year (CDA-AMC / PBAC),Canada,gatekeeper_eligible,,,,patients per year,,,,,,not-found,No CDA-AMC or PBAC review located before the search budget ran out.
