registry,geography,year,product_or_class,count,count_type,per_10m_population,verbatim,source_doc,source_url,status,notes
CIBMTR,United States,2019,CAR-T all,1525,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar labels: Large B-cell lymphoma 1135; Acute lymphoblastic leukemia 277; Mantle cell lymphoma 6; Follicular lymphoma 27; Multiple myeloma 80","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2019,Large B-cell lymphoma,1135,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar label: Large B-cell lymphoma 1135","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2019,Acute lymphoblastic leukemia,277,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar label: Acute lymphoblastic leukemia 277","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2019,Mantle cell lymphoma,6,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar label: Mantle cell lymphoma 6","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2019,Follicular lymphoma,27,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar label: Follicular lymphoma 27","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2019,Multiple myeloma,80,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2019 bar label: Multiple myeloma 80","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2020,CAR-T all,1690,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar labels: Large B-cell lymphoma 1266; Acute lymphoblastic leukemia 230; Mantle cell lymphoma 88; Follicular lymphoma 18; Multiple myeloma 88","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2020,Large B-cell lymphoma,1266,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar label: Large B-cell lymphoma 1266","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2020,Acute lymphoblastic leukemia,230,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar label: Acute lymphoblastic leukemia 230","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2020,Mantle cell lymphoma,88,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar label: Mantle cell lymphoma 88","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2020,Follicular lymphoma,18,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar label: Follicular lymphoma 18","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2020,Multiple myeloma,88,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2020 bar label: Multiple myeloma 88","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2021,CAR-T all,2312,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar labels: Large B-cell lymphoma 1237; Acute lymphoblastic leukemia 241; Mantle cell lymphoma 272; Follicular lymphoma 186; Multiple myeloma 376","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2021,Large B-cell lymphoma,1237,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar label: Large B-cell lymphoma 1237","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2021,Acute lymphoblastic leukemia,241,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar label: Acute lymphoblastic leukemia 241","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2021,Mantle cell lymphoma,272,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar label: Mantle cell lymphoma 272","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2021,Follicular lymphoma,186,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar label: Follicular lymphoma 186","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2021,Multiple myeloma,376,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2021 bar label: Multiple myeloma 376","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2022,CAR-T all,3761,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar labels: Large B-cell lymphoma 1901; Acute lymphoblastic leukemia 409; Mantle cell lymphoma 282; Follicular lymphoma 238; Multiple myeloma 931","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2022,Large B-cell lymphoma,1901,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar label: Large B-cell lymphoma 1901","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2022,Acute lymphoblastic leukemia,409,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar label: Acute lymphoblastic leukemia 409","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2022,Mantle cell lymphoma,282,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar label: Mantle cell lymphoma 282","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2022,Follicular lymphoma,238,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar label: Follicular lymphoma 238","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2022,Multiple myeloma,931,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2022 bar label: Multiple myeloma 931","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,CAR-T all,4903,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar labels: Large B-cell lymphoma 2193; Acute lymphoblastic leukemia 461; Mantle cell lymphoma 292; Follicular lymphoma 337; Multiple myeloma 1620","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2023,Large B-cell lymphoma,2193,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar label: Large B-cell lymphoma 2193","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,Acute lymphoblastic leukemia,461,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar label: Acute lymphoblastic leukemia 461","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,Mantle cell lymphoma,292,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar label: Mantle cell lymphoma 292","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,Follicular lymphoma,337,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar label: Follicular lymphoma 337","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,Multiple myeloma,1620,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2023 bar label: Multiple myeloma 1620","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2024,CAR-T all,5266,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar labels: Large B-cell lymphoma 2140; Acute lymphoblastic leukemia 494; Mantle cell lymphoma 302; Follicular lymphoma 247; Multiple myeloma 2083","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Sum of the five indication segments read from the stacked bar (slide image OCR + visual check). Includes commercial and non-commercial (trial) CAR-T reported to CIBMTR; CIBMTR states it captures about 60-70% of US CAR-T therapies. Segments absent from the bar are counted as 0.
CIBMTR,United States,2024,Large B-cell lymphoma,2140,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar label: Large B-cell lymphoma 2140","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2024,Acute lymphoblastic leukemia,494,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar label: Acute lymphoblastic leukemia 494","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2024,Mantle cell lymphoma,302,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar label: Mantle cell lymphoma 302","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2024,Follicular lymphoma,247,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar label: Follicular lymphoma 247","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2024,Multiple myeloma,2083,infusions,,"CAR-T infusions by indication, US, 2016-2024 (slide 37) - 2024 bar label: Multiple myeloma 2083","CIBMTR US Summary Slides 2025 (Broglie L, Xu K, Oloyede T, Chen M, Allbee-Johnson M), slide 37 'CAR-T infusions by indication, US, 2016-2024'",https://cibmtr.org/Files/Summary-Slides--Reports/2025-Summary-Slides-Final-for-WEB.pdf,verified-from-source,Indication segment of the stacked bar on slide 37.
CIBMTR,United States,2023,CAR-T all,10347,cumulative_patients,,"As of September of 2023, CIBMTR has information from 253,127 first autologous HCT recipients, 183,327 first allogeneic HCT recipients, and 10,347 first CAR-T recipients","Current Trends and Outcomes in Cellular Therapy Activity in the United States, Including Prospective Patient-Reported Outcomes Data Collection in the CIBMTR Registry. Transplant Cell Ther 2024 (doi 10.1016/j.jtct.2024.06.021; PMC11587342), read via NCBI efetch",https://pmc.ncbi.nlm.nih.gov/articles/PMC11587342/,verified-from-source,"First CAR-T recipients with data in CIBMTR as of September 2023. Same paper: 'CIBMTR also collects information submitted on a voluntary basis for about 85% of all autologous HCTs in the U.S. and 60-70% of CAR-T therapies, beginning in July 2016.'"
CIBMTR,United States,2022,Large B-cell lymphoma (DLBCL),6119,cumulative_patients,,"6,119 patients received CAR-T for DLBCL during 2017-2022 (as extracted)","Current Activity Trends and Outcomes in Hematopoietic Cell Transplantation and Cellular Therapy - A Report from the CIBMTR. Transplant Cell Ther 2025 (doi 10.1016/j.jtct.2025.05.014; PMC12302970), read via NCBI efetch",https://pmc.ncbi.nlm.nih.gov/articles/PMC12302970/,verified-from-source,Cumulative 2017-2022. Same paper: LBCL was the most common commercial CAR-T indication 2016-2023 (56% of all cases).
CIBMTR,United States,2022,Acute lymphoblastic leukemia,1418,cumulative_patients,,"1,418 patients received first CAR-T infusion during 2017-2022 (as extracted)","Current Activity Trends and Outcomes in Hematopoietic Cell Transplantation and Cellular Therapy - A Report from the CIBMTR. Transplant Cell Ther 2025 (doi 10.1016/j.jtct.2025.05.014; PMC12302970), read via NCBI efetch",https://pmc.ncbi.nlm.nih.gov/articles/PMC12302970/,verified-from-source,"Cumulative 2017-2022, first CAR-T infusions for ALL."
DRST / DRST-EBMT activity survey,Germany,2021,CAR-T all,437,patients,,Tabelle 3.9 Gesamt 2021: autolog 433 allogen 4,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = first CAR-T therapies only (additional CAR-T excluded). Text: 'Im Jahr 2025 stieg die Zahl der gemeldeten CAR-T-Zell-Therapien im Vergleich zum Vorjahr erneut deutlich auf 1820 Faelle (+26%)'. Germany 2023 (1160) equals the maximum country value in the EBMT 2023 survey (range 1-1160).
DRST / DRST-EBMT activity survey,Germany,2022,CAR-T all,659,patients,,Tabelle 3.9 Gesamt 2022: autolog 657 allogen 2,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = first CAR-T therapies only (additional CAR-T excluded). Text: 'Im Jahr 2025 stieg die Zahl der gemeldeten CAR-T-Zell-Therapien im Vergleich zum Vorjahr erneut deutlich auf 1820 Faelle (+26%)'. Germany 2023 (1160) equals the maximum country value in the EBMT 2023 survey (range 1-1160).
DRST / DRST-EBMT activity survey,Germany,2023,CAR-T all,1160,patients,,Tabelle 3.9 Gesamt 2023: autolog 1157 allogen 3,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = first CAR-T therapies only (additional CAR-T excluded). Text: 'Im Jahr 2025 stieg die Zahl der gemeldeten CAR-T-Zell-Therapien im Vergleich zum Vorjahr erneut deutlich auf 1820 Faelle (+26%)'. Germany 2023 (1160) equals the maximum country value in the EBMT 2023 survey (range 1-1160).
DRST / DRST-EBMT activity survey,Germany,2024,CAR-T all,1439,patients,,Tabelle 3.9 Gesamt 2024: autolog 1438 allogen 1,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = first CAR-T therapies only (additional CAR-T excluded). Text: 'Im Jahr 2025 stieg die Zahl der gemeldeten CAR-T-Zell-Therapien im Vergleich zum Vorjahr erneut deutlich auf 1820 Faelle (+26%)'. Germany 2023 (1160) equals the maximum country value in the EBMT 2023 survey (range 1-1160).
DRST / DRST-EBMT activity survey,Germany,2025,CAR-T all,1820,patients,,Tabelle 3.9 Gesamt 2025: autolog 1818 allogen 2,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = first CAR-T therapies only (additional CAR-T excluded). Text: 'Im Jahr 2025 stieg die Zahl der gemeldeten CAR-T-Zell-Therapien im Vergleich zum Vorjahr erneut deutlich auf 1820 Faelle (+26%)'. Germany 2023 (1160) equals the maximum country value in the EBMT 2023 survey (range 1-1160).
DRST / DRST-EBMT activity survey,Germany,2021,Lymphoma,336,patients,,Tabelle 3.9 Malignom: Lymphom 2021: 335 autolog + 1 allogen,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2022,Lymphoma,391,patients,,Tabelle 3.9 Malignom: Lymphom 2022: 390 autolog + 1 allogen,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2023,Lymphoma,666,patients,,Tabelle 3.9 Malignom: Lymphom 2023: 666,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2024,Lymphoma,698,patients,,Tabelle 3.9 Malignom: Lymphom 2024: 698,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
