registry,geography,year,product_or_class,count,count_type,per_10m_population,verbatim,source_doc,source_url,status,notes
EBMT activity survey,Romania,2024,CAR-T all,11,infusions,,"Romania: (5 centres: 257 (271) 82/175), (11 (11) 1/10)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Romania; first CAR-T 11; fetched 2026-09-05
EBMT activity survey,Russia,2024,CAR-T all,21,patients,1.46,"Russia: (15 centres: 1688 (1805) 773/915), (21 (26) 13/8)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 21 (all CAR-T 26), allogeneic 1st 13 / autologous 1st 8. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: at least 2 centres list >=1 first CAR-T in 2024 (only 13 of 15 centre lines parsed cleanly, so this is a lower bound); 2024 rate 1,46 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Russia,2024,CAR-T all,26,infusions,,"Russia: (15 centres: 1688 (1805) 773/915), (21 (26) 13/8)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Russia; first CAR-T 21; fetched 2026-09-05
EBMT activity survey,Saudi Arabia,2024,CAR-T all,41,patients,11.61,"Saudi Arabia: (5 centres: 814 (890) 583/231), (41 (42) 0/41)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 41 (all CAR-T 42), allogeneic 1st 0 / autologous 1st 41. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 3 of 5 reporting centres list >=1 first CAR-T in 2024 (all 5 centre lines parsed, sums reconcile); 2024 rate 11,61 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Saudi Arabia,2024,CAR-T all,42,infusions,,"Saudi Arabia: (5 centres: 814 (890) 583/231), (41 (42) 0/41)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Saudi Arabia; first CAR-T 41; fetched 2026-09-05
EBMT activity survey,Serbia,2024,CAR-T all,0,patients,,"Serbia: (4 centres: 216 (223) 70/146), (0 (0) 0/0)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 0 (all CAR-T 0), allogeneic 1st 0 / autologous 1st 0. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); fetched 2026-09-05"
EBMT activity survey,Singapore,2024,CAR-T all,12,patients,,"Singapore: (1 centres: 91 (96) 55/36), (12 (12) 0/12)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 12 (all CAR-T 12), allogeneic 1st 0 / autologous 1st 12. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 1 of 1 reporting centres list >=1 first CAR-T in 2024 (all 1 centre lines parsed, sums reconcile); fetched 2026-09-05"
EBMT activity survey,Singapore,2024,CAR-T all,12,infusions,,"Singapore: (1 centres: 91 (96) 55/36), (12 (12) 0/12)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Singapore; first CAR-T 12; fetched 2026-09-05
EBMT activity survey,Slovakia,2024,CAR-T all,34,patients,62.68,"Slovakia: (5 centres: 258 (282) 89/169), (34 (34) 0/34)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 34 (all CAR-T 34), allogeneic 1st 0 / autologous 1st 34. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 1 of 5 reporting centres list >=1 first CAR-T in 2024 (all 5 centre lines parsed, sums reconcile); 2024 rate 62,68 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Slovakia,2024,CAR-T all,34,infusions,,"Slovakia: (5 centres: 258 (282) 89/169), (34 (34) 0/34)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Slovakia; first CAR-T 34; fetched 2026-09-05
EBMT activity survey,Slovenia,2024,CAR-T all,5,patients,23.54,"Slovenia: (1 centres: 88 (108) 28/60), (5 (5) 0/5)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 5 (all CAR-T 5), allogeneic 1st 0 / autologous 1st 5. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 1 of 1 reporting centres list >=1 first CAR-T in 2024 (all 1 centre lines parsed, sums reconcile); 2024 rate 23,54 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Slovenia,2024,CAR-T all,5,infusions,,"Slovenia: (1 centres: 88 (108) 28/60), (5 (5) 0/5)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Slovenia; first CAR-T 5; fetched 2026-09-05
EBMT activity survey,South Africa,2024,CAR-T all,0,patients,,"South Africa: (10 centres: 375 (381) 135/240), (0 (0) 0/0)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 0 (all CAR-T 0), allogeneic 1st 0 / autologous 1st 0. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 0 of 10 reporting centres list >=1 first CAR-T in 2024 (all 10 centre lines parsed, sums reconcile); fetched 2026-09-05"
EBMT activity survey,Spain,2024,CAR-T all,763,patients,156.93,"Spain: (71 centres: 3542 (3710) 1508/2034), (763 (776) 5/758)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 763 (all CAR-T 776), allogeneic 1st 5 / autologous 1st 758. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: at least 29 centres list >=1 first CAR-T in 2024 (only 68 of 71 centre lines parsed cleanly, so this is a lower bound); 2024 rate 156,93 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Spain,2024,CAR-T all,776,infusions,,"Spain: (71 centres: 3542 (3710) 1508/2034), (763 (776) 5/758)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Spain; first CAR-T 763; fetched 2026-09-05
EBMT activity survey,Sweden,2024,CAR-T all,70,patients,66.34,"Sweden: (6 centres: 609 (676) 320/289), (70 (71) 0/70)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 70 (all CAR-T 71), allogeneic 1st 0 / autologous 1st 70. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 6 of 6 reporting centres list >=1 first CAR-T in 2024 (all 6 centre lines parsed, sums reconcile); 2024 rate 66,34 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Sweden,2024,CAR-T all,71,infusions,,"Sweden: (6 centres: 609 (676) 320/289), (70 (71) 0/70)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Sweden; first CAR-T 70; fetched 2026-09-05
EBMT activity survey,Switzerland,2024,CAR-T all,191,patients,202.57,"Switzerland: (10 centres: 609 (676) 315/294), (191 (191) 0/191)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 191 (all CAR-T 191), allogeneic 1st 0 / autologous 1st 191. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 10 of 10 reporting centres list >=1 first CAR-T in 2024 (all 10 centre lines parsed, sums reconcile); 2024 rate 202,57 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Switzerland,2024,CAR-T all,191,infusions,,"Switzerland: (10 centres: 609 (676) 315/294), (191 (191) 0/191)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Switzerland; first CAR-T 191; fetched 2026-09-05
EBMT activity survey,Tunisia,2024,CAR-T all,0,patients,,"Tunisia: (1 centres: 97 (97) 47/50), (0 (0) 0/0)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 0 (all CAR-T 0), allogeneic 1st 0 / autologous 1st 0. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 0 of 1 reporting centres list >=1 first CAR-T in 2024 (all 1 centre lines parsed, sums reconcile); fetched 2026-09-05"
EBMT activity survey,Turkey,2024,CAR-T all,5,patients,0.58,"Turkey: (53 centres: 3108 (3205) 1506/1602), (5 (6) 0/5)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 5 (all CAR-T 6), allogeneic 1st 0 / autologous 1st 5. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: at least 2 centres list >=1 first CAR-T in 2024 (only 51 of 53 centre lines parsed cleanly, so this is a lower bound); 2024 rate 0,58 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,Turkey,2024,CAR-T all,6,infusions,,"Turkey: (53 centres: 3108 (3205) 1506/1602), (5 (6) 0/5)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for Turkey; first CAR-T 5; fetched 2026-09-05
EBMT activity survey,Ukraine,2024,CAR-T all,0,patients,,"Ukraine: (7 centres: 366 (368) 126/240), (0 (0) 0/0)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 0 (all CAR-T 0), allogeneic 1st 0 / autologous 1st 0. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 0 of 7 reporting centres list >=1 first CAR-T in 2024 (all 7 centre lines parsed, sums reconcile); fetched 2026-09-05"
EBMT activity survey,United Arab Emirates,2024,CAR-T all,0,patients,,"United Arab Emirates: (1 centres: 41 (42) 25/16), (0 (0) 0/0)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 0 (all CAR-T 0), allogeneic 1st 0 / autologous 1st 0. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: 0 of 1 reporting centres list >=1 first CAR-T in 2024 (all 1 centre lines parsed, sums reconcile); fetched 2026-09-05"
EBMT activity survey,United Kingdom,2024,CAR-T all,562,patients,81.18,"United Kingdom: (48 centres: 4169 (4399) 1629/2540), (562 (565) 14/548)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR-T. First CAR-T 562 (all CAR-T 565), allogeneic 1st 14 / autologous 1st 548. Covers centres reporting to the EBMT activity survey (HCT-reporting centres; CAR-T reported by the same centres); derived from the centre lines: at least 24 centres list >=1 first CAR-T in 2024 (only 46 of 48 centre lines parsed cleanly, so this is a lower bound); 2024 rate 81,18 per 10 million from Supplementary Table 2 of the same paper; fetched 2026-09-05"
EBMT activity survey,United Kingdom,2024,CAR-T all,565,infusions,,"United Kingdom: (48 centres: 4169 (4399) 1629/2540), (562 (565) 14/548)","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary file: EBMT Transplant Activity Survey: List of reporting transplant centers in 2024 (Appendix 2024, 41409_2026_2919_MOESM3_ESM.pdf)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,verified-from-source,Total all CAR-T (first plus additional infusions) for United Kingdom; first CAR-T 562; fetched 2026-09-05
EBMT activity survey,Austria,2018,CAR-T all,,patients,4.53,"Supplementary Table 2. CAR-T therapy rate by country and year: Austria, 2018: 4,53","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary Table 2. CAR-T therapy rate by country and year (41409_2026_2919_MOESM2_ESM.docx)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,verified-from-source,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be derived as rate x population / 1e7 (paper states population numbers from Eurostat). Blank cells in the source table (years with no CAR-T reported or before first activity) are omitted; fetched 2026-09-05
EBMT activity survey,Austria,2019,CAR-T all,,patients,5.64,"Supplementary Table 2. CAR-T therapy rate by country and year: Austria, 2019: 5,64","Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark in cellular therapy. Bone Marrow Transplant 2026 (doi 10.1038/s41409-026-02919-9) - Supplementary Table 2. CAR-T therapy rate by country and year (41409_2026_2919_MOESM2_ESM.docx)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,verified-from-source,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be derived as rate x population / 1e7 (paper states population numbers from Eurostat). Blank cells in the source table (years with no CAR-T reported or before first activity) are omitted; fetched 2026-09-05
