source_id,source_title,geography,series,scenario,year,value_low,value_point,value_high,unit,verbatim_or_table,source_url,status,notes
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,including China-origin programs,2030,,94.5,,cumulative US product-indication approvals (mean),"Table 3. Cumulative mean aggregate approvals by therapeutic class (including therapies originating in China). Cancer, hematological 3/4.7/6.4/10.5/25.1/57.0; Cancer, solid tumor 0/0.0/0.1/0.3/1.1/2.6; Cardiovascular 0/0.0/0.1/0.3/0.5/0.7; Hematology 0/1.2/2.4/3.5/5.3/8.0; Immunological 0/0.0/0.3/0.7/1.9/3.4; Metabolic 0/0.1/0.4/0.9/2.4/6.5; Musculoskeletal 0/0.0/0.0/0.2/0.6/1.6; Neurological 1/1.3/1.5/1.7/2.4/5.0; Ophthalmological 2/2.8/3.6/4.2/5.3/7.3; Other 0/0.2/0.4/0.6/1.2/2.6; Total 6.0/10.4/15.1/22.8/45.8/94.5",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 3 total row (mean cumulative approvals including programs originating in China). 'Initial' recorded as 2019. Text: 'more than 91% of the overall increase in approvals comes from oncology (primarily CAR-Ts or TCRs) with 97% of that oncology increase coming from treatments for hematological cancers ... while the model forecasts the potential for 30+ additional approvals, the upside may be far lower.'"
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,assumption,base,,,,,,"Pipeline snapshot: 'Our forecasting set comprises all identified qualifying therapies with active trials or preclinical activity commencing on or before December 31, 2019.' Sources: Citeline Pharmaprojects (accessed December 2019) and clinicaltrials.gov (accessed December 2019), plus NLP and manual searches; only interventional trials with known status and phase; non-oncology therapies in advanced preclinical investigation identified from Pharmaprojects.",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Pipeline snapshot date for this brief: 31 December 2019.
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,assumption,base,,,,,,"Pipeline size: 'A total of 1,057 development programs for product-indication combinations were included in the forecasting model; there were 586 disease & genetic target pairings and 184 diseases overall ... These development programs include 232 preclinical gene therapies and 315 programs originating in China.'",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"China-origin programs (315) excluded from the main results; shown as a scenario (Table 3, Figure 3)."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,assumption,base,,,,,,"Phase durations and success probabilities: 'trial duration distributions by development phase were estimated from a larger set of cell and gene therapies. These data were extracted from Pharmaprojects and clinicaltrials.gov in September 2018.' Phases: Phase 1, Phase 2 (incl. Phase 1/2), Phase 3 (incl. Phase 2/3); preclinical duration = first appearance on Pharmaprojects to first clinical trial. Success = '(i) commencement of a trial of a more advanced phase or (ii) submission of a New Drug Application (NDA) or a Biologics License Application (BLA)'. Multi-indication trials counted once per disease state.",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Numerical success probabilities are not printed in the brief.
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,assumption,base,,,,,,"Model: Markov Chain Monte Carlo; 100,000 iterations; for each development program the year of approval (if any) is summed across programs to create a product-indication approval projection. Exclusions: 'Mesenchymal stem cell therapies and those utilizing unmodified tumor infiltrating leukocytes are not included in our forecasting set.' Qualifying modalities: gene replacement (in vivo/ex vivo viral vectors), TCRs and CAR-engineered immune cells, gene editing (ZFN, TALEN, CRISPR-Cas9), long-acting DNA plasmids, with durable effects beyond 18 months.",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Projection of approvals only; the brief gives no patients-treated or revenue series.
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,patients_new_per_year,base,,,,,,Not projected in this brief (approvals only),https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,gap,The brief covers product-indication approvals only.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,bibliographic,base,,,,,,"Lee MK, Seyedmousavi S, Auvity S, Pourroy B, Elleboode V, Kachaner I, Jansen C, Lilliu H. Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated. Front Med (Lausanne). 2024;11:1324602. doi:10.3389/fmed.2024.1324602. PMCID PMC10910012. Received 24 Oct 2023; accepted 2 Feb 2024; published 19 Feb 2024. Open access.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Read in full text (Europe PMC XML of PMC10910012; also cross-checked on the Frontiers page https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1324602/full). PMC page https://pmc.ncbi.nlm.nih.gov/articles/PMC10910012/ served a CAPTCHA to the tool.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,assumption,base,,,,,,"Abstract: 'To evaluate the potential impact of cell and gene therapies (CGTs) in France by forecasting the number of patients that will be treated with CGTs over the period 2023-2030 by therapeutic area and region ... Up to 44 new CGTs are forecasted to launch in France in the period 2023-2030, which translates into more than 69,400 newly treated patients in 2030.' Results text: 'An increase in CGT launches is forecasted from 2023 to 2027, followed by a decline after 2027.' 'the projected annual number of treated patients increases from 1,653 in 2023 to more than 69,400 patients by 2030'.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Figures: Fig 2 launches per year; Fig 3 newly treated patients per year; Fig 4 annual treated patients by therapy area. Tables: T1 authorized CGTs in France at 31 Dec 2022; T2 probability of success; T3 launches by therapy area; T4 annual treated patients by therapy area.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2023,,3,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2024,,5,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2025,,5,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2026,,7,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2027,,8,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2028,,7,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2029,,7,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base (most expected launch scenario),2030,,2,,CGT product launches in France in the year,"Table 3. Forecasted CGT most expected launches per year in France by therapy area, 2023-2030 (Total row): 2023 3; 2024 5; 2025 5; 2026 7; 2027 8; 2028 7; 2029 7; 2030 2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,"Launches (market entry in France), not FDA/EMA approvals. Three launch-timing scenarios exist (pessimistic/base/optimistic, +-1 year); only the base scenario is tabulated in the main text."
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2023,,3,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2024,,8,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2025,,13,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2026,,20,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2027,,28,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2028,,35,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2029,,42,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,derived,Running sum of Table 3 total row.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_cumulative,base (most expected launch scenario),2030,,44,,cumulative CGT product launches in France from 2023,"Derived from Table 3 totals 3,5,5,7,8,7,7,2",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Running sum of Table 3 total row. Matches abstract: 'Up to 44 new CGTs are forecasted to launch in France in the period 2023-2030' (verified).
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2023,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2024,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2025,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2026,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2027,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2028,,3,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2029,,3,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Haemato-Oncology,2030,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Haemato-Oncology': 2023 1; 2024 0; 2025 0; 2026 1; 2027 2; 2028 3; 2029 3; 2030 1; Total 11,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2023,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2024,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2025,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2026,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2027,,3,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2028,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2029,,3,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Solid tumor,2030,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Solid tumor': 2023 0; 2024 1; 2025 0; 2026 0; 2027 3; 2028 1; 2029 3; 2030 0; Total 8,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2023,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2024,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2025,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2026,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2027,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2028,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2029,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Metabolic,2030,,1,,CGT product launches in France in the year (therapy area),Table 3 row 'Metabolic': 2023 0; 2024 1; 2025 2; 2026 2; 2027 0; 2028 1; 2029 0; 2030 1; Total 7,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2023,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2024,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2025,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2026,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2027,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2028,,2,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2029,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
S17,Forecasting the potential impact of cell and gene therapies in France: projecting product launches and patients treated,France,approvals_per_year,base; TA=Ophthalmology,2030,,0,,CGT product launches in France in the year (therapy area),Table 3 row 'Ophthalmology': 2023 0; 2024 2; 2025 0; 2026 2; 2027 0; 2028 2; 2029 0; 2030 0; Total 6,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,verified-from-source,Therapy-area breakdown of Table 3.
