product_key,nct,brief_title,official_title,start_date,status,study_type,phases,sponsor,interventions,matched_by
yescarta,NCT07326371,Glofitamab Combined With CAR-T Therapy in R/R DLBCL,"A Single-Center, Prospective Study Evaluating the Efficacy and Safety of Glofitamab Combined With CAR-T Therapy in Patients With High-Risk Relapsed/Refractory Large B-Cell Lymphoma",2026-03,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,Ruijin Hospital,Glofitamab|Obinutuzumab|Axicabtagene Ciloleucel|Relmacabtagene autoleucel (relma-cel),search
yescarta,NCT00924326,CAR T Cell Receptor Immunotherapy for Patients With B-cell Lymphoma,An Assessment of the Safety and Feasibility of Administering T-Cells Expressing an Anti-CD19 Chimeric Antigen Receptor to Patients With B-Cell Lymphoma,2009-02-17,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,National Cancer Institute (NCI),Fludarabine|Cyclophosphamide|Anti-cluster of differentiation 19 (CD19)-CAR PBL|Aldesleukin|Fludarabine|Cyclophosphamide,origin_nct
tecartus,NCT05993949,Study of Brexucabtagene Autoleucel Plus Dasatinib in Adults With Acute Lymphoblastic Leukemia,Phase 1b Study of Brexucabtagene Autoleucel Plus Dasatinib in Adults With Acute Lymphoblastic Leukemia,2023-10-02,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,Stanford University,Dasatinib,search
tecartus,NCT06253663,Study of KTE-X19 in Adult Japanese Participants With Relapsed/Refractory Mantle Cell Lymphoma or Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia,A Phase 2 Multicenter Study Evaluating the Safety and the Efficacy of KTE-X19 in Adult Japanese Subjects With Relapsed/Refractory Mantle Cell Lymphoma or Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia,2024-03-18,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",KTE-X19|Cyclophosphamide|Fludarabine,search
tecartus,NCT06553872,Phase 2 Open Label Randomized Study of Pirtobrutinib and Brexucabtagene Autoleucel in R/R MCL,"A Phase 2, Open-Label, Randomized Study of Pirtobrutinib and Brexucabtagene Autoleucel in Patients With Relapsed or Refractory Mantle Cell Lymphoma",2024-08-23,RECRUITING,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,Pirtobrutinib|Brexucabtagene Autoleucel,search
tecartus,NCT07673367,Nemtabrutinib With CAR T Therapy in Relapsed/Refractory Mantle Cell Lymphoma,A Phase 2 Trial of Nemtabrutinib in Combination With Brexu-cel for Patients With Relapsed/Refractory Mantle Cell Lymphoma,2026-07-31,RECRUITING,INTERVENTIONAL,PHASE2,Vanderbilt-Ingram Cancer Center,"Nemtabrutinib|Brexucabtagene autoleucel ( other names: brexu-cel , Tecartus)",search
tecartus,NCT06287229,Phase Ib/II Study Assessing the Clinical Activity and Safety of Brexucabtagene Autoleucel as a Consolidation in Patients With Relapsed/Refractory (R/R) and Newly Diagnosed B-cell Acute Lymphocytic Leukemia (ALL) Post Cytoreduction With Mini-HCVD-inotuzumab-blinatumomab/HCVAD-inotuzumab-blinatumomab,Phase Ib/II Study Assessing the Clinical Activity and Safety of Brexucabtagene Autoleucel as a Consolidation in Patients With Relapsed/Refractory (R/R) and Newly Diagnosed B-cell Acute Lymphocytic Leukemia (ALL) Post Cytoreduction With Mini-HCVD-inotuzumab-blinatumomab/HCVAD-inotuzumab-blinatumomab,2024-07-11,RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,M.D. Anderson Cancer Center,Blinatumomab|Inotuzumab Ozogamicin|Hyper-CVAD|Mini-hyper-CVD,search
tecartus,NCT05495464,"A Pilot ""Window-3"" Study of Acalabrutinib Plus Rituximab Followed by Brexucabtagene Autoleucel Therapy in Patients With Previously Untreated High-risk Mantle Cell Lymphoma","A Pilot ""Window-3"" Study of Acalabrutinib Plus Rituximab Followed by Brexucabtagene Autoleucel Therapy in Patients With Previously Untreated High-risk Mantle Cell Lymphoma",2022-11-18,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,EARLY_PHASE1,M.D. Anderson Cancer Center,Acalabrutinib|Rituximab|Brexucabtagene Autoleucel|Cyclophosphamide|Fludarabine Phosphate,search
tecartus,NCT03624036,Study to Evaluate the Safety and Tolerability of Brexucabtagene Autoleucel (KTE-X19) in People With Relapsed/Refractory Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma,A Phase 1 Multicenter Study Evaluating the Safety and Tolerability of KTE-X19 in Adult Subjects With Relapsed/Refractory Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma,2018-11-15,TERMINATED,INTERVENTIONAL,PHASE1,"Kite, A Gilead Company",brexucabtagene autoleucel|Fludarabine|Cyclophosphamide,search
tecartus,NCT02625480,Study Evaluating Brexucabtagene Autoleucel (KTE-X19) in Pediatric and Adolescent Participants With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia or Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma,A Phase 1/2 Multi-Center Study Evaluating the Safety and Efficacy of KTE-X19 in Pediatric and Adolescent Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia or Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma (ZUMA-4),2016-02-01,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Kite, A Gilead Company",Brexucabtagene Autoleucel (KTE-X19)|Fludarabine|Cyclophosphamide,search
tecartus,NCT04880434,Study of Brexucabtagene Autoleucel (KTE-X19) in Participants With Relapsed/Refractory Mantle Cell Lymphoma (Cohort 3),A Phase 2 Multicenter Study Evaluating the Efficacy of KTE-X19 in Subjects With Relapsed/Refractory Mantle Cell Lymphoma (ZUMA-2),2021-04-23,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Fludarabine|Cyclophosphamide|Brexucabtagene autoleucel,search
tecartus,NCT05537766,Study of Brexucabtagene Autoleucel in Adults With Rare B-cell Malignancies,"A Phase 2, Open-Label, Multicenter, Basket Study Evaluating the Efficacy of Brexucabtagene Autoleucel in Adults With Rare B-cell Malignancies (ZUMA-25)",2022-11-01,TERMINATED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Brexucabtagene Autoleucel|Cyclophosphamide|Fludarabine,search
tecartus,NCT02614066,A Study Evaluating the Safety and Efficacy of Brexucabtagene Autoleucel (KTE-X19) in Adult Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia (ZUMA-3),A Phase 1/2 Multi-Center Study Evaluating the Safety and Efficacy of KTE-X19 in Adult Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia (r/r ALL) (ZUMA-3),2016-03-07,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Kite, A Gilead Company",brexucabtagene autoleucel|Cyclophosphamide|Fludarabine,search
tecartus,NCT06482684,CAR-T-cell Treatment for Untreated High Risk MANtle Cell Lymphoma,Early Treatment Intensification in Patients With High Risk Mantle Cell Lymphoma Using CAR-T-cell Treatment After an Abbreviated Induction Therapy With Rituximab and Ibrutinib and 6 Months Ibrutinib Maintenance (Arm A) as Compared to Standard of Care Induction and Maintenance (Arm B),2024-02-15,RECRUITING,INTERVENTIONAL,PHASE2,"Christian Schmidt, MD",KTE-X19|Ibrutinib,search
tecartus,NCT02601313,Study of Brexucabtagene Autoleucel (KTE-X19) in Participants With Relapsed/Refractory Mantle Cell Lymphoma (Cohort 1 and Cohort 2),A Phase 2 Multicenter Study Evaluating the Efficacy of KTE-X19 in Subjects With Relapsed/Refractory Mantle Cell Lymphoma,2015-11-09,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",brexucabtagene autoleucel|Cyclophosphamide|Fludarabine|Axicabtagene Ciloleucel,search
tecartus,NCT06144606,Study of KTE-X19 in Minimal Residual Disease (MRD) Positive B-Cell Acute Lymphoblastic Leukemia (B-ALL),Phase 2 Study of KTE-X19 in Minimal Residual Disease (MRD) Positive B-Cell Acute Lymphoblastic Leukemia (B-ALL),2023-12-26,RECRUITING,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,Tecartus,search
breyanzi,NCT03310619,A Safety and Efficacy Trial of JCAR017 Combinations in Subjects With Relapsed/Refractory B-cell Malignancies,An Exploratory Phase 1/2 Trial To Evaluate The Safety And Efficacy Of JCAR017 Combinations In Subjects With Relapsed/Refractory B-Cell Malignancies (PLATFORM),2017-12-20,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Celgene,JCAR017|Durvalumab|CC-122|Ibrutinib|CC-220|Relatlimab|Nivolumab|CC-99282,search
breyanzi,NCT05621096,Low Dose Radiation as Bridging Therapy in Relapsed B-Cell Non-Hodgkin Lymphoma,Feasibility of Low Dose Radiation as Bridging Therapy for Lisocabtagene Maraleucel in Relapsed B-Cell Non-Hodgkin Lymphoma,2023-03-21,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,University of Nebraska,Bridging radiation therapy|Liso-cel|Post-infusion radiation,search
breyanzi,NCT05583149,Acalabrutinib + Liso-Cel In R/R Aggressive B-Cell Lymphomas,A Phase 2 Study of Acalabrutinib in Combination With Lisocabtagene Maraleucel in Relapsed/Refractory Aggressive B-cell Lymphomas,2023-03-01,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,"Patrick C. Johnson, MD",ACALABRUTINIB|LISOCABTAGENE MARALEUCEL|Lymphodepleting chemotherapy,search
breyanzi,NCT06205290,"A Study to Compare the Efficacy and Safety of Lisocabtagene Maraleucel vs Investigator's Choice Options in Adult Participants With Relapsed or Refractory Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma, Whose Disease Has Failed Treatment With Both BTKi and BCL2i Therapies","A Global Phase 3, Randomized, Open-label, Multi-center Trial Designed to Compare the Efficacy and Safety of Lisocabtagene Maraleucel vs Investigator's Choice Options (Idelalisib + Rituximab or Bendamustine + Rituximab) in Adult Participants With Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL) or Small Lymphocytic Lymphoma (SLL), Whose Disease Has Failed Treatment With Both BTKi and BCL2i Targeted Therapies (A Double Class Exposed Population)",2024-01-16,WITHDRAWN,INTERVENTIONAL,PHASE3,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",Liso-cel|Idelalisib|Rituximab|Bendamustine|Fludarabine|Cyclophosphamide,search
breyanzi,NCT04855253,Ph I/II Study of E7777 Prior to CAR-T for R/R LBCL,Phase I/II Trial Using E7777 to Enhance Regulatory T-Cell Depletion Prior to CAR-T Therapy for Relapsed/Refractory Large B-Cell Lymphomas,2021-06-09,SUSPENDED,INTERVENTIONAL,PHASE1|PHASE2,"Masonic Cancer Center, University of Minnesota",E7777|Fludarabine|Cyclophosphamide|Tisagenlecleucel|Axicabtagene Ciloleucel|Lisocabtagene Maraleucel Intravenous Suspension,search
breyanzi,NCT05672173,"Lisocabtagene Maraleucel, Nivolumab and Ibrutinib for the Treatment of Richter's Transformation","Phase 2 Study of the Combination of Lisocabtagene Maraleucel, Nivolumab, and Ibrutinib in Richter's Transformation",2023-06-02,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,City of Hope Medical Center,Biopsy|Biospecimen Collection|Bone Marrow Biopsy|Computed Tomography|Cyclophosphamide|Fludarabine|Ibrutinib|Lisocabtagene Maraleucel|Nivolumab|Pheresis|Positron Emission Tomography,search
breyanzi,NCT07052305,"NT-I7 (Efineptakin Alfa), a Long-acting Human IL-7, Post-Axicabtagene Ciloleucel or Post-Lisocabtagene Maraleucel in Subjects With Relapsed/Refractory Large B-cell Lymphoma","A Phase 1b Study Evaluating the Safety, Tolerability, and Preliminary Anti-tumor Activity of NT-I7 (Efineptakin Alfa), a Long-acting Human IL-7, Post-Axicabtagene Ciloleucel or Post-Lisocabtagene Maraleucel in Subjects With Relapsed/Refractory Large B-cell Lymphoma",2026-03-12,RECRUITING,INTERVENTIONAL,PHASE1,Washington University School of Medicine,NT-I7|CAR T-cell therapy,search
breyanzi,NCT07098364,ST-067 in Combination With CD19-Directed CAR T-Cell Therapy (Liso-cel) in Relapsed/Refractory Large B-Cell Lymphoma,A Phase 1/2 Open-Label Study Evaluating the Safety and Efficacy of ST-067 in Combination With CD19-Directed CAR T-Cell Therapy in Patients With Relapsed/Refractory (R/R) Large B-Cell Lymphoma (LBCL),2025-12-27,RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,Fred Hutchinson Cancer Center,Vevoctadekin|Bone Marrow Aspiration|Bone Marrow Biopsy|Computed Tomography|Echocardiography Test|Leukapheresis|Lisocabtagene Maraleucel|Lumbar Puncture|Lymphodepletion Therapy|Multigated Acquisition Scan|Positron Emission Tomography|X-Ray Imaging|Biospecimen Collection,search
breyanzi,NCT03743246,A Study to Evaluate the Safety and Efficacy of JCAR017 in Pediatric Subjects With Relapsed/Refractory (r/r) B-cell Acute Lymphoblastic Leukemia (B-ALL) and B-cell Non-Hodgkin Lymphoma (B-NHL),"A Phase 1/2, Open-label, Single Arm, Multicohort, Multicenter Trial to Evaluate the Safety and Efficacy of JCAR017 in Pediatric Subjects With Relapsed/Refractory (r/r) B-cell Acute Lymphoblastic Leukemia (B-ALL) and B-cell Non-Hodgkin Lymphoma (B-NHL).",2018-10-17,TERMINATED,INTERVENTIONAL,PHASE1|PHASE2,Celgene,JCAR017|Lymphodepleting|Fludarabine|Cyclophosphamide,search
breyanzi,NCT07015242,A Study of the Efficacy and Safety of Lisocabtagene Maraleucel (Liso-cel) as First-Line Therapy in Adults With Transplant-Ineligible Primary Central Nervous System Lymphoma,The CAROLYN Trial: Lisocabtagene Maraleucel as First-Line Therapy for Primary Central Nervous System Lymphoma (PCNSL) in Transplant-Ineligible Patients,2025-11-06,RECRUITING,INTERVENTIONAL,PHASE2,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",Rituximab|Methotrexate|Procarbazine|Temozolomide|Liso-cel|Fludarabine|Cyclophosphamide|Calcium folinate,search
breyanzi,NCT04245839,A Study to Evaluate the Efficacy and Safety of JCAR017 in Adult Subjects With Relapsed or Refractory Indolent B-cell Non-Hodgkin Lymphoma (NHL),"A Phase 2, Open-label, Single Arm, Multicohort, Multicenter Trial to Evaluate the Efficacy and Safety of JCAR017 in Adult Subjects With Relapsed or Refractory Indolent B-cell Non-Hodgkin Lymphoma (NHL)",2020-07-14,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Celgene,Fludarabine|Cyclophosphamide|JCAR017,search
breyanzi,NCT03575351,"A Study to Compare the Efficacy and Safety of JCAR017 to Standard of Care in Adult Subjects With High-risk, Transplant-eligible Relapsed or Refractory Aggressive B-cell Non-Hodgkin Lymphomas","A Global Randomized Multicenter Phase 3 Trial of JCAR017 Compared to Standard of Care in Adult Subjects With High-risk, Second-line, Transplant-eligible Relapsed or Refractory Aggressive B-cell Non-Hodgkin Lymphomas (TRANSFORM).",2018-10-23,COMPLETED,INTERVENTIONAL,PHASE3,Celgene,Standard of Care|JCAR017,search
breyanzi,NCT07725406,Low-Dose TBI Plus CAR T-Cell Therapy for Relapsed/Refractory DLBCL and Multiple Myeloma,"A Phase Ib, Dose-Escalation Study of Augmented Lymphodepletion and CAR T-cell Priming With Low-dose Total Body Irradiation in Patients With Relapsed or Refractory Diffuse Large B-cell Lymphomas and Multiple Myeloma Receiving Treatment With Commercial CD19 or BCMA-directed CAR T-cell Therapies",2026-08-01,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,Weill Medical College of Cornell University,Lymphodepleting chemotherapy: Cyclophosphamide|Lymphodepleting chemotherapy: Bendamustine|Lymphodepleting chemotherapy: Fludarabine|Lisocabtagene Maraleucel|Axicabtagene Ciloleucel|Ciltacabtagene Autoleucel|Low-Dose Total Body Irradiation,search
breyanzi,NCT03331198,Study Evaluating Safety and Efficacy of JCAR017 in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL) or Small Lymphocytic Lymphoma (SLL),"An Open-Label, Phase 1/2 Study of JCAR017 in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma (017004)",2017-11-27,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,"Juno Therapeutics, a Subsidiary of Celgene",JCAR017 (lisocabtagene maraleucel)|JCAR017 (lisocabtagene maraleucel) + ibrutinib|JCAR017 (lisocabtagene maraleucel) + venetoclax,search
breyanzi,NCT03483103,Lisocabtagene Maraleucel (JCAR017) as Second-Line Therapy (TRANSCEND-PILOT-017006),A Phase 2 Study of Lisocabtagene Maraleucel (JCAR017) as Second-Line Therapy in Adult Patients With Aggressive B-cell NHL (017006),2018-07-27,COMPLETED,INTERVENTIONAL,PHASE2,"Juno Therapeutics, a Subsidiary of Celgene",lisocabtagene maraleucel,search
breyanzi,NCT05633615,Testing Drug Treatments After CAR T-cell Therapy in Patients With Relapsed/Refractory Diffuse Large B-cell Lymphoma,A Randomized Phase II Trial of Consolidation Therapy Following CD19 CAR T-Cell Treatment for Relapsed/Refractory Diffuse Large B-Cell Lymphoma or Grade IIIB Follicular Lymphoma,2023-06-12,RECRUITING,INTERVENTIONAL,PHASE2,SWOG Cancer Research Network,Axicabtagene Ciloleucel|Biospecimen Collection|Computed Tomography|Cyclophosphamide|Fludarabine|Lisocabtagene Maraleucel|Mosunetuzumab|Patient Observation|Polatuzumab Vedotin|Positron Emission Tomography|Tisagenlecleucel,search
breyanzi,NCT05075603,Relapsed/Refractory Large B-cell Lymphoma With NT-I7 Post-CD19 CAR T-cell Therapy,"A Phase 1b Study Evaluating the Safety, Tolerability and Preliminary Anti-tumor Activity of NT-I7 a Long-acting Human IL-7, Post-Kymriah®, Post-Yescarta®, or Post-Breyanzi® in Subjects With Relapsed/Refractory Large B-cell Lymphoma",2021-07-29,COMPLETED,INTERVENTIONAL,PHASE1,NeoImmuneTech,Efineptakin alfa|Tisagenlecleucel|Axicabtagene ciloleucel|Lisocabtagene Maraleucel,search
breyanzi,NCT07194980,Nemtabrutinib and Lisocabtagene Maraleucel for the Treatment of Relapsed/Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Safety and Efficacy of the Addition of Nemtabrutinib to Lisocabtagene Maraleucel in Patients With Relapsed/Refractory Chronic Lymphocytic Leukemia,2026-09-01,RECRUITING,INTERVENTIONAL,PHASE2,Fred Hutchinson Cancer Center,Nemtabrutinib|Lisocabtagene Maraleucel,search
breyanzi,NCT05359211,NKTR-255 in Combination With CAR-T Cell Therapy for the Treatment of Relapsed or Refractory Large B-cell Lymphoma,A Phase Ib Open-Label Study Evaluating the Safety and Efficacy of NKTR-255 in Combination With CD19-Directed CAR-T Cell Therapy in Patients With Relapsed/Refractory (R/R) Large B-Cell Lymphoma (LBCL),2022-12-08,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,Fred Hutchinson Cancer Center,Cyclophosphamide|Fludarabine|Lisocabtagene Maraleucel|Polymer-conjugated IL-15 Receptor Agonist NKTR-255|X-Ray Imaging|Echocardiography|Multigated Acquisition Scan|Bone Marrow Biopsy|Bone Marrow Aspiration|Lumbar Puncture|Computed Tomography|Positron Emission Tomography|Biospecimen Collection|Biopsy,search
breyanzi,NCT03744676,A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting (TRANSCEND-OUTREACH-007),A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting,2018-11-29,COMPLETED,INTERVENTIONAL,PHASE2,"Juno Therapeutics, a Subsidiary of Celgene",lisocabtagene maraleucel,search
breyanzi,NCT02631044,Study Evaluating the Safety and Pharmacokinetics of JCAR017 in B-cell Non-Hodgkin Lymphoma (TRANSCEND-NHL-001),"A Phase 1, Multicenter, Open-Label Study of JCAR017, CD19-targeted Chimeric Antigen Receptor (CAR) T Cells, for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL)",2016-01-06,COMPLETED,INTERVENTIONAL,PHASE1,"Juno Therapeutics, a Subsidiary of Celgene",JCAR017 (lisocabtagene maraleucel) single-dose schedule|JCAR017 (lisocabtagene maraleucel) 2-dose schedule,search
breyanzi,NCT06313996,A Study to Evaluate the Efficacy and Safety of Liso-cel Compared to Standard of Care in Adults With Relapsed or Refractory Follicular Lymphoma,A Global Randomized Multicenter Phase 3 Trial to Compare the Efficacy and Safety of Lisocabtagene Maraleucel (JCAR017/BMS-986387) to Standard of Care in Adults With Relapsed or Refractory Follicular Lymphoma (TRANSFORM FL),2024-03-29,WITHDRAWN,INTERVENTIONAL,PHASE3,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",Cyclophosphamide|Doxorubicin|Vincristine|Rituximab|Prednisone|Bendamustine|Lenalidomide|Fludarabine|Liso-cel,search
breyanzi,NCT07316010,Phase 2 Trial of Lisocabtagene Maraleucel for Minimal Residual Disease in Patients With Large B-cell Lymphoma,Phase 2 Trial of Lisocabtagene Maraleucel for Minimal Residual Disease in Patients With Large B-cell Lymphoma,2026-03-17,RECRUITING,INTERVENTIONAL,PHASE2,M.D. Anderson Cancer Center,Leukapheresis|Lymphodepleting Chemotherapy,search
breyanzi,NCT07188558,A Study to Investigate Ronde-cel Versus Investigator's Choice CD19 CAR T-Cell Therapy,"A Phase 3 Randomized Controlled Trial of Rondecabtagene Autoleucel , an Autologous, Dual-targeting CD19/CD20 CAR T-Cell Product Candidate, Vs. Investigator's Choice of CD19 CAR T-Cell Therapy in Patients With Relapsed or Refractory Large B-Cell Lymphoma in the Second-line Setting",2026-01-12,RECRUITING,INTERVENTIONAL,PHASE3,"Lyell Immunopharma, Inc.",rondecabtagene autoleucel|axicabtagene ciloleucel|lisocabtagene maraleucel,search
breyanzi,NCT05873712,Zanubrutinib and Lisocabtagene Maraleucel for the Treatment of Richter's Syndrome,A Phase II Study Evaluating the Safety and Efficacy of the Combination of Zanubrutinib Plus Lisocabtagene Maraleucel for Richter's Syndrome,2023-07-28,RECRUITING,INTERVENTIONAL,PHASE2,Aseel Alsouqi,Biospecimen Collection|Bone Marrow Biopsy|Computed Tomography|Cyclophosphamide|Fludarabine|Leukapheresis|Lisocabtagene Maraleucel|Lymph Node Biopsy|Positron Emission Tomography|Zanubrutinib,search
breyanzi,NCT07711483,GLORY: Glofit-GemOx With Liso-Cel For Lymphoma,Phase 2 Study of Glofitamab and Gemcitabine and Oxaliplatin (Glofit-GemOx) Bridging to Lisocabtagene Maraleucel in Relapsed/Refractory Aggressive B-cell Lymphomas,2026-10-14,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,Massachusetts General Hospital,Obinutuzumab|Glofitamab|Gemcitabine & oxaliplatin|Leukapheresis|Lymphodepleting chemotherapy|LISOCABTAGENE MARALEUCEL,search
breyanzi,NCT03484702,Trial to Determine the Efficacy and Safety of JCAR017 in Adult Participants With Aggressive B-Cell Non-Hodgkin Lymphoma,"A Phase 2, Single-arm, Multi-center Trial to Determine the Efficacy and Safety of JCAR017 in Subjects With Relapsed or Refractory Diffuse Large B-Cell Lymphoma or With Other Aggressive B-Cell Malignancies",2018-06-05,COMPLETED,INTERVENTIONAL,PHASE2,Celgene,JCAR017,search
breyanzi,NCT02631044,Study Evaluating the Safety and Pharmacokinetics of JCAR017 in B-cell Non-Hodgkin Lymphoma (TRANSCEND-NHL-001),"A Phase 1, Multicenter, Open-Label Study of JCAR017, CD19-targeted Chimeric Antigen Receptor (CAR) T Cells, for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL)",2016-01-06,COMPLETED,INTERVENTIONAL,PHASE1,"Juno Therapeutics, a Subsidiary of Celgene",JCAR017 (lisocabtagene maraleucel) single-dose schedule|JCAR017 (lisocabtagene maraleucel) 2-dose schedule,origin_nct
abecma,NCT05032820,Upfront Chimeric Antigen Receptor T-Cell to Upgrade Response in Multiple Myeloma,Phase II Multicenter Trial of Anti-BCMA CAR T-Cell Therapy for MM Patients With Sub-Optimal Response After Auto HCT and Maintenance Len. BMTCTN1902,2022-01-05,COMPLETED,INTERVENTIONAL,PHASE2,Medical College of Wisconsin,Lenalidomide|bb2121|Cyclophosphamide|Fludarabine|leukapheresis,search
abecma,NCT06523621,Nivolumab in Multiple Myeloma Patients After Idecabtagene Vicleucel,Nivolumab As An Adjunctive Therapy In Relapsed Refractory Multiple Myeloma Patients With Sub-Optimal Response To Idecabtagene Vicleucel,2025-02-28,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Wake Forest University Health Sciences,Nivolumab,search
abecma,NCT02658929,Study of bb2121 in Multiple Myeloma,CRB-401 A Phase 1 Study of bb2121 in BCMA-Expressing Multiple Myeloma,2015-12-22,COMPLETED,INTERVENTIONAL,PHASE1,Celgene,bb2121,search
abecma,NCT06048250,Mezigdomide (CC-92480) Post Idecabtagene Vicleucel in Treating Patients With Relapsed Multiple Myeloma,A Phase 1 Study of Mezigdomide (CC-92480) and Dexamethasone Post Idecabtagene Vicleucel in Relapsed Multiple Myeloma,2024-04-09,RECRUITING,INTERVENTIONAL,PHASE1,City of Hope Medical Center,Biospecimen Collection|Bone Marrow Aspiration|Computed Tomography|Mezigdomide|Positron Emission Tomography,search
abecma,NCT06179888,Iberdomide Versus Observation Off Therapy After Idecabtagene Vicleucel CAR-T for Multiple Myeloma,Randomized Phase 2 Study of Iberdomide Maintenance Therapy Following Idecabtagene Vicleucel CAR-T in Multiple Myeloma Patients,2024-08-27,SUSPENDED,INTERVENTIONAL,PHASE2,National Cancer Institute (NCI),Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Computed Tomography|Iberdomide|Magnetic Resonance Imaging|Patient Monitoring|Positron Emission Tomography|Skeletal Survey X-Ray,search
abecma,NCT04855136,Safety and Efficacy of bb2121 (Ide-cel) Combinations in Multiple Myeloma,"An Exploratory Phase 1/2 Trial to Determine Recommended Phase 2 Dose (RP2D), Safety and Preliminary Efficacy of bb2121 (Ide-cel) Combinations in Subjects With Relapsed/Refractory Multiple Myeloma (KarMMa-7)",2021-06-01,TERMINATED,INTERVENTIONAL,PHASE1,Celgene,BB2121|CC-220|BMS-986405,search
abecma,NCT06138275,Elranatamab in R/R Multiple Myeloma,A Phase 2 Study of Elranatamab as Consolidation After Idecabtagene Vicleucel in Relapsed Refractory Multiple Myeloma,2024-03-08,RECRUITING,INTERVENTIONAL,PHASE2,Massachusetts General Hospital,Elranatamab,search
abecma,NCT03361748,Efficacy and Safety Study of bb2121 in Subjects With Relapsed and Refractory Multiple Myeloma,"A Phase 2, Multicenter Study to Determine the Efficacy and Safety of bb2121 in Subjects With Relapsed and Refractory Multiple Myeloma",2017-12-13,COMPLETED,INTERVENTIONAL,PHASE2,Celgene,bb2121,search
abecma,NCT06045806,A Study to Compare the Efficacy and Safety of Idecabtagene Vicleucel With Lenalidomide Maintenance Therapy Versus Lenalidomide Maintenance Therapy Alone in Adult Participants With Newly Diagnosed Multiple Myeloma Who Have Suboptimal Response After Autologous Stem Cell Transplantation,"A Randomized, Open-Label, Phase 3 Trial to Compare the Efficacy and Safety of Idecabtagene Vicleucel With Lenalidomide Maintenance Versus Lenalidomide Maintenance Therapy Alone in Adult Participants With Newly Diagnosed Multiple Myeloma Who Have Suboptimal Response After Autologous Stem Cell Transplantation (KarMMa-9)",2023-10-16,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Celgene,idecabtagene vicleucel|Lenalidomide|Fludarabine|Cyclophosphamide,search
