product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes,source_file,product_key,geography_norm,value_low_n,value_point_n,value_high_n,family,lo,hi,has_number,grade,excluded
Carvykti,MM_5L,adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy (5L+ RRMM),Australia,gatekeeper_eligible,,,,,,2024-11,Table 2 Overview of patient numbers and budget impact October 2024 funding proposal: 5L+ MM population patient numbers / Initiating patients / Infused patients [values redacted],"MSAC Public Summary Document, Application 1690.1, Ciltacabtagene autoleucel for refractory or relapsed multiple myeloma, November 2024 MSAC meeting",https://www.msac.gov.au/sites/default/files/2025-01/1690.1_psd_-_november_2024.pdf,not-found,"MSAC supported public funding for 5L+ RRMM but all patient-number cells are redacted in the PSD. Australia assesses CAR-T through MSAC, not PBAC; no MSAC document for Abecma was checked.",eligible_E1b.csv,carvykti,Australia,,,,unspecified,,,False,X,
Tecelra,SS_MAGEA4,"adults with unresectable or metastatic synovial sarcoma who have received prior chemotherapy, are HLA-A*02:01P, -A*02:02P, -A*02:03P or -A*02:06P positive and whose tumour expresses MAGE-A4",US,label_indication,,,,,2024,2024-08-01,"HLA-A*02:01P, -A*02:02P, -A*02:03P, or -A*02:06P positive","Adaptimmune Therapeutics Form 10-K for fiscal year 2024 (filed March 2025), description of the TECELRA accelerated approval of 1 August 2024",https://www.sec.gov/Archives/edgar/data/1621227/000155837025003544/adap-20241231x10k.htm,verified-from-source,Only the HLA clause is quoted verbatim from the filing; the remainder of the label wording is paraphrased from the same source. FDA accelerated approval 1 Aug 2024; later reports indicate conversion to full approval (not verified here).,eligible_E1b.csv,tecelra,US,,,,unspecified,,,False,A,
Tecelra,SS_MAGEA4,newly diagnosed synovial sarcoma patients who are HLA-A*02 and MAGE-A4 biomarker-eligible (all stages),US,company_addressable,,400,,"newly diagnosed patients per year, biomarker-eligible, US",2024,2025-03,approximately 400 newly diagnosed patients per year are biomarker eligible for TECELRA,Adaptimmune Therapeutics Form 10-K FY2024 (filed March 2025),https://www.sec.gov/Archives/edgar/data/1621227/000155837025003544/adap-20241231x10k.htm,verified-from-source,"Counts newly diagnosed patients of all stages, not the labelled population (unresectable/metastatic after chemotherapy), so an upper bound. Same filing: 'approximately 13,400 new soft tissue cases in the U.S. each year' and synovial sarcoma 'approximately 5 to 10% of all soft tissue sarcomas'. Also: an incremental 600 SS and myxoid liposarcoma patients per year biomarker-eligible for lete-cel.",eligible_E1b.csv,tecelra,US,,400.0,,annual,400.0,400.0,True,A,
Tecelra,SS_all,all synovial sarcoma (not label-restricted),US,incidence_rate,650,,1300,"new synovial sarcoma cases per year, US (5-10% of ~13,000 soft tissue sarcomas)",2023,2024-03,"approximately 13,000 new soft tissue sarcoma cases in the U.S. each year ... Synovial sarcoma accounts for approximately 5-10% of these cases",Adaptimmune Therapeutics Form 10-K FY2023 (filed March 2024),https://www.sec.gov/Archives/edgar/data/1621227/000155837024002537/adap-20231231x10k.htm,derived,"13,000 x 0.05 = 650; 13,000 x 0.10 = 1,300. Company framing; SEER-based counts are lower (see Venkataraman 2025 row).",eligible_E1b.csv,tecelra,US,650.0,,1300.0,annual,650.0,1300.0,False,A,
Tecelra,SS_all,all synovial sarcoma (not label-restricted),US,incidence_rate,417,527,601,"new synovial sarcoma cases per year, US (SEER-based, 2001-2014; rate 1.5-1.8 per 1,000,000)",2014,2025,"The range of annual new cases ranged from 417 (in 2001) to 601 (in 2014), with a median new cases of 527 per year.","Venkataraman et al., Effect of HLA restriction on racial and ethnic disparities in access to immune therapies for advanced synovial sarcoma, The Oncologist 2025 (PMC12265472)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12265472/,verified-from-source,"Same paper: 17% present with distant disease at diagnosis; estimated HLA-A*02 eligibility 22.9%-35.4% of patients needing salvage therapy (25.1-38.8% European-descent, 11.0-17.0% Asian/Pacific Islander); MAGE-A4 positivity 53%-82% from prior estimates.",eligible_E1b.csv,tecelra,US,417.0,527.0,601.0,annual,417.0,601.0,False,A,
Tecelra,SS_MAGEA4,biomarker-eligible (HLA-A*02 and MAGE-A4) synovial sarcoma per incident cohort; label additionally requires unresectable/metastatic disease after chemotherapy,US,annual_incident_eligible,64,,153,patients per year (all stages) biomarker-eligible; de novo metastatic subset 11-26,2014,2025,22.9%-35.4% of patients in need of salvage therapy would be expected to be eligible,"Derived from Venkataraman et al., The Oncologist 2025 (PMC12265472)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12265472/,derived,"527 x 0.229 x 0.53 = 64; 527 x 0.354 x 0.82 = 153. De novo metastatic subset: x 0.17 = 11-26 per year; relapsed metastatic patients (the larger share of the advanced pool) are not in the 17%, so the labelled population probably lies between ~30 and ~150 per year. Adaptimmune's ~400 uses a higher incidence base and HLA share (~45% in trial screening, PMC12317396).",eligible_E1b.csv,tecelra,US,64.0,,153.0,annual,64.0,153.0,True,A,
Tecelra,SS_MAGEA4,(no EU or UK marketing authorisation),EU,gatekeeper_eligible,,,,,,2026-09,"(no EMA, NICE, G-BA or HAS assessment found)",none,,not-found,Tecelra is approved in the US only (as of Sep 2026); no European gatekeeper estimate exists. European incidence could be scaled from the US SEER rate of 1.5-1.8 per million.,eligible_E1b.csv,tecelra,EU,,,,unspecified,,,False,X,
Amtagvi,MEL_postPD1,"adult patients with unresectable or metastatic melanoma previously treated with a PD-1 blocking antibody and, if BRAF V600 mutation positive, a BRAF inhibitor with or without a MEK inhibitor",US,label_indication,,,,,2024,2024-02-16,"for treatment of adult patients with unresectable or metastatic melanoma previously treated with a PD-1-blocking antibody and, if BRAF V600 mutation positive, a BRAF inhibitor with or without an MEK inhibitor","FDA Approval Summary: Lifileucel for Unresectable or Metastatic Melanoma Previously Treated with an Anti-PD-1-Based Immunotherapy (PubMed 40699950), summarising the 16 Feb 2024 accelerated approval",https://pubmed.ncbi.nlm.nih.gov/40699950/,provisional-from-snippet,Wording from the search snippet of the FDA approval summary abstract; FDA label itself not fetched. Accelerated approval; confirmatory trial TILVANCE-301.,eligible_E1b.csv,amtagvi,US,,,,unspecified,,,False,B,
Amtagvi,MEL_postPD1,previously treated advanced melanoma (post anti-PD-1),US + targeted global markets,company_addressable,20000,,,"previously treated advanced melanoma patients per year addressable, US and other targeted global markets ('more than')",2024,2025-02-27,"Across the U.S. and other targeted global markets, Amtagvi has the potential to address more than 20,000 previously treated advanced melanoma patients annually.",Iovance Biotherapeutics Form 10-K for fiscal year 2024 (filed February 2025),https://www.sec.gov/Archives/edgar/data/1425205/000155837025001834/iova-20241231x10k.htm,verified-from-source,"No US-only split disclosed. Same filing: 'Melanoma ... accounting for an estimated 100,640 patients diagnosed and 8,290 deaths in 2024 in the U.S. according to the Surveillance, Epidemiology and End Results program.'",eligible_E1b.csv,amtagvi,multi: US+global,20000.0,,,annual,20000.0,,False,A,
Amtagvi,MEL_postPD1,previously treated advanced melanoma (post anti-PD-1),Global,company_addressable,30000,,,previously treated advanced melanoma patients per year addressable globally ('more than'),2025,2026-02,"Globally, Amtagvi has the potential to address more than 30,000 previously treated advanced melanoma patients annually.","Iovance Biotherapeutics Form 10-K for fiscal year 2025 (filed February 2026, accession 0001104659-26-018899)",https://www.sec.gov/Archives/edgar/data/1425205/000110465926018899/iova-20251231x10k.htm,verified-from-source,"Same filing: 'Amtagvi is approved in the U.S. and Canada ... Potential approvals are pending in the United Kingdom, or UK, and Australia'; frontline: 'We estimate a global addressable market of more than 70,000 frontline advanced melanoma patients per year.' Up from the >20,000 US-plus-targeted-markets figure a year earlier.",eligible_E1b.csv,amtagvi,global,30000.0,,,annual,30000.0,,False,A,
Amtagvi,MEL_postPD1,advanced melanoma patients progressing on or after PD-1 treatment (competitor estimate of the same population),US,annual_incident_eligible,,13000,,"patients per year progressing on or after PD-1 treatment, US",2026,2026-05,"We estimate approximately 13,000 patients progress on or after PD-1 treatment annually in the U.S. with approximately 80% of these patients eligible for treatment with RP1 in combination with nivolumab, if approved.",Replimune Group Form 10-K for fiscal year ended 31 March 2026,https://www.sec.gov/Archives/edgar/data/1737953/000162828026045886/repl-20260331.htm,verified-from-source,Replimune (Tudriqev) estimate of the post-anti-PD-1 pool that Amtagvi also addresses; Amtagvi's label further requires prior BRAF inhibitor in BRAF V600-mutant patients and excludes patients unfit for lymphodepletion/IL-2.,eligible_E1b.csv,amtagvi,US,,13000.0,,annual,13000.0,13000.0,True,A,
Amtagvi,MEL_all,all melanoma of the skin (not label-restricted),US,incidence_rate,,112000,,"estimated new cases of melanoma of the skin in 2026, US (population base whole US; 5% distant and 10% regional stage at diagnosis)",2026,2026-09-05,"Estimated New Cases in 2026: 112,000; Estimated Deaths in 2026: 8,510; Percent of cases by stage at diagnosis: regional 10%, distant 5%",NCI SEER Cancer Stat Facts: Melanoma of the Skin (accessed 5 Sep 2026),https://seer.cancer.gov/statfacts/html/melan.html,verified-from-source,"Derived stage counts: distant at diagnosis ~5,600/yr, regional ~11,200/yr. Applies to Imlygic and Tudriqev too.",eligible_E1b.csv,amtagvi,US,,112000.0,,unspecified,112000.0,112000.0,False,A,
Amtagvi,MEL_postPD1,lifileucel for previously treated unresectable or metastatic melanoma (NICE ID3863),England,gatekeeper_eligible,,,,,,2026-01,Status: In progress,"NICE GID-TA10752 project page, Lifileucel for previously treated unresectable or metastatic melanoma [ID3863]",https://www.nice.org.uk/guidance/indevelopment/gid-ta10752,not-found,"Committee meeting 4 Nov 2025; draft guidance consultation 18 Dec 2025 - 22 Jan 2026; no resource impact report published. Company slide deck in the committee papers (documents/1) gives UK epidemiology only: 'Fifth most common cancer in the UK; 17,557 new cases per year on average' and '~16% diagnosed at stage 3 and ~10% diagnosed at stage 4'. UK marketing authorisation still pending per Iovance 10-K FY2025.",eligible_E1b.csv,amtagvi,England,,,,annual,,,False,X,
Amtagvi,MEL_all,all melanoma skin cancer (not label-restricted),UK,incidence_rate,,19392,,"new melanoma skin cancer cases per year, UK (average of 2019, 2021-2022; population base whole UK)",2022,2026-09-05,"19,392 new cases of melanoma skin cancer each year, 2019, 2021-2022, UK.","Cancer Research UK, Melanoma skin cancer statistics (accessed 5 Sep 2026)",https://www.cancerresearchuk.org/health-professional/cancer-statistics/statistics-by-cancer-type/melanoma-skin-cancer,verified-from-source,Applies to Imlygic and Tudriqev too.,eligible_E1b.csv,amtagvi,UK,,19392.0,,annual,19392.0,19392.0,False,A,
Amtagvi,MEL_advanced,"melanoma diagnosed at stage 4 (low) to stage 3 or 4 (high), UK - upper bound on the post-anti-PD-1 pool",UK,annual_incident_eligible,1756,,4565,"patients per year diagnosed at stage 4 (1,756) or stage 3-4 (4,565)",2025,2025-11-04,"Fifth most common cancer in the UK; 17,557 new cases per year on average ... ~16% diagnosed at stage 3 and ~10% diagnosed at stage 4","Iovance company presentation to the NICE appraisal committee, GID-TA10752 committee papers document 1 (Nov 2025)",https://www.nice.org.uk/guidance/gid-ta10752/documents/1,derived,"17,557 x 0.10 = 1,756; 17,557 x 0.26 = 4,565. Excludes later relapses and does not apply the post-anti-PD-1 progression share (>50% within 12 months per Iovance). Document read through a reader proxy (nice.org.uk returns 403). | family set by override: all stage 3 to 4 melanoma diagnoses; the label is progression after PD-1 therapy",eligible_E1b.csv,amtagvi,UK,1756.0,,4565.0,disease_prevalence,1756.0,4565.0,True,A,
Amtagvi,MEL_postPD1,(no EU marketing authorisation),EU,gatekeeper_eligible,,,,,,2026-02,"Amtagvi is approved in the U.S. and Canada, and we plan to launch into additional markets with a high prevalence of advanced melanoma.",Iovance Biotherapeutics Form 10-K FY2025 (filed February 2026),https://www.sec.gov/Archives/edgar/data/1425205/000110465926018899/iova-20251231x10k.htm,not-found,No G-BA or HAS assessment exists. An Austrian AIHTA appraisal-board document (2025) is indexed by INAHTA (database.inahta.org/article/33664) but its PDF returned 404 and the record states no patient numbers.,eligible_E1b.csv,amtagvi,EU,,,,unspecified,,,False,X,
Amtagvi,MEL_postPD1,previously treated advanced melanoma (Canadian approval),Canada,gatekeeper_eligible,,,,,,2026-02,(CDA-AMC review not retrieved),"CDA-AMC (formerly CADTH) reimbursement review of lifileucel, if any",https://www.cda-amc.ca/search?keywords=lifileucel,not-found,Approved in Canada per Iovance 10-K FY2025; cda-amc.ca search page returned a Cloudflare challenge.,eligible_E1b.csv,amtagvi,Canada,,,,unspecified,,,False,X,
Imlygic,MEL_unresectable,"unresectable, regionally or distantly metastatic (Stage IIIB, IIIC and IVM1a) melanoma with no bone, brain, lung or other visceral disease; NICE adds: only if systemic immunotherapy is not suitable",England,label_indication,,,,,2016,2016-07,"recommended, in adults, as an option for treating unresectable, regionally or distantly metastatic (Stage IIIB, IIIC and IVM1a) melanoma that has not spread to bone, brain, lung or other internal organs, only if: treatment with systemically administered immunotherapies is not suitable and the company provides talimogene laherparepvec with the discount agreed in the patient access scheme.","NICE TA410, Talimogene laherparepvec for treating unresectable metastatic melanoma, Final appraisal determination, July 2016 (guidance published September 2016)",https://www.nice.org.uk/guidance/ta410/documents/final-appraisal-determination-document,verified-from-source,"US FDA label (27 Oct 2015) is 'local treatment of unresectable cutaneous, subcutaneous, and nodal lesions in patients with melanoma recurrent after initial surgery' (not fetched). EU label matches the NICE stage wording.",eligible_E1b.csv,imlygic,England,,,,prevalent,,,False,A,
Imlygic,MEL_unresectable,people with unresectable metastatic melanoma for whom T-VEC is suitable in clinical practice,England,gatekeeper_eligible,10,,15,% of people with unresectable metastatic melanoma (clinical expert estimate to the NICE committee); no absolute count,2016,2016-07,"The clinical experts stated that in clinical practice, treatment with talimogene laherparepvec would be suitable for approximately 10 to 15% of people with unresectable metastatic melanoma.","NICE TA410 Final appraisal determination, July 2016, section 4.2",https://www.nice.org.uk/guidance/ta410/documents/final-appraisal-determination-document,verified-from-source,"The NICE costing statement / resource impact for TA410 could not be retrieved (nice.org.uk 403; resources page via proxy showed only the cookie banner). Applying 10-15% to the UK stage 4-at-diagnosis count (~1,756) gives roughly 175-265 per year, before the 'systemic immunotherapy not suitable' restriction.",eligible_E1b.csv,imlygic,England,10.0,,15.0,annual,10.0,15.0,False,A,"a percentage share, not a count"
Imlygic,MEL_unresectable,"1a) Nicht vorbehandelte Patienten (Stadien IIIB, IIIC und IVM1a) mit einem BRAF-V600-mutierten Tumor",Germany,gatekeeper_eligible,35,,100,"GKV patients per year, untreated, BRAF-V600-mutant, stage IIIB-IVM1a",2016,2016-12-15,"1a) Nicht vorbehandelte Patienten (in den Stadien IIIB, IIIC und IVM1a) mit einem BRAF-V600-mutierten Tumor ca. 35 - 100 Patienten","G-BA Beschluss AM-RL Anlage XII: Talimogen laherparepvec, Beschluss vom 15. Dezember 2016 (BAnz AT 30.12.2016 B4), section 2 Anzahl der Patienten",https://www.g-ba.de/downloads/39-261-2799/2016-12-15_AM-RL-XII_Talimogen-laherparepvec_D-237_BAnz.pdf,verified-from-source,GKV population (about 88% of Germany).,eligible_E1b.csv,imlygic,Germany,35.0,,100.0,annual,35.0,100.0,True,A,
Imlygic,MEL_unresectable,"1b) Nicht vorbehandelte Patienten (Stadien IIIB, IIIC und IVM1a) mit einem BRAF-V600-wildtyp Tumor",Germany,gatekeeper_eligible,40,,120,"GKV patients per year, untreated, BRAF wild-type, stage IIIB-IVM1a",2016,2016-12-15,"1b) Nicht vorbehandelte Patienten (in den Stadien IIIB, IIIC und IVM1a) mit einem BRAF-V600-wildtyp Tumor ca. 40 - 120 Patienten","G-BA Beschluss AM-RL Anlage XII: Talimogen laherparepvec, 15. Dezember 2016, section 2",https://www.g-ba.de/downloads/39-261-2799/2016-12-15_AM-RL-XII_Talimogen-laherparepvec_D-237_BAnz.pdf,verified-from-source,,eligible_E1b.csv,imlygic,Germany,40.0,,120.0,annual,40.0,120.0,True,A,
Imlygic,MEL_unresectable,"2) Vorbehandelte Patienten (Stadien IIIB, IIIC und IVM1a)",Germany,gatekeeper_eligible,300,,450,"GKV patients per year, previously treated, stage IIIB-IVM1a",2016,2016-12-15,"2) Vorbehandelte Patienten (in den Stadien IIIB, IIIC und IVM1a) ca. 300 - 450 Patienten","G-BA Beschluss AM-RL Anlage XII: Talimogen laherparepvec, 15. Dezember 2016, section 2",https://www.g-ba.de/downloads/39-261-2799/2016-12-15_AM-RL-XII_Talimogen-laherparepvec_D-237_BAnz.pdf,verified-from-source,Closest to the US label scope (melanoma recurrent after initial surgery).,eligible_E1b.csv,imlygic,Germany,300.0,,450.0,annual,300.0,450.0,True,A,
Imlygic,MEL_unresectable,"all three G-BA subgroups combined (stage IIIB-IVM1a, untreated and pretreated)",Germany,gatekeeper_eligible,375,,670,"GKV patients per year, total label population",2016,2016-12-15,ca. 35 - 100 Patienten; ca. 40 - 120 Patienten; ca. 300 - 450 Patienten,"Sum of the three subgroup ranges in the G-BA Beschluss Talimogen laherparepvec, 15 December 2016",https://www.g-ba.de/downloads/39-261-2799/2016-12-15_AM-RL-XII_Talimogen-laherparepvec_D-237_BAnz.pdf,derived,35+40+300 = 375; 100+120+450 = 670. Secondary reports quote 375-675.,eligible_E1b.csv,imlygic,Germany,375.0,,670.0,annual,375.0,670.0,True,A,
Imlygic,MEL_unresectable,melanome non resecable stade IIIB-IVM1a (EU label),France,gatekeeper_eligible,,,,,,2016,(HAS avis not retrieved),HAS Commission de la Transparence avis IMLYGIC (2016),https://www.has-sante.fr/jcms/fc_2875171/fr/resultat-de-recherche?text=imlygic,not-found,HAS site search is access-protected and direct fetches return 403; the avis URL could not be located without web search.,eligible_E1b.csv,imlygic,France,,,,unspecified,,,False,X,
Imlygic,MEL_unresectable,"unresectable cutaneous, subcutaneous and nodal melanoma lesions recurrent after initial surgery (US label)",US,company_addressable,,,,,,2026-09,(no US eligible-population statement found),none (no ICER review; no Amgen addressable-population statement located),,not-found,"Rough upper bound from SEER: ~11,200 regional-stage and ~5,600 distant-stage new melanoma cases per year (2026), of which only unresectable recurrences with injectable lesions qualify; NICE experts put T-VEC suitability at 10-15% of unresectable metastatic melanoma.",eligible_E1b.csv,imlygic,US,,,,annual,,,False,X,
Tudriqev,MEL_postPD1,"adult patients with unresectable advanced cutaneous melanoma who experienced disease progression with a PD-1-blocking antibody-based regimen, in combination with nivolumab",US,label_indication,,,,,2026,2026-08-06,TUDRIQEV (vusolimogene oderparepvec-wtpg) is indicated in combination with nivolumab for the treatment of adult patients with unresectable advanced cutaneous melanoma who experienced disease progression with a programmed death receptor-1 (PD-1)-blocking antibody-based regimen.,"Replimune press release, Replimune Announces FDA Accelerated Approval of TUDRIQEV in Combination with Nivolumab, 6 August 2026 (Form 8-K Exhibit 99.1); FDA notice 'FDA grants accelerated approval to vusolimogene oderparepvec-wtpg in combination with nivolumab for melanoma'",https://www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-vusolimogene-oderparepvec-wtpg-combination-nivolumab-melanoma,verified-from-source,"Accelerated approval on ORR/DoR (IGNYTE: 140 patients, progression on >=8 weeks of anti-PD-1; efficacy population 91 patients with >=1 non-injected lesion). Cutaneous melanoma only; no BRAF-inhibitor prerequisite (unlike Amtagvi); continued approval contingent on IGNYTE-3.",eligible_E1b.csv,tudriqev,US,,,,prevalent,,,False,A,
Tudriqev,MEL_postPD1,"patients progressing on or after PD-1 treatment (all lines), US",US,annual_incident_eligible,,13000,,"patients per year progressing on or after PD-1 treatment, US",2026,2026-05,"We estimate approximately 13,000 patients progress on or after PD-1 treatment annually in the U.S. with approximately 80% of these patients eligible for treatment with RP1 in combination with nivolumab, if approved.",Replimune Group Form 10-K for fiscal year ended 31 March 2026,https://www.sec.gov/Archives/edgar/data/1737953/000162828026045886/repl-20260331.htm,verified-from-source,Company estimate; the 80% eligibility refers to having injectable lesions.,eligible_E1b.csv,tudriqev,US,,13000.0,,annual,13000.0,13000.0,True,A,
Tudriqev,MEL_postPD1,"injectable patients progressing on PD-1, US (label population)",US,company_addressable,,10400,,"patients per year (13,000 x 80%)",2026,2026-05,approximately 80% of these patients eligible for treatment with RP1 in combination with nivolumab,Derived from Replimune Form 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1737953/000162828026045886/repl-20260331.htm,derived,"13,000 x 0.80 = 10,400; matches the '~10K addressable patients' in the approval-day investor deck.",eligible_E1b.csv,tudriqev,US,,10400.0,,annual,10400.0,10400.0,True,A,
Tudriqev,MEL_postPD1,"injectable patients who progress on PD-1 across lines of therapy, US",US,company_addressable,,10000,,"addressable patients per year, US ('~10K')",2026,2026-08-06,~80% of patients who progress on PD-1 across lines of therapy are injectable (~10K addressable patients),"Replimune, TUDRIQEV FDA Accelerated Approval Investor Call slides, 6 August 2026 (Form 8-K Exhibit 99.2)",https://www.sec.gov/Archives/edgar/data/0001737953/000110465926092246/tm2622487d1_ex99-2.htm,verified-from-source,"Slide heading '~10K Addressable Patients Across Lines of Therapy'. Funnel sub-totals as summarised by the fetch (about 2K adjuvant-refractory, 7K with no standard of care, 4K earlier-stage) were not re-verified. Compare Iovance: >20,000 (US plus targeted markets, 2024) and >30,000 (global, 2025) previously treated advanced melanoma patients.",eligible_E1b.csv,tudriqev,US,,10000.0,,annual,10000.0,10000.0,True,A,
Tudriqev,MEL_postPD1,(no EU or UK marketing authorisation),EU,gatekeeper_eligible,,,,,,2026-09,"(no EMA, NICE, G-BA or HAS assessment found)",none,,not-found,"US accelerated approval only (Aug 2026). The G-BA 2016 talimogene laherparepvec ranges (375-670 GKV patients, stage IIIB-IVM1a) are the only German gatekeeper counts for an injectable-melanoma oncolytic.",eligible_E1b.csv,tudriqev,EU,,,,annual,,,False,X,
Hemgenix,HemB_adult,"US label: adults with hemophilia B on FIX prophylaxis, or with current/historical life-threatening bleeding, or repeated serious spontaneous bleeds",US,label_indication,,,,,2022,2023-06-20,"HEMGENIX, etranacogene dezaparvovec-drlb, is a one-time gene therapy for the treatment of adults with hemophilia B who: Currently use Factor IX prophylaxis therapy, or Have current or historical life-threatening bleeding, or Have repeated, serious spontaneous bleeding episodes.","CSL Behring press release, First Patient Has Received FDA-Approved HEMGENIX (2023-06-20)",https://newsroom.csl.com/2023-06-20-CSL-Behring-Announces-the-First-Patient-Has-Received-FDA-Approved-HEMGENIX-R-etranacogene-dezaparvovec-drlb-for-Hemophilia-B,verified-from-source,FDA approval 2022-11-22. US label has no AAV5-antibody or FIX-inhibitor exclusion in the indication statement (inhibitor testing is in the warnings). Registered trademark symbol dropped from quote.,eligible_E2.csv,hemgenix,US,,,,unspecified,,,False,A,
Hemgenix,HemB_adult,"EU label: severe and moderately severe haemophilia B, adults without history of FIX inhibitors",EU,label_indication,,,,,2023,2023-10-19,Hemgenix ist indiziert zur Behandlung von schwerer und mittelschwerer Haemophilie B (angeborener Faktor-IX-Mangel) bei erwachsenen Patienten ohne Faktor-IX-Inhibitoren in ihrer Vorgeschichte.,"G-BA Beschluss Anlage XII Etranacogen Dezaparvovec (Haemophilie B), Beschluss vom 19. Oktober 2023, BAnz AT 24.11.2023 B4, section 2 Anzahl der Patientinnen und Patienten",https://www.g-ba.de/downloads/39-261-6233/2023-10-19_AM-RL-XII_Etranacogen-Dezaparvovec_D-937_BAnz.pdf,verified-from-source,"EU authorisation 2023-02-20 (Anwendungsgebiet laut Zulassung). SmPC adds that pre-existing anti-AAV5 neutralising antibody titre above 1:678 may reduce efficacy (per HAS summary), not an indication exclusion. Umlauts transliterated.",eligible_E2.csv,hemgenix,EU,,,,unspecified,,,False,A,
Hemgenix,HemB_adult,adult severe hemophilia B without inhibitors (ICER budget-impact population),US,gatekeeper_eligible,,860,,patients,2022,2022-12-22,"For PBIA 1, using Centers for Disease Control (CDC) data and other sources, we estimated that approximately 860 adult severe hemophilia B patients without inhibitors would be eligible for treatment with etranacogene dezaparvovec. This equates to approximately 172 patients being treated per year over 5 years when assuming 20% of all eligible patients are treated each year.","ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26), section 7 (report p.38) and Appendix F (p.F1)",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,verified-from-source,"Derivation (Appendix F): US population ~342,000,000 x 49.5% male x CDC age-adjusted prevalence of hemophilia B 0.0037% x 52.8% adults x 28.7% severe x 90.9% without inhibitors. Counts only severe (FIX <1%); moderately severe patients on prophylaxis, who are in the label, are excluded, so this is a lower bound of the label pool. No AAV5-seropositivity exclusion applied. 20%/yr uptake assumption = ~172 treated/yr.",eligible_E2.csv,hemgenix,US,,860.0,,prevalent,860.0,860.0,True,A,
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (prevalence rate used by ICER)",US,prevalence_rate,,0.0037,,"percent of US males (age-adjusted prevalence of hemophilia B, CDC HTC-based study)",2022,2022-12-22,"a Centers for Disease Control (CDC) epidemiological study for estimates of age-adjusted prevalence of hemophilia B (.0037%),76 proportion of hemophilia B cases occurring in adults (52.8%),76 and proportion with severe disease (28.7%).76","ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26), Appendix F",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,verified-from-source,"Population base: US males (~342,000,000 x 49.5% = ~169,000,000). Derived count = 169,290,000 x 0.000037 = ~6,260 males with hemophilia B; adults 52.8% = ~3,300; severe 28.7% of adults = ~950 (before inhibitor exclusion).",eligible_E2.csv,hemgenix,US,,0.0037,,prevalent,0.0037,0.0037,False,A,
Hemgenix,HemB_adult,"all hemophilia (A and B), all severities",US,prevalent_eligible,30000,,33000,people with hemophilia,2022,2022-12-22,"Approximately 76% of all male hemophilia patients in the US have hemophilia A and the remainder have hemophilia B.1 The exact prevalence of hemophilia in the United States (US) is not known, but is estimated to be around 30,000 to 33,000.1","ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26), Executive Summary",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,verified-from-source,"Disease-level base, not the eligible pool. Hemophilia B share = 24%. | family set by override: all people with haemophilia A and B; not the haemophilia B label population",eligible_E2.csv,hemgenix,US,30000.0,,33000.0,disease_prevalence,30000.0,33000.0,True,A,
Hemgenix,HemB_adult,"hemophilia B, all ages and severities",US,prevalent_eligible,7200,,7920,people with hemophilia B,2022,2022-12-22,"(derived) 30,000 x 0.24 = 7,200; 33,000 x 0.24 = 7,920","ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26) (derived from the 30,000-33,000 total and the 24% hemophilia B share)",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,derived,"Arithmetic: total hemophilia 30,000-33,000 x (1-0.76). All ages and severities; adult severe/moderately severe subset is far smaller (see ICER 860 row). | family set by override: all-severity all-age haemophilia B; the label needs adults on prophylaxis or with bleeding history (ICER 860 row is the eligible estimate)",eligible_E2.csv,hemgenix,US,7200.0,,7920.0,disease_prevalence,7200.0,7920.0,True,A,
