country,year,registry,count,count_type,population,per_million,per_million_basis,eligible_low,eligible_high,eligible_by_disease,per_100_eligible_low,per_100_eligible_high,status,source_doc,source_url,notes
EU,2024,EBMT activity survey,6204,infusions,,,,15200,15200,LBCL:15200-15200,40.8,40.8,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) from appendix Europe line; see notes on the patients row; fetched 2026-09-05
EU,2024,EBMT activity survey,6196,infusions,,,,15200,15200,LBCL:15200-15200,40.8,40.8,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://www.nature.com/articles/s41409-026-02919-9,Paper body (CAR-T therapy rates section); 6082 first infusions plus 114 subsequent therapies; 278 centres from 30 countries; fetched 2026-09-05
Estonia,2024,EBMT activity survey,0,patients,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Finland,2019,EBMT activity survey,,patients,,0.54,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Finland,2020,EBMT activity survey,,patients,,1.63,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Finland,2021,EBMT activity survey,,patients,,1.45,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Finland,2022,EBMT activity survey,,patients,,1.8,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Finland,2023,EBMT activity survey,,patients,,2.88,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Finland,2024,EBMT activity survey,34,patients,,6.07,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Finland,2024,EBMT activity survey,35,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Finland; first CAR-T 34; fetched 2026-09-05
France,2018,EBMT activity survey,,patients,67158348,0.69,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2019,EBMT activity survey,,patients,67382061,3.11,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2020,EBMT activity survey,,patients,67601110,4.28,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2021,EBMT activity survey,,patients,67842811,6.04,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2022,EBMT activity survey,,patients,68184457,8.9,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Passweg JR, Baldomero H et al. Hematopoietic cell transplantation and cellular therapies in Europe 2022. CAR-T activity ",https://pmc.ncbi.nlm.nih.gov/articles/PMC11161408/,Only these five countries are named in the text; patient counts per country are not printed. Germany count from the same survey is 659 (see DRST rows).
France,2022,EBMT activity survey,,patients,68184457,8.88,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2023,EBMT activity survey,,patients,68372286,12.43,EBMT published rate per 10 million / 10,1342,2202,LBCL:602-602; MM:740-1600,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
France,2024,EBMT activity survey,1093,patients,68551653,15.94,count / World Bank population,1342,2202,LBCL:602-602; MM:740-1600,49.6,81.4,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
France,2024,EBMT activity survey,1102,infusions,68551653,16.08,count / World Bank population,1342,2202,LBCL:602-602; MM:740-1600,50.0,82.1,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for France; first CAR-T 1093; fetched 2026-09-05
Georgia,2024,EBMT activity survey,0,patients,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Germany,2018,EBMT activity survey,,patients,82905782,0.57,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2019,EBMT activity survey,,patients,83092962,3.04,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2020,EBMT activity survey,,patients,83160871,4.5,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2021,DRST / DRST-EBMT activity survey,437,patients,83196078,5.25,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,4.8,21.2,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = fir
Germany,2021,"EBMT Registry (Germany, DRST-documented)",318,infusions,83196078,3.82,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,3.5,15.4,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey co"
Germany,2021,EBMT activity survey,,patients,83196078,5.17,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2022,DRST / DRST-EBMT activity survey,659,patients,83177813,7.92,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,7.3,31.9,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = fir
Germany,2022,"EBMT Registry (Germany, DRST-documented)",554,infusions,83177813,6.66,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,6.1,26.8,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey co"
Germany,2022,EBMT activity survey,,patients,83177813,7.9,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Passweg JR, Baldomero H et al. Hematopoietic cell transplantation and cellular therapies in Europe 2022. CAR-T activity ",https://pmc.ncbi.nlm.nih.gov/articles/PMC11161408/,Only these five countries are named in the text; patient counts per country are not printed. Germany count from the same survey is 659 (see DRST rows).
Germany,2022,EBMT activity survey,,patients,83177813,7.92,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2023,DRST / DRST-EBMT activity survey,1160,patients,83287273,13.93,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,12.8,56.2,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = fir
Germany,2023,"EBMT Registry (Germany, DRST-documented)",947,infusions,83287273,11.37,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,10.4,45.9,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey co"
Germany,2023,EBMT activity survey,,patients,83287273,13.96,EBMT published rate per 10 million / 10,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Germany,2024,DRST / DRST-EBMT activity survey,1439,patients,83516593,17.23,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,15.8,69.7,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = fir
Germany,2024,"EBMT Registry (Germany, DRST-documented)",1189,infusions,83516593,14.24,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,13.1,57.6,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey co"
Germany,2024,EBMT activity survey,1439,patients,83516593,17.23,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,15.8,69.7,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Germany,2024,EBMT activity survey,1467,infusions,83516593,17.57,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,16.2,71.0,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Germany; first CAR-T 1439; fetched 2026-09-05
Germany,2025,DRST / DRST-EBMT activity survey,1820,patients,83491249,21.8,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,20.0,88.1,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,Source: DRST/EBMT Survey on Transplant and Cellular Therapy Activity (the German input to the EBMT survey). Up to survey 2023 = patients receiving one or more CAR-T in the year; from survey 2024 = fir
Germany,2025,"EBMT Registry (Germany, DRST-documented)",1357,infusions,83491249,16.25,count / World Bank population,2065,9080,ALL:50-200; FL:370-840; LBCL:440-2640; MCL:105-150; MM:1100-5250,14.9,65.7,verified-from-source,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey co"
Greece,2020,EBMT activity survey,,patients,,1.77,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Greece,2021,EBMT activity survey,,patients,,1.5,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Greece,2022,EBMT activity survey,,patients,,3.63,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Greece,2023,EBMT activity survey,,patients,,5.09,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Greece,2024,EBMT activity survey,53,patients,,5.1,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Greece,2024,EBMT activity survey,53,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Greece; first CAR-T 53; fetched 2026-09-05
Hungary,2023,EBMT activity survey,,patients,,0.21,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Hungary,2024,EBMT activity survey,6,patients,,0.63,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Hungary,2024,EBMT activity survey,6,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Hungary; first CAR-T 6; fetched 2026-09-05
Iceland,2024,EBMT activity survey,0,patients,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Iran,2022,EBMT activity survey,,patients,,0.01,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Iran,2023,EBMT activity survey,,patients,,0.01,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Iran,2024,EBMT activity survey,3,patients,,0.03,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
