product,record_type,as_of_date,region,value,unit,verbatim,source_doc,source_url,status,notes,product_key
Luxturna,patients_cumulative,2025-06-30,US,87,participants enrolled (actual),"A Post-Authorization, Multicenter, Longitudinal, Observational Safety Registry Study for Patients Treated With Voretigene Neparvovec in US - Actual Enrollment: 87 participants","ClinicalTrials.gov NCT03597399 (sponsor: Spark Therapeutics, Inc.), study completed 2025-06-30",https://clinicaltrials.gov/study/NCT03597399,verified-from-source,"Spark-sponsored US registry, Jan 2019 - Jun 2025, 10 US sites. Voluntary enrolment, so a lower bound on US commercially treated patients over that window.",luxturna
Luxturna,centres,2018-03-31,US,3,treatment centres,"Launched LUXTURNA in U.S., with three patients treated at different treatment centers - Massachusetts Eye and Ear in Boston, Bascom Palmer Eye Institute in Miami and The Vision Center at Children's Hospital of Los Angeles","Spark Therapeutics 8-K Ex 99.1, Q1 2018 results (2018-05-08)",https://www.sec.gov/Archives/edgar/data/1609351/000160935118000042/spark-exhibit991q12018.htm,verified-from-source,First three US treatment centres.,luxturna
Luxturna,centres,2018-06-30,US,6,treatment centres,"Continued strong execution of LUXTURNA launch in U.S., with 12 vials shipped in the second quarter of 2018 and patients now treated in six treatment centers","Spark Therapeutics 8-K Ex 99.1, Q2 2018 results (2018-08-07)",https://www.sec.gov/Archives/edgar/data/1609351/000160935118000069/spark-exhibit991q22018.htm,verified-from-source,No later Spark/Roche centre count was disclosed in the 2018 Q3 or FY2018 releases.,luxturna
Luxturna,centres,2026-09-04,US,19,designated treatment centres,"With locations across the United States, it is easy for your patients to find a designated LUXTURNA treatment center","LUXTURNA HCP site (Spark Therapeutics / Roche), Ocular gene therapy treatment centers page, accessed 2026-09-04",https://luxturnahcp.com/about-luxturna/treatment-centers/,verified-from-source,"Count of 19 named centres on the manufacturer's current site: Baylor Alkek, Lurie Children's, Bascom Palmer, Boston Children's, CHOP, Cincinnati Children's, Dean McGee, Duke, Kellogg, Mass Eye and Ear, Mayo, OHSU Casey, Scheie, UAB Callahan, UF Health, Iowa, Rochester Flaum, UPMC, CHLA.",luxturna
Luxturna,eligible_population,2018-01-03,US,1000-2000,people,"We estimate that between 1,000-2,000 people in the U.S. have vision loss due to these biallelic RPE65 mutations.","Spark Therapeutics press release, ""Spark Therapeutics Announces First-of-their-kind Programs to Improve Patient Access to LUXTURNA"", 3 Jan 2018",https://www.globenewswire.com/news-release/2018/01/03/1281548/0/en/Spark-Therapeutics-Announces-First-of-their-kind-Programs-to-Improve-Patient-Access-to-LUXTURNA-voretigene-neparvovec-rzyl-a-One-time-Gene-Therapy-Treatment.html,verified-from-source,Company estimate at US launch.,luxturna
Luxturna,eligible_population,2018-12-31,US,1000-2000,prevalent individuals,"We estimate the United States prevalent population at approximately 1,000 to 2,000 individuals.",Spark Therapeutics Form 10-K for FY2018,https://www.sec.gov/Archives/edgar/data/1609351/000160935119000042/spark-201810xk.htm,verified-from-source,Same estimate repeated in the last Spark 10-K.,luxturna
Luxturna,eligible_population,2018-12-31,"US, Europe and select Americas/Asia-Pacific",6000,prevalent individuals,"We believe the prevalent population is up to approximately 6,000 individuals with RPE65 mutations in the United States, Europe and select additional markets in the Americas and Asia/Pacific.",Spark Therapeutics Form 10-K for FY2018,https://www.sec.gov/Archives/edgar/data/1609351/000160935119000042/spark-201810xk.htm,verified-from-source,"Company's global addressable-population estimate. Same filing: ""We estimate that LCA affects approximately one in every 81,000 individuals and RP affects approximately one in every 4,500 individuals.""",luxturna
Luxturna,eligible_population,2018-11-23,Worldwide,1 in 200000,prevalence,"Mutations in both copies of the RPE65 gene affect approximately 1 in 200,000 people.","Novartis media release, ""Novartis announces landmark EU approval for one-time gene therapy Luxturna"", 23 Nov 2018",https://www.novartis.com/news/media-releases/novartis-announces-landmark-eu-approval-one-time-gene-therapy-luxturna-restore-vision-people-rare-inherited-retinal-disease,verified-from-source,"Prevalence rate rather than a headcount; implies ~1,650 in the US and ~2,250 in the EU.",luxturna
Luxturna,eligible_population,2019-10-01,England,86,people eligible,Around 86 people would be eligible for treatment in England,NICE HST11 / press coverage of the NICE recommendation,https://www.nice.org.uk/guidance/hst11,provisional-from-snippet,Figure appears in reporting of the NICE decision; not confirmed verbatim in the NICE committee-discussion chapter that was read.,luxturna
Tecartus,list_price,2020-07-24,US,373000,USD per treatment,"Brexucabtagene autoleucel (Tecartus; Kite Pharma/Gilead) ... has a U.S. list price of $373,000 for a one-time infusion.","Healio, 'FDA approves Tecartus, first CAR T-cell therapy for mantle cell lymphoma', 24 Jul 2020",https://www.healio.com/news/hematology-oncology/20200724/fda-approves-tecartus-first-car-tcell-therapy-for-mantle-cell-lymphoma,provisional-from-snippet,"NOT stated in any Gilead/Kite document I read: the Kite/Gilead FDA-approval press release of 24 Jul 2020 (https://www.gilead.com/news/news-details/2020/us-fda-approves-kites-tecartus-the-first-and-only-car-t-treatment-for-relapsed-or-refractory-mantle-cell-lymphoma) contains no price statement, and no Gilead quarterly earnings release states a list price for any product. Figure taken from trade-press search snippet; same as Yescarta's 2017 launch price. No later Tecartus price changes located.",tecartus
Yescarta,list_price,2017-10-18,US,373000,USD per treatment,"The list price of Yescarta in the United States is $373,000.","Kite's Yescarta (axicabtagene ciloleucel) Becomes First CAR T Therapy Approved by the FDA... (Gilead/Kite press release, 18 Oct 2017)",https://www.gilead.com/news/news-details/2017/kites-yescarta-axicabtagene-ciloleucel-becomes-first-car-t-therapy-approved-by-the-fda-for-the-treatment-of-adult-patients-with-relapsed-or-refractory-large-b-cell-lymphoma-after-two-or-more,verified-from-source,"Launch US list price, stated in Kite/Gilead FDA-approval press release. One-time single infusion; excludes hospitalisation/administration costs.",yescarta
Yescarta,list_price,2022,US,399000,USD per treatment,"Table 1 (Yescarta, launch price $373,000, 18 October 2017): 2022 list price 399000; CAGR 6.32%","CAR-T Therapy: Escalating Costs in an Expanding Market, Health Management, Policy and Innovation (HMPI), 18 Feb 2026, Table 1",https://hmpi.org/2026/02/18/car-t-therapy-escalating-costs-in-an-expanding-market/,provisional-from-snippet,"Secondary academic compilation of US list price by year, not a Kite/Gilead statement. Read from the article's price table. Corroborates the widely reported step-ups from $373,000 at launch.",yescarta
Yescarta,list_price,2023,US,424000,USD per treatment,"Table 1 (Yescarta, launch price $373,000, 18 October 2017): 2023 list price 424000; CAGR 6.32%","CAR-T Therapy: Escalating Costs in an Expanding Market, Health Management, Policy and Innovation (HMPI), 18 Feb 2026, Table 1",https://hmpi.org/2026/02/18/car-t-therapy-escalating-costs-in-an-expanding-market/,provisional-from-snippet,"Secondary academic compilation of US list price by year, not a Kite/Gilead statement. Read from the article's price table. Corroborates the widely reported step-ups from $373,000 at launch.",yescarta
Yescarta,list_price,2024,US,462000,USD per treatment,"Table 1 (Yescarta, launch price $373,000, 18 October 2017): 2024 list price 462000; CAGR 6.32%","CAR-T Therapy: Escalating Costs in an Expanding Market, Health Management, Policy and Innovation (HMPI), 18 Feb 2026, Table 1",https://hmpi.org/2026/02/18/car-t-therapy-escalating-costs-in-an-expanding-market/,provisional-from-snippet,"Secondary academic compilation of US list price by year, not a Kite/Gilead statement. Read from the article's price table. Corroborates the widely reported step-ups from $373,000 at launch.",yescarta
Yescarta,list_price,2025,US,503580,USD per treatment,"Table 1 (Yescarta, launch price $373,000, 18 October 2017): 2025 list price 503580; CAGR 6.32%","CAR-T Therapy: Escalating Costs in an Expanding Market, Health Management, Policy and Innovation (HMPI), 18 Feb 2026, Table 1",https://hmpi.org/2026/02/18/car-t-therapy-escalating-costs-in-an-expanding-market/,provisional-from-snippet,"Secondary academic compilation of US list price by year, not a Kite/Gilead statement. Read from the article's price table. Corroborates the widely reported step-ups from $373,000 at launch.",yescarta
Yescarta,list_price,2023-01,UK-England,280451,GBP per single-infusion bag,"The list price for axicabtagene ciloleucel is 280,451 pounds per each 68 ml single-infusion bag (excluding VAT); Kite has agreed a confidential commercial arrangement (discount) with NHS England.","NICE technology appraisal TA894, 'Axicabtagene ciloleucel for treating relapsed or refractory follicular lymphoma', chapter 2 (Information about axicabtagene ciloleucel)",https://www.nice.org.uk/guidance/TA894/chapter/2-information-about-axicabtagene-ciloleucel,provisional-from-snippet,"Direct fetch of the NICE page returned HTTP 403; figure taken from search snippet of that page. Company-submitted list price; actual NHS price is a confidential discount, so revenue/list-price back-out will overstate UK price.",yescarta
Yescarta,list_price,2021-04-21,Japan,34113655,JPY per treatment,"Yescarta was added to Japan's NHI reimbursement price list on April 21 with an initial NHI price of JPY34,113,655, adjusted downward by 4.3% to JPY32,647,761 on the same day under cost-effectiveness assessment rules.","PHARMA JAPAN, 'Yescarta to Join NHI Price List on April 21, Gets CEA-Tweak from Get-Go'",https://pj.jiho.jp/article/244220,provisional-from-snippet,"Paywalled trade press; taken from search snippet. Marketing authorisation was held by Daiichi Sankyo until transfer to Gilead in June 2023. Post-adjustment price JPY32,647,761.",yescarta
Yescarta,patients_cumulative,2019-12-31,Global,2500,patients,"As of the end of 2019, Kite had 168 certified centers authorized to treat patients globally. Through these centers approximately 2,500 patients have been treated with YESCARTA.","Cryoport, Inc. Form 10-K for FY2019 (SEC EDGAR)",https://www.sec.gov/Archives/edgar/data/1124524/000110465920031407/tm205293-1_10k.htm,verified-from-source,"Yescarta-only, commercial (treated through certified/authorized treatment centres), excludes clinical-trial patients. Read directly in an SEC filing, but by Kite's logistics supplier Cryoport, not by Kite/Gilead. Best early calibration point.",yescarta
Yescarta,patients_cumulative,2022-12-11,Global,11000,patients,"Over 11,000 patients have been treated with Kite's CAR T-cell therapies globally through more than 300 authorized treatment centers around the world, including 117 of the leading cancer hospitals in the U.S.","Time to CAR T-cell Therapy May Impact Outcomes for Patients With Relapsed/Refractory Large B-cell Lymphoma in New CIBMTR Analysis (Gilead/Kite press release, 11 Dec 2022)",https://www.gilead.com/news-and-press/press-room/press-releases/2022/12/time-to-car-t-cell-therapy-may-impact-outcomes-for-patients-with-relapsedrefractory-large-b-cell-lymphoma-in-new-cibmtr-analysis,verified-from-source,"ALL KITE CAR T PRODUCTS (Yescarta + Tecartus), not Yescarta-only. Commercial: 'through ... authorized treatment centers', so excludes clinical-trial patients. Stated as 'over', i.e. a floor.",yescarta
Yescarta,patients_cumulative,2023-01-26,UK-England,500,patients,since then over 500 patients in England have received Yescarta,"Kite's Yescarta is First CAR T-cell Therapy Recommended for Routine Use in England, United Kingdom (Kite company statement, 26 Jan 2023)",https://www.kitepharma.com/news/company-statements/kite-yescarta-is-first-car-t-cell-therapy-recommended-for-routine-use--in-england-united-kingdom,verified-from-source,"YESCARTA-ONLY and England-only, commercial, cumulative since NHS England availability in Sept 2018. Stated as 'over', i.e. a floor.",yescarta
Yescarta,patients_cumulative,2024-01-30,Global,17700,patients,"More than 17,700 patients have been treated with Kite's CAR T-cell therapies through these ATCs across the globe.","Kite Receives U.S. FDA Approval of Manufacturing Process Change Resulting in Reduced Median Turnaround Time for Yescarta CAR T-cell Therapy (Kite press release, 30 Jan 2024)",https://www.kitepharma.com/news/press-releases/2024/1/kite-receives-us-fda-approval-of-manufacturing-process-change-resulting-in-reduced-median-turnaround-time-for-yescarta-car-tcell-therapy,verified-from-source,"ALL KITE CAR T PRODUCTS (Yescarta + Tecartus). Commercial, via authorized treatment centres (ATCs); same release gives >135 ATCs in the US and >400 globally. 'More than', i.e. a floor.",yescarta
Yescarta,patients_cumulative,2024-02-20,Global,19500,patients,"To date, Kite has treated more than 19,500 patients with its CAR-T therapies.","PharmaVoice, 'Kite's next-gen CAR-T aims include quicker production and more disease targets', 20 Feb 2024 (attributed to Cindy Perettie, EVP, Kite)",https://www.pharmavoice.com/news/kite-gilead-cart-cell-therapy-manufacturing/707856/,provisional-from-snippet,"ALL KITE CAR T PRODUCTS. Trade-press article quoting a Kite executive, not a Kite/Gilead document. Note the jump from 17,700 (30 Jan 2024) to 19,500 three weeks later suggests the two figures are not on an identical basis.",yescarta
Yescarta,patients_cumulative,2025-01-10,Global,25000,patients,"More than 25,000 patients have been treated with Kite's CAR T-cell therapies","STAT sponsored content by Kite, 'Bringing the curative potential of CAR T-cell therapy to more eligible patients', 10 Jan 2025",https://www.statnews.com/sponsor/2025/01/10/bringing-the-curative-potential-of-car-t-cell-therapy-to-more-eligible-patients/,verified-from-source,"ALL KITE CAR T PRODUCTS. Kite-authored sponsored content (company statement in a media outlet). Same piece gives a network of 500+ ATCs worldwide. 'More than', i.e. a floor.",yescarta
Yescarta,patients_cumulative,2025-08,Global,31000,patients,"More than 31,000 patients worldwide have received a Kite CAR T-cell therapy. With the largest in-house cell therapy manufacturing network, we're expanding access through speed, capacity and reliability.","Kite Pharma, Inc. official LinkedIn post ('31,000+ Patients Treated with a Kite CAR...')",https://www.linkedin.com/posts/kite-pharma-inc-_31000-patients-treated-with-a-kite-car-activity-7360706994611089411-qBXx,provisional-from-snippet,ALL KITE CAR T PRODUCTS. Kite's own corporate social account but not a press release / filing; post dated approx Aug 2025 (shown as '1y' as of Sep 2026). Latest cumulative figure located.,yescarta
Yescarta,centres,2017-10-18,US,16,authorized/certified treatment centres,"Upon approval Kite provided final site certification to 16 centers, was actively training more than 30 additional centers, and expected an eventual network of 70 to 90 centers across the United States.","Kite's Yescarta (axicabtagene ciloleucel) Becomes First CAR T Therapy Approved by the FDA... (Gilead/Kite press release, 18 Oct 2017)",https://www.gilead.com/news/news-details/2017/kites-yescarta-axicabtagene-ciloleucel-becomes-first-car-t-therapy-approved-by-the-fda-for-the-treatment-of-adult-patients-with-relapsed-or-refractory-large-b-cell-lymphoma-after-two-or-more,verified-from-source,Yescarta launch. Paraphrase assembled by the fetch tool from the release's certification paragraph; the 16 / 70-90 figures are the release's.,yescarta
Yescarta,centres,2019-12-31,Global,168,certified treatment centres,"As of the end of 2019, Kite had 168 certified centers authorized to treat patients globally.","Cryoport, Inc. Form 10-K for FY2019 (SEC EDGAR)",https://www.sec.gov/Archives/edgar/data/1124524/000110465920031407/tm205293-1_10k.htm,verified-from-source,Third-party SEC filing (Kite's logistics supplier).,yescarta
Yescarta,centres,2022-04-01,US,112,authorized treatment centres,Yescarta can be accessed at 112 authorized treatment centers across the U.S.,"Yescarta Receives U.S. FDA Approval as First CAR T-cell Therapy for Initial Treatment of Relapsed or Refractory Large B-cell Lymphoma (LBCL) (Kite press release, 1 Apr 2022)",https://www.kitepharma.com/news/press-releases/2022/4/yescarta-receives-us-fda-approval-as-first-car-tcell-therapy-for-initial-treatment-of-relapsed-or-refractory-large-bcell-lymphoma-lbcl,verified-from-source,Yescarta-specific US ATC count.,yescarta
Yescarta,centres,2022-04-19,Global,275,authorized treatment centres,"Kite therapies are available at over 275 ATCs around the world, including more than 110 leading cancer hospitals in the U.S.","Kite Receives U.S. FDA Approval of New State-of-the-Art CAR T-Cell Therapy Manufacturing Facility in Maryland (Kite press release, 19 Apr 2022)",https://www.kitepharma.com/news/press-releases/2022/4/kite-receives-us-fda-approval-of-new-stateoftheart-car-tcell-therapy-manufacturing-facility-in-maryland,verified-from-source,All Kite therapies. 'Over 275' globally; >110 in the US.,yescarta
Yescarta,centres,2022-08-31,Global,300,qualified treatment centres,"Kite currently has more than 300 qualified treatment centers globally, including in the U.S., Australia, Canada and Europe, as well as through our joint venture in China and our licensing partner in Japan.","Kite Launches CAR T-cell Therapy Operations in Brazil, Singapore and Saudi Arabia (Kite company statement, 31 Aug 2022)",https://www.kitepharma.com/news/company-statements/kite-launches-car-t-cell-therapy-operations-in-brazil-singapore-and-saudi-arabia,verified-from-source,All Kite therapies.,yescarta
Yescarta,centres,2022-12-11,Global,300,authorized treatment centres,"Over 11,000 patients have been treated with Kite's CAR T-cell therapies globally through more than 300 authorized treatment centers around the world, including 117 of the leading cancer hospitals in the U.S.","Time to CAR T-cell Therapy May Impact Outcomes... New CIBMTR Analysis (Gilead/Kite press release, 11 Dec 2022)",https://www.gilead.com/news-and-press/press-room/press-releases/2022/12/time-to-car-t-cell-therapy-may-impact-outcomes-for-patients-with-relapsedrefractory-large-b-cell-lymphoma-in-new-cibmtr-analysis,verified-from-source,"All Kite therapies; >300 global, 117 US.",yescarta
Yescarta,centres,2023-06-22,Japan,6,authorized hospitals,There are now a total of six hospitals in Japan authorized to administer the therapy with many more anticipated by the end of the year.,"Kite Announces Completion of Marketing Authorization Transfer for Yescarta CAR T-cell Therapy in Japan (Kite press release, 22 Jun 2023)",https://www.kitepharma.com/news/press-releases/2023/6/kite-announces-completion-of-marketing-authorization-transfer-for-yescarta-car-t-cell-therapy-in-japan,verified-from-source,"Yescarta, Japan only.",yescarta
Yescarta,centres,2024-01-30,Global,400,authorized treatment centres,"Kite has more than 135 authorized treatment centers in the U.S. and over 400 globally; more than 17,700 patients have been treated with Kite's CAR T-cell therapies through these ATCs across the globe.","Kite Receives U.S. FDA Approval of Manufacturing Process Change... for Yescarta CAR T-cell Therapy (Kite press release, 30 Jan 2024)",https://www.kitepharma.com/news/press-releases/2024/1/kite-receives-us-fda-approval-of-manufacturing-process-change-resulting-in-reduced-median-turnaround-time-for-yescarta-car-tcell-therapy,verified-from-source,"All Kite therapies; >400 global, >135 US.",yescarta
Yescarta,centres,2025-01-10,Global,500,authorized treatment centres,Kite is continually working to add more authorized treatment centers (ATCs) for CAR T to our network of 500+ centers worldwide,"STAT sponsored content by Kite, 'Bringing the curative potential of CAR T-cell therapy to more eligible patients', 10 Jan 2025",https://www.statnews.com/sponsor/2025/01/10/bringing-the-curative-potential-of-car-t-cell-therapy-to-more-eligible-patients/,verified-from-source,All Kite therapies. Kite-authored sponsored content.,yescarta
Yescarta,centres,2026-09-04,Global,570,authorized treatment centres,"Kite is proud to have more than 570 authorized treatment centers (ATCs) where patients can receive CAR T-cell therapy across the globe, including more than 160 in the U.S.","Find a Treatment Center, kitepharma.com (accessed 4 Sep 2026)",https://www.kitepharma.com/patient-resources/find-a-treatment-center,verified-from-source,"All Kite therapies; >570 global, >160 US. Undated web page, so as-of date is the access date.",yescarta
Zolgensma (onasemnogene abeparvovec),list_price,2019-05-24,US,2125000,USD per treatment,"The wholesale acquisition cost of Zolgensma of USD 2.125 million is: ... Annualized cost of Zolgensma is USD 425,000 per year for 5 years",AveXis (Novartis) media release: AveXis Announces Innovative Zolgensma Gene Therapy Access Programs for US Payers and Families,https://www.novartis.com/news/media-releases/avexis-announces-innovative-zolgensma-gene-therapy-access-programs-us-payers-and-families,verified-from-source,Launch list price (WAC) on day of FDA approval; widely reported as $2.1m. Novartis offered 5-year outcomes-based instalment agreements.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2023-01-01,US,2188750,USD per treatment,"Zolgensma ... had the greatest price change from $2,125,000 in 2022 to $2,188,750 in 2023, an increase of $63,750","HHS/ASPE drug price tracking brief, Changes in the List Prices of Prescription Drugs 2017-2023 (via search snippet)",https://aspe.hhs.gov/sites/default/files/documents/0cdd88059165eef3bed1fc587a0fd68a/aspe-drug-price-tracking-brief.pdf,provisional-from-snippet,+3.0% WAC increase effective January 2023. Not read in full document.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2025-01-01,US,2322040,USD per treatment,"The initial wholesale acquisition cost (WAC) was $2,125,000, and today the WAC for Zolgensma is $2,322,040","IntuitionLabs, Most Expensive Drugs in the US: A 2025 Price List (secondary compilation)",https://intuitionlabs.ai/articles/most-expensive-drugs-usa-2025,provisional-from-snippet,Cumulative ~9.3% increase over launch WAC. Date approximate (as-of 2025 compilation).,zolgensma
"Itvisma (onasemnogene abeparvovec-brve, intrathecal)",list_price,2025-11-24,US,2590000,USD per treatment,Novartis is pricing Itvisma at a wholesale acquisition cost of $2.59 million,Fierce Pharma / Managed Healthcare Executive coverage of FDA approval of Itvisma,https://www.fiercepharma.com/pharma/novartis-scores-fda-approval-new-version-sma-gene-therapy-prices-259m,provisional-from-snippet,Intrathecal line extension approved by FDA 2025-11-24; sales are consolidated into Novartis 'Zolgensma Group' from Q4 2025. Novartis own release does not state price.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2020-05-20,Japan (NHI price),167077222,JPY per treatment,"Zolgensma was priced at 167,077,222 yen for one-time treatment by referring to Biogen Japan's SPINRAZA (nusinersen) as the comparative drug",Pharma Japan (Jiho): Zolgensma to Get Japan's Highest List Price 167 Million Yen,https://pj.jiho.jp/article/242056,provisional-from-snippet,Approx USD 1.55-1.6m at 2020 rates. Listed on NHI reimbursement price list 20 May 2020; subject to cost-effectiveness re-assessment.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2020-07-01,Germany,1945000,EUR per treatment,"Novartis launched its gene therapy Zolgensma for spinal muscular atrophy (SMA) in Germany at the start of July 2020 priced at 1,945,000 euros","pharmaphorum: Germany first in EU to get Novartis' SMA gene therapy, costing almost 2m euros",https://pharmaphorum.com/news/novartis-eyes-smart-deal-for-sma-gene-therapy-in-uk,provisional-from-snippet,Free-pricing launch price before AMNOG negotiation; outcomes-based agreements with sickness funds.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2021-03-08,England / NHS,1795000,GBP per treatment,"The list price for Zolgensma is 1,795,000 pounds (excluding VAT), but the company has a commercial arrangement in place making the gene therapy available to the NHS at a confidential discount",NHS England press release / NICE HST guidance coverage,https://www.england.nhs.uk/2021/03/nhs-england-strikes-deal-on-life-saving-gene-therapy-drug-that-can-help-babies-with-rare-genetic-disease-move-and-walk/,provisional-from-snippet,Net price to NHS England is CONFIDENTIAL - substantial undisclosed discount. Use list price only as an upper bound.,zolgensma
Zolgensma (onasemnogene abeparvovec),list_price,2021-03-18,Italy (AIFA),2155000,EUR per treatment,"Italy Reimburses Zolgensma Through 'Payment at Result' Model, Priced at EUR 2.155 M",EVERSANA market access news,https://www.eversana.com/2021/03/18/italy-reimburses-zolgensma-through-payment-at-result-model-priced-at-eur-2-155-m/,provisional-from-snippet,Payment-at-result / outcomes-based instalments; effective net price undisclosed.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2021-03-15,worldwide (clinical trials + managed access + commercial),1000,patients,"To date, more than 1,000 children with SMA have been treated with Zolgensma across clinical trials, managed access programs, and in the commercial setting","Novartis media release: New Zolgensma data demonstrate age-appropriate development when used early, real-world benefit in older children and durability 5+ years post-treatment",https://www.novartis.com/news/media-releases/new-zolgensma-data-demonstrate-age-appropriate-development-when-used-early-real-world-benefit-older-children-and-durability-5-years-post-treatment,verified-from-source,Lower bound ('more than'). Approved in 38 countries at this date.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2021-04-23,worldwide (clinical trials + managed access + commercial),1000,patients,"Zolgensma was approved in the U.S. in May 2019 and subsequently has been approved in 39 countries. To date, more than 1,000 patients have been treated with Zolgensma across clinical trials, managed access programs, and in the commercial setting.",Novartis media release: Novartis to initiate SMART Phase 3b global study of Zolgensma in children up to 21 kg,https://www.novartis.com/news/media-releases/novartis-initiate-smart-phase-3b-global-study-zolgensma-children-21-kg-building-real-world-experience,verified-from-source,Lower bound. 39 countries approved.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2021-06-18,worldwide (clinical trials + managed access + commercial),1200,patients,"More than 1,200 patients have now been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.","Novartis media release: New Zolgensma data demonstrate age-appropriate development when used presymptomatically and rapid, clinically meaningful efficacy in symptomatic children",https://www.novartis.com/news/media-releases/new-zolgensma-data-demonstrate-age-appropriate-development-when-used-presymptomatically-and-rapid-clinically-meaningful-efficacy-symptomatic-children-even-those-severe-sma-baseline,verified-from-source,Lower bound. 40 countries approved.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2022-03-14,worldwide (clinical trials + managed access + commercial),1800,patients,"Zolgensma is now approved in more than 40 countries and more than 1,800 patients have been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.",Novartis media release: Novartis data again demonstrate age-appropriate development when Zolgensma is used presymptomatically,https://www.novartis.com/news/media-releases/novartis-data-again-demonstrate-age-appropriate-development-when-zolgensma-used-presymptomatically-and-post-hoc-data-reveal-sma-type-1-patients-could-speak-swallow-and-maintain-airway-protection,verified-from-source,Lower bound.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2022-04-05,worldwide (clinical trials + managed access + commercial),1800,patients,"Approved in more than 40 countries, to date, more than 1,800 patients have been treated with Zolgensma globally, including in clinical trials, managed access programs and in the commercial setting.",Novartis media release: Novartis expands Zolgensma manufacturing capacity with approval of multi-product North Carolina facility,https://www.novartis.com/news/media-releases/novartis-expands-zolgensma-manufacturing-capacity-approval-multi-product-north-carolina-facility,verified-from-source,Lower bound.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2022-06-17,worldwide (clinical trials + managed access + commercial),2000,patients,"Zolgensma is now approved in more than 40 countries and more than 2,000 patients have been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.",Novartis media release: Novartis announces Nature Medicine publication of Zolgensma data demonstrating age-appropriate milestones when treating children with SMA presymptomatically,https://www.novartis.com/news/media-releases/novartis-announces-nature-medicine-publication-zolgensma-data-demonstrating-age-appropriate-milestones-when-treating-children-sma-presymptomatically,verified-from-source,Lower bound.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2023-03-20,worldwide (clinical trials + managed access + commercial),3000,patients,"Zolgensma is now approved in more than 47 countries and more than 3,000 patients have been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.",Novartis media release: Novartis shares Zolgensma long-term data demonstrating sustained durability up to 7.5 years post-dosing,https://www.novartis.com/news/media-releases/novartis-shares-zolgensma-long-term-data-demonstrating-sustained-durability-75-years-post-dosing-100-achievement-all-assessed-milestones-children-treated-prior-sma-symptom-onset,verified-from-source,Lower bound. 47 countries.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2023-10-24,worldwide (clinical trials + early access + commercial),3500,patients,"Established markets are treating mainly incident patients. Zolgensma is now approved in 51 countries with more than 3500 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q3 2023 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036823000068/a231024-99_2.htm,verified-from-source,Lower bound. 51 countries.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-01-31,worldwide (clinical trials + early access + commercial),3700,patients,"Zolgensma is now approved in 51 countries with more than 3,700 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q4/FY2023 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036824000007/a240131-99_2.htm,verified-from-source,Lower bound. 51 countries.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-03-04,worldwide (clinical trials + managed access + commercial),3700,patients,"Zolgensma is now approved in more than 51 countries and more than 3,700 patients have been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.","Novartis media release: Novartis presents new data on safety and efficacy of Zolgensma, including maintained and improved motor milestones in older and heavier children with SMA",https://www.novartis.com/news/media-releases/novartis-presents-new-data-safety-and-efficacy-zolgensma-including-maintained-and-improved-motor-milestones-older-and-heavier-children-sma,verified-from-source,Lower bound.,zolgensma
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-04-23,worldwide (clinical trials + early access + commercial),4000,patients,"Zolgensma is now approved in 54 countries with more than 4,000 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q1 2024 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036824000017/a240423-99_2.htm,verified-from-source,Lower bound. 54 countries.,zolgensma
